p_val	auc	avg_log2FC	pct.1	pct.2	p_val_adj	cluster	gene
0	0.762406029286345	0.312195797634429	0.676	0.382	0	B cells	ZNF608
0	0.759988096462582	0.314056731680258	0.682	0.228	0	B cells	SHCBP1
0	0.757489364762529	0.522607582988785	0.707	0.483	0	B cells	SNCA
0	0.753991219078346	0.957927811638089	0.815	0.585	0	B cells	MYLIP
0	0.751928311454824	0.848497195907783	0.898	0.56	0	B cells	PLAC8
0	0.747518384322473	0.660536419420924	0.767	0.549	0	B cells	DOCK9
0	0.747442661324539	0.647389312453286	0.66	0.435	0	B cells	STAP1
0	0.746079225487927	0.478066519507865	0.738	0.469	0	B cells	STARD13
0	0.744489785832755	0.598408850682582	0.764	0.498	0	B cells	EAF2
0	0.74433256753195	0.753990702870684	0.86	0.54	0	B cells	ARHGAP24
0	0.739622567596235	0.848261514579831	0.653	0.272	0	B cells	L3MBTL4
0	0.736463489594759	0.362630370951087	0.838	0.556	0	B cells	TNNI2
0	0.736312650617943	0.714129772860792	0.75	0.575	0	B cells	SMIM14
0	0.736169985942897	0.319088314455992	0.64	0.366	0	B cells	SLC4A4
0	0.733693653732418	0.591792198298008	0.709	0.472	0	B cells	LY6E
0	0.730633535243471	0.357319941424121	0.661	0.44	0	B cells	mikado.WCK01-AAH20201022-F8-rsc00060G421
0	0.727245292692021	0.606419445261501	0.664	0.413	0	B cells	CD83
0	0.720313451596402	1.08910651588767	0.885	0.77	0	B cells	CAMK2D
0	0.719143681910909	0.888434646566342	0.743	0.595	0	B cells	BACH2
0	0.716214324209074	0.28798716617245	0.62	0.356	0	B cells	mikado.WCK01-AAH20201022-F8-rsc00026G403
0	0.711500996157868	0.628164822997729	0.869	0.591	0	B cells	RAPGEF2
0	0.710956649036737	0.68736775752528	0.941	0.816	0	B cells	ARID5B
0	0.707721415438813	0.596163091118488	0.644	0.362	0	B cells	EFHC2
3.92051314354002e-307	0.703358577457636	0.347492649849171	0.708	0.633	7.84102628708004e-304	B cells	mikado.WCK01-AAH20201022-F8-rsc00083G135
1.3190174203118e-305	0.704238559318402	0.42702846473273	0.863	0.624	2.63803484062359e-302	B cells	SYK
2.76612107366875e-303	0.701765186920895	0.761594299466997	0.703	0.453	5.5322421473375e-300	B cells	RASAL2
7.94332448810706e-297	0.700778785721326	0.574669868986624	0.747	0.477	1.58866489762141e-293	B cells	ALCAM
1.46574037009655e-291	0.698769034470588	0.573261932981851	0.724	0.546	2.93148074019311e-288	B cells	CCDC6
5.56170371666783e-291	0.697986590574027	0.53950935611619	0.651	0.466	1.11234074333357e-287	B cells	ACP3
1.13905002570923e-287	0.695230201127997	0.366114287706533	0.676	0.384	2.27810005141847e-284	B cells	RAPGEF5
1.22255967790601e-285	0.697333939781098	0.449097752080542	0.863	0.624	2.44511935581202e-282	B cells	SESN3
3.01236547440874e-280	0.69615041637688	0.594492516791734	0.96	0.843	6.02473094881749e-277	B cells	PPP3CA
2.03252485038211e-278	0.693691506863552	0.521593664743368	0.67	0.421	4.06504970076423e-275	B cells	LRRK1
1.35641117672642e-255	0.687023270579439	0.589183206486041	0.878	0.743	2.71282235345285e-252	B cells	PDE7A
6.48986805926192e-249	0.683971741151122	0.585550521037512	0.783	0.625	1.29797361185238e-245	B cells	GLCCI1
4.08280529572984e-245	0.681620539119888	0.250357560750279	0.755	0.522	8.16561059145967e-242	B cells	mikado.WCK01-AAH20201022-F8-rsc00038G493
9.71719931848816e-245	0.682729398029705	0.468668752221604	0.864	0.695	1.94343986369763e-241	B cells	ZEB1
1.83064684262547e-243	0.680847364989671	0.455692229812799	0.662	0.495	3.66129368525094e-240	B cells	IL2RA
2.82278729775841e-232	0.677320301005195	0.382269299247841	0.748	0.592	5.64557459551681e-229	B cells	SFMBT1
3.00287674113734e-229	0.676889184334473	0.518029989438361	0.874	0.733	6.00575348227468e-226	B cells	RRAS2
5.64818151807809e-214	0.670590268737625	0.322052283226504	0.8	0.567	1.12963630361562e-210	B cells	SCML4
1.85145799292381e-213	0.669662600071143	0.335270800243492	0.682	0.492	3.70291598584762e-210	B cells	SLC12A2
2.51464960641792e-210	0.668553661275254	0.405257262836401	0.809	0.674	5.02929921283584e-207	B cells	CR1L;CR1
1.45222371757137e-207	0.667668582845274	0.426895368401978	0.746	0.587	2.90444743514274e-204	B cells	CDC14A
5.52375403173865e-182	0.656443800785569	0.418148598299555	0.638	0.507	1.10475080634773e-178	B cells	ZBTB8A
9.97050150251434e-155	0.642620630458913	0.334103144259867	0.499	0.378	1.99410030050287e-151	B cells	PCDH11X;PCDH11Y
8.18988418111084e-151	0.641943857838978	0.324244681598903	0.616	0.54	1.63797683622217e-147	B cells	RNF150
5.26328687123216e-140	0.636374072413365	0.323677307831442	0.548	0.484	1.05265737424643e-136	B cells	mikado.WCK01-AAH20201022-F8-rsc00073G427
3.13585795578507e-138	0.637131021431247	0.370855325398169	0.9	0.8	6.27171591157014e-135	B cells	STT3B
4.0199604759182e-135	0.634286480163628	0.380540062863493	0.542	0.416	8.03992095183639e-132	B cells	FER
5.53077558242918e-128	0.632043618268234	0.377191999670102	0.999	0.946	1.10615511648584e-124	B cells	RPS20
1.20317248007146e-119	0.626441161060968	0.290979335959171	0.621	0.579	2.40634496014293e-116	B cells	FLT3
2.48938879184392e-117	0.624454590844026	0.756259143359416	0.494	0.384	4.97877758368785e-114	B cells	SDK1
3.1462649954216e-107	0.620420767547807	0.455469696868675	0.792	0.672	6.2925299908432e-104	B cells	SSBP2
2.67906572026533e-101	0.615964923135934	0.2500577917048	0.551	0.514	5.35813144053066e-98	B cells	HDGFL3
8.19935265573835e-95	0.613025525109828	0.255191381878065	0.821	0.646	1.63987053114767e-91	B cells	FAM13A
2.01919019809234e-82	0.60551505567127	0.288298724829049	0.998	0.963	4.03838039618468e-79	B cells	RPS11
1.67181606764085e-78	0.60275030240985	0.306510325049586	0.867	0.752	3.34363213528171e-75	B cells	IMMP2L
5.15363370777606e-77	0.601910713290819	0.274455750542177	0.999	0.956	1.03072674155521e-73	B cells	RPS27
3.55550554467137e-64	0.592407620002712	0.257297884166934	0.685	0.608	7.11101108934273e-61	B cells	MAML2
6.60066613297067e-63	0.591850503194991	0.258571529868963	0.998	0.967	1.32013322659413e-59	B cells	EEF1A1
1.66986596545093e-37	0.569409636508181	0.399195553682484	0.49	0.497	3.33973193090187e-34	B cells	FHIT
0	0.929948770703347	2.84509144279485	0.938	0.537	0	CD3+/LEF1+/TCF7+ memory T cells	LEF1
0	0.913022996019461	2.04963733668817	0.976	0.73	0	CD3+/LEF1+/TCF7+ memory T cells	SATB1
0	0.902260784097114	1.99427532220897	0.972	0.685	0	CD3+/LEF1+/TCF7+ memory T cells	NUCB2
0	0.898790001028775	1.72200936594438	0.97	0.685	0	CD3+/LEF1+/TCF7+ memory T cells	TMEM156
0	0.898463870136133	1.67484169380505	0.991	0.837	0	CD3+/LEF1+/TCF7+ memory T cells	EPB41
0	0.892072166669317	1.58204446005345	0.9	0.513	0	CD3+/LEF1+/TCF7+ memory T cells	LRRC31
0	0.862229163517256	1.54260293287135	0.855	0.491	0	CD3+/LEF1+/TCF7+ memory T cells	ARPP21
0	0.861847270252799	1.69130007286112	0.925	0.602	0	CD3+/LEF1+/TCF7+ memory T cells	MME
0	0.859362596413504	1.39106342824533	0.93	0.6	0	CD3+/LEF1+/TCF7+ memory T cells	IL7R-1
0	0.857091101105642	1.36857759071518	0.984	0.656	0	CD3+/LEF1+/TCF7+ memory T cells	mikado.WCK01-AAH20201022-F8-rsc00073G191
0	0.851466580785148	1.14334480409032	0.842	0.584	0	CD3+/LEF1+/TCF7+ memory T cells	KHDRBS3
0	0.849084602709083	1.22873746466611	0.886	0.487	0	CD3+/LEF1+/TCF7+ memory T cells	CD38
0	0.8484989937755	1.16950492874917	0.955	0.698	0	CD3+/LEF1+/TCF7+ memory T cells	PDCD4
0	0.847774083144685	1.19402818938418	0.973	0.688	0	CD3+/LEF1+/TCF7+ memory T cells	SLC25A26
0	0.84509702578534	1.64718747706756	0.945	0.647	0	CD3+/LEF1+/TCF7+ memory T cells	INPP4B
0	0.844694945637509	1.18997948513836	0.996	0.816	0	CD3+/LEF1+/TCF7+ memory T cells	ETS1
0	0.843201642817765	1.22991681821415	0.971	0.644	0	CD3+/LEF1+/TCF7+ memory T cells	GBP7;GBP4
0	0.84084891992986	1.45989554524573	0.956	0.762	0	CD3+/LEF1+/TCF7+ memory T cells	AFF1
0	0.840813682233177	1.14864258068278	0.88	0.581	0	CD3+/LEF1+/TCF7+ memory T cells	EPB41L2
0	0.838983296712447	1.274318237753	0.971	0.806	0	CD3+/LEF1+/TCF7+ memory T cells	KLHL5
0	0.833903347041626	1.56457372693393	0.881	0.528	0	CD3+/LEF1+/TCF7+ memory T cells	KLF12
0	0.82211715879747	1.43913732378757	0.811	0.52	0	CD3+/LEF1+/TCF7+ memory T cells	LAMA2
0	0.812687270908052	1.44025060571101	0.859	0.625	0	CD3+/LEF1+/TCF7+ memory T cells	TMEM135
0	0.811585267941793	1.26487437313456	0.982	0.89	0	CD3+/LEF1+/TCF7+ memory T cells	SSH2
0	0.807177003636428	1.22727146232605	0.965	0.786	0	CD3+/LEF1+/TCF7+ memory T cells	CCND3
0	0.804478172327933	1.16614837613659	0.991	0.934	0	CD3+/LEF1+/TCF7+ memory T cells	RABGAP1L
0	0.803191246867158	1.06221184582104	0.873	0.599	0	CD3+/LEF1+/TCF7+ memory T cells	PRKCQ
0	0.802737995493801	1.03603511451537	0.802	0.531	0	CD3+/LEF1+/TCF7+ memory T cells	GCNT4
0	0.802670337544862	0.71631655533297	0.793	0.596	0	CD3+/LEF1+/TCF7+ memory T cells	mikado.WCK01-AAH20201022-F8-rsc00002G175
0	0.800560255725837	1.37006241012681	0.908	0.622	0	CD3+/LEF1+/TCF7+ memory T cells	IFITM3;IFITM2;IFITM1-2
0	0.799321209742816	1.1788049075711	0.829	0.53	0	CD3+/LEF1+/TCF7+ memory T cells	CAMK4
0	0.798282397322481	0.917427542582752	0.825	0.49	0	CD3+/LEF1+/TCF7+ memory T cells	TRAT1
0	0.795871820891254	0.836996188376197	0.826	0.546	0	CD3+/LEF1+/TCF7+ memory T cells	FLNB
0	0.795374243904066	0.860824234281138	0.878	0.628	0	CD3+/LEF1+/TCF7+ memory T cells	CR1L;CR1
0	0.793983568885073	0.871992414594817	0.815	0.566	0	CD3+/LEF1+/TCF7+ memory T cells	TAF4B
0	0.790778999703886	0.840860093230038	0.805	0.502	0	CD3+/LEF1+/TCF7+ memory T cells	RCAN3
0	0.789488769611148	0.941072481320957	0.843	0.571	0	CD3+/LEF1+/TCF7+ memory T cells	RBL1
0	0.787331967145567	0.790327136661248	0.876	0.643	0	CD3+/LEF1+/TCF7+ memory T cells	RGS10
0	0.783984069360055	1.02977931677623	0.856	0.509	0	CD3+/LEF1+/TCF7+ memory T cells	SCML4
0	0.776617312371693	0.744592559726265	0.778	0.531	0	CD3+/LEF1+/TCF7+ memory T cells	CLSTN1
0	0.775671550141564	1.04800749402466	0.855	0.564	0	CD3+/LEF1+/TCF7+ memory T cells	NT5DC1
0	0.773604666602274	1.36845949185253	0.877	0.586	0	CD3+/LEF1+/TCF7+ memory T cells	BCL2
0	0.772153706549106	0.982862669261777	0.989	0.944	0	CD3+/LEF1+/TCF7+ memory T cells	CELF2
0	0.771440710818079	0.950869051857556	0.886	0.667	0	CD3+/LEF1+/TCF7+ memory T cells	FOXO1
0	0.771411060695795	0.740161304967417	0.825	0.481	0	CD3+/LEF1+/TCF7+ memory T cells	GBP7;GBP4-1
0	0.770456418209227	0.707091235596026	0.914	0.612	0	CD3+/LEF1+/TCF7+ memory T cells	LCK
0	0.76940098604472	0.710129479143119	0.847	0.603	0	CD3+/LEF1+/TCF7+ memory T cells	CD3G
0	0.76882787003961	1.22454460883735	0.879	0.661	0	CD3+/LEF1+/TCF7+ memory T cells	FOXP1
0	0.768510482109645	0.987389765133467	0.946	0.78	0	CD3+/LEF1+/TCF7+ memory T cells	TNIK
0	0.76803439945787	1.18676861191584	0.819	0.55	0	CD3+/LEF1+/TCF7+ memory T cells	THEMIS
0	0.760054729147498	0.855917451691014	0.971	0.672	0	CD3+/LEF1+/TCF7+ memory T cells	CD3E
0	0.757114233701754	0.34528627132891	0.759	0.555	0	CD3+/LEF1+/TCF7+ memory T cells	ANKRD29
0	0.753745645803466	0.935144114754386	0.98	0.861	0	CD3+/LEF1+/TCF7+ memory T cells	UTRN
0	0.74997998917884	0.745970626695578	0.763	0.497	0	CD3+/LEF1+/TCF7+ memory T cells	PLAG1
0	0.7490647428973	0.885989334077825	0.865	0.666	0	CD3+/LEF1+/TCF7+ memory T cells	ZEB1
0	0.74380608001383	0.66083329761963	0.764	0.473	0	CD3+/LEF1+/TCF7+ memory T cells	TMCO4
0	0.743461711726678	0.593230366966625	0.735	0.612	0	CD3+/LEF1+/TCF7+ memory T cells	ASGR2
0	0.741984893414178	0.793171350101263	0.806	0.561	0	CD3+/LEF1+/TCF7+ memory T cells	IFITM3;IFITM2;IFITM1-1
0	0.740607687943866	0.676912833363206	0.819	0.634	0	CD3+/LEF1+/TCF7+ memory T cells	RNF125
0	0.737179263618788	0.591420806808402	0.754	0.541	0	CD3+/LEF1+/TCF7+ memory T cells	mikado.WCK01-AAH20201022-F8-rsc00107G196
0	0.736861417688072	0.723192005385524	0.811	0.614	0	CD3+/LEF1+/TCF7+ memory T cells	IL6ST
0	0.735399069350156	0.763477502204904	0.809	0.626	0	CD3+/LEF1+/TCF7+ memory T cells	YEATS2
0	0.733374232661114	0.396537054937479	0.675	0.528	0	CD3+/LEF1+/TCF7+ memory T cells	SULT1A2;SULT1A1;SULT1A4;SULT1A3-1
0	0.732082016266505	0.897196795912013	0.782	0.548	0	CD3+/LEF1+/TCF7+ memory T cells	RUNDC3B
0	0.729226855097175	0.623515838572998	0.872	0.687	0	CD3+/LEF1+/TCF7+ memory T cells	CD247
0	0.728999861396294	0.565911040711281	0.748	0.511	0	CD3+/LEF1+/TCF7+ memory T cells	ZNF831
0	0.726773956120093	0.778559491646118	0.695	0.524	0	CD3+/LEF1+/TCF7+ memory T cells	BMP6
0	0.72549110638004	0.280160591906731	0.642	0.382	0	CD3+/LEF1+/TCF7+ memory T cells	mikado.WCK01-AAH20201022-F8-rsc00102G994
0	0.722410338584575	0.925099913351244	0.874	0.64	0	CD3+/LEF1+/TCF7+ memory T cells	IGF1R
0	0.721905927573497	0.872287258709656	0.82	0.677	0	CD3+/LEF1+/TCF7+ memory T cells	MAN2A1
0	0.721900535289823	0.677592433081125	0.859	0.646	0	CD3+/LEF1+/TCF7+ memory T cells	LOC114078893
0	0.720534106666483	0.412335007920892	0.683	0.42	0	CD3+/LEF1+/TCF7+ memory T cells	NEU3
0	0.716525512245503	0.666594228807187	0.95	0.761	0	CD3+/LEF1+/TCF7+ memory T cells	BIRC3
0	0.715685233456857	0.29705767047246	0.804	0.591	0	CD3+/LEF1+/TCF7+ memory T cells	BTLA
0	0.713901146953154	0.904573248485151	0.791	0.574	0	CD3+/LEF1+/TCF7+ memory T cells	NCALD
0	0.711007377245357	0.890551613093788	0.755	0.563	0	CD3+/LEF1+/TCF7+ memory T cells	TOX
0	0.71091048784153	0.528518512574962	0.77	0.619	0	CD3+/LEF1+/TCF7+ memory T cells	ZC3H12D
0	0.710125547137218	0.585242982709015	0.738	0.588	0	CD3+/LEF1+/TCF7+ memory T cells	ITGA9
0	0.70252202624811	0.479385020045457	0.695	0.518	0	CD3+/LEF1+/TCF7+ memory T cells	ABCB1
0	0.698248153104812	0.425989384596469	0.825	0.618	0	CD3+/LEF1+/TCF7+ memory T cells	LAT
0	0.697330070345875	0.79157953976081	0.727	0.632	0	CD3+/LEF1+/TCF7+ memory T cells	HECW1
0	0.692228713161269	0.723259053549803	0.903	0.809	0	CD3+/LEF1+/TCF7+ memory T cells	LRBA
0	0.690972132815869	0.449416472854527	0.699	0.502	0	CD3+/LEF1+/TCF7+ memory T cells	KLHL4
0	0.690343369245122	0.856438805970751	0.761	0.552	0	CD3+/LEF1+/TCF7+ memory T cells	SETBP1
0	0.689331825421381	0.435358940150006	0.741	0.493	0	CD3+/LEF1+/TCF7+ memory T cells	mikado.WCK01-AAH20201022-F8-rsc00073G551
0	0.688164806279488	0.514128669651697	0.685	0.553	0	CD3+/LEF1+/TCF7+ memory T cells	TSHZ2
0	0.685242458263433	0.372498681128773	0.622	0.508	0	CD3+/LEF1+/TCF7+ memory T cells	mikado.WCK01-AAH20201022-F8-rsc00143G327
0	0.682655548465014	0.289979915602629	0.692	0.497	0	CD3+/LEF1+/TCF7+ memory T cells	ZNRF1
0	0.681023017849263	0.584868989892964	0.79	0.565	0	CD3+/LEF1+/TCF7+ memory T cells	ARAP2
0	0.68094772279085	0.695911424961211	0.731	0.608	0	CD3+/LEF1+/TCF7+ memory T cells	LDLRAD4
0	0.680344659725953	0.37252795652467	0.806	0.615	0	CD3+/LEF1+/TCF7+ memory T cells	CD3D
0	0.680329952013064	0.4149595585571	0.852	0.68	0	CD3+/LEF1+/TCF7+ memory T cells	KCNQ5
0	0.677978765979528	0.28505804776336	0.698	0.612	0	CD3+/LEF1+/TCF7+ memory T cells	CFAP46
0	0.677452941342097	0.493069542775142	0.651	0.46	0	CD3+/LEF1+/TCF7+ memory T cells	PTK2
0	0.673054418759566	0.470822892427265	0.689	0.562	0	CD3+/LEF1+/TCF7+ memory T cells	ZNF827
0	0.672765462559368	0.444666104464531	0.678	0.451	0	CD3+/LEF1+/TCF7+ memory T cells	MBNL3
0	0.672486312915774	0.657226179878657	0.778	0.641	0	CD3+/LEF1+/TCF7+ memory T cells	DIPK1A
0	0.671046036239446	0.500549538154135	0.691	0.586	0	CD3+/LEF1+/TCF7+ memory T cells	BACH2
0	0.670977128661613	0.258828493274558	0.764	0.703	0	CD3+/LEF1+/TCF7+ memory T cells	TARP-4
0	0.67022785729248	0.610879234661727	0.725	0.572	0	CD3+/LEF1+/TCF7+ memory T cells	NBEA
0	0.667476806887735	0.49126658983238	0.858	0.714	0	CD3+/LEF1+/TCF7+ memory T cells	RRAS2
0	0.666577530180355	0.265352717685068	0.633	0.458	0	CD3+/LEF1+/TCF7+ memory T cells	GIPC2
0	0.665595649109606	0.404117645171822	0.714	0.578	0	CD3+/LEF1+/TCF7+ memory T cells	CD5
0	0.660604649052428	0.317617956831629	0.686	0.442	0	CD3+/LEF1+/TCF7+ memory T cells	PTGER4
0	0.660533957749283	0.364185893071751	0.798	0.633	0	CD3+/LEF1+/TCF7+ memory T cells	PDE4D
0	0.655638553245078	0.322435002404667	0.697	0.524	0	CD3+/LEF1+/TCF7+ memory T cells	ITM2A
0	0.655589867531305	0.519751509465482	0.726	0.578	0	CD3+/LEF1+/TCF7+ memory T cells	IL6R
0	0.655435505236308	0.394216843059565	0.613	0.442	0	CD3+/LEF1+/TCF7+ memory T cells	ALPK2
0	0.655348604375563	0.468007618426387	0.747	0.644	0	CD3+/LEF1+/TCF7+ memory T cells	RFTN1
0	0.654026733918817	0.37083599815646	0.747	0.555	0	CD3+/LEF1+/TCF7+ memory T cells	ITGA1
1.87670649509086e-302	0.649745863305639	0.297557788325798	0.646	0.57	3.75341299018172e-299	CD3+/LEF1+/TCF7+ memory T cells	SFMBT2
3.04490734377626e-301	0.650485424543191	0.38955145232106	0.775	0.615	6.08981468755252e-298	CD3+/LEF1+/TCF7+ memory T cells	NR3C2
4.3345021872876e-300	0.650623434200164	0.355856339302681	0.812	0.658	8.66900437457519e-297	CD3+/LEF1+/TCF7+ memory T cells	PDE4D-1
8.84835982629123e-297	0.649657654398978	0.615366635542953	0.715	0.591	1.76967196525825e-293	CD3+/LEF1+/TCF7+ memory T cells	TTC28
2.22255493354688e-289	0.647677089114567	0.466116612530694	0.749	0.61	4.44510986709377e-286	CD3+/LEF1+/TCF7+ memory T cells	RAD54B
5.93840248795264e-278	0.645132135701849	0.373793645061404	0.805	0.702	1.18768049759053e-274	CD3+/LEF1+/TCF7+ memory T cells	EMB
6.52226625532119e-262	0.641063881358076	0.47741339388793	0.914	0.803	1.30445325106424e-258	CD3+/LEF1+/TCF7+ memory T cells	ARID5B
4.02699066006451e-255	0.639146260704638	0.501074446570816	0.891	0.784	8.05398132012902e-252	CD3+/LEF1+/TCF7+ memory T cells	mikado.WCK01-AAH20201022-F8-rsc00038G1088
4.2655625721243e-251	0.636717933291502	0.303796945373662	0.59	0.466	8.5311251442486e-248	CD3+/LEF1+/TCF7+ memory T cells	RGCC
8.08496367066991e-250	0.637324557520639	0.27078840937644	0.756	0.649	1.61699273413398e-246	CD3+/LEF1+/TCF7+ memory T cells	SELL-1
1.0921455236686e-247	0.636163814710549	0.349727599391284	0.627	0.439	2.18429104733719e-244	CD3+/LEF1+/TCF7+ memory T cells	Nphp4
3.22956937466714e-236	0.632767237106559	0.295808489587549	0.647	0.503	6.45913874933429e-233	CD3+/LEF1+/TCF7+ memory T cells	KYAT3
3.90462812328842e-232	0.632574645817164	0.444003301120379	0.839	0.732	7.80925624657684e-229	CD3+/LEF1+/TCF7+ memory T cells	PDE7A
4.82279378980505e-221	0.629209114303843	0.375744708640838	0.793	0.629	9.64558757961009e-218	CD3+/LEF1+/TCF7+ memory T cells	ARHGEF3
1.2474604699441e-217	0.62753645371428	0.424909032777123	0.611	0.448	2.49492093988819e-214	CD3+/LEF1+/TCF7+ memory T cells	GBP2;GBP3;GBP1
9.06178230157449e-217	0.627861851765162	0.261353753630578	0.798	0.635	1.8123564603149e-213	CD3+/LEF1+/TCF7+ memory T cells	ARRDC4
1.15876873431844e-216	0.627506971506533	0.420292051715976	0.689	0.622	2.31753746863688e-213	CD3+/LEF1+/TCF7+ memory T cells	TTC39C
5.62046698174592e-215	0.627664473872177	0.38297941970057	0.91	0.813	1.12409339634918e-211	CD3+/LEF1+/TCF7+ memory T cells	MCUB
1.74761372102983e-209	0.625575455597429	0.473439632987025	0.725	0.581	3.49522744205965e-206	CD3+/LEF1+/TCF7+ memory T cells	MAML2
6.18320962655501e-206	0.624258179850221	0.502962722603833	0.709	0.554	1.236641925311e-202	CD3+/LEF1+/TCF7+ memory T cells	SMC4
1.80861520101122e-202	0.623638239205249	0.529486638909512	0.75	0.647	3.61723040202244e-199	CD3+/LEF1+/TCF7+ memory T cells	MAGI3
1.86503611738872e-199	0.622250013515089	0.373365002110639	0.664	0.597	3.73007223477744e-196	CD3+/LEF1+/TCF7+ memory T cells	ZFYVE9
6.91130673268098e-197	0.621674108557066	0.258903289473275	0.751	0.66	1.3822613465362e-193	CD3+/LEF1+/TCF7+ memory T cells	JAML
5.95990377441188e-195	0.621608381107474	0.406082494609854	0.966	0.959	1.19198075488238e-191	CD3+/LEF1+/TCF7+ memory T cells	RPS27
9.25888432413044e-193	0.619897509368731	0.312439360277955	0.576	0.402	1.85177686482609e-189	CD3+/LEF1+/TCF7+ memory T cells	IQCJ-SCHIP1;SCHIP1
4.13223157061006e-189	0.619096012790781	0.680710837409316	0.715	0.627	8.26446314122011e-186	CD3+/LEF1+/TCF7+ memory T cells	IFT80
3.58028900133673e-186	0.618617881965498	0.664742803919242	0.805	0.752	7.16057800267345e-183	CD3+/LEF1+/TCF7+ memory T cells	IMMP2L
