p_val	auc	avg_log2FC	pct.1	pct.2	p_val_adj
mikado.WCK01-AAH20201022-F8-rsc00076G1	0.000284510463660313	0.613	1.49701480144545	0.25	0.024	1
SLC16A4	0.000284510463660313	0.613	1.49701480144545	0.25	0.024	1
ACTR3-1	0.000284510463660313	0.613	1.49701480144545	0.25	0.024	1
SART3	0.000284510463660313	0.613	1.49701480144545	0.25	0.024	1
PTPRM	0.000292742374471423	0.643333333333333	1.91003030313909	0.333	0.048	1
STK17A	0.000296536922425541	0.612666666666667	2.05889368905357	0.25	0.024	1
KBTBD2	0.000321330722008499	0.612	1.40681699247388	0.25	0.024	1
DLC1	0.000335665175502125	0.611666666666667	1.80173584955644	0.25	0.024	1
HPN	0.000337025766698941	0.195333333333333	-1.84177838381979	0.333	0.824	1
FLT1	0.000349791483459388	0.611333333333333	1.9499593175004	0.25	0.024	1
CAPZA2	0.000352726011817187	0.641333333333333	1.47393118833241	0.333	0.048	1
SLC10A7	0.000380448911820516	0.673666666666667	1.96774580099537	0.417	0.088	1
PTPRG	0.000439340584012809	0.791333333333333	1.51270075849699	0.833	0.568	1
ATF5	0.000516609273892648	0.209	-2.08406426478847	0.25	0.744	1
A1BG	0.000540674652253693	0.224	-3.07724299893246	0	0.552	1
SRRM1	0.000541090902927788	0.673666666666667	2.26171057205326	0.417	0.096	1
BMP1	0.000580280680903716	0.668	1.67422983881824	0.417	0.088	1
CHORDC1-1	0.000593772025015602	0.642	2.90689059560852	0.333	0.056	1
LOC107139914	0.000611536472112311	0.204333333333333	-1.20673582612348	0.833	0.952	1
CYP3A4;CYP3A7-CYP3A51P;CYP3A7-3	0.000640035673575315	0.202	-1.39890776552227	0.75	0.968	1
ZNF124-12	0.000644511737424443	0.641	1.7276877805782	0.333	0.056	1
SLC2A2	0.000648282810713365	0.202	-1.28076478445263	0.833	0.96	1
MARCHF3	0.000668654564697387	0.640666666666667	2.42728109503359	0.333	0.056	1
Sec16a	0.000784099236493985	0.664333333333333	1.45850114776281	0.417	0.088	1
NFIX	0.00078814059181254	0.668333333333333	1.96774580099537	0.417	0.096	1
BBX	0.00078814059181254	0.668333333333333	1.80173584955644	0.417	0.096	1
NUP35	0.000800429919601053	0.638666666666667	1.47393118833241	0.333	0.056	1
GBP2;GBP3;GBP1	0.000859412278447032	0.611666666666667	2.18442457113743	0.25	0.032	1
SH3RF3	0.000860816058357645	0.611666666666667	2.70422880775421	0.25	0.032	1
CHAMP1	0.0008898670725511	0.637333333333333	1.40178140257658	0.333	0.056	1
RALGAPA2	0.000896935196059918	0.689333333333333	1.59946207041627	0.5	0.136	1
SEPSECS	0.000951556772875584	0.24	-2.91838623444635	0	0.52	1
IDO2	0.000957598778410417	0.212666666666667	-1.09562661939042	0.833	0.936	1
REV3L	0.000975723450581708	0.7	1.04140626232473	0.583	0.16	1
SLC12A2	0.000989850271015312	0.610333333333333	1.96869588008199	0.25	0.032	1
SPEF2	0.000989850271015312	0.610333333333333	1.71493928783621	0.25	0.032	1
MALT1	0.000989850271015312	0.610333333333333	1.71493928783621	0.25	0.032	1
mikado.WCK01-AAH20201022-F8-rsc00190G165	0.000989850271015312	0.610333333333333	1.71493928783621	0.25	0.032	1
NCALD	0.0010015468775302	0.636	1.26748031086499	0.333	0.056	1
PON1	0.00109252107683236	0.221333333333333	-1.6750631552403	0.417	0.808	1
AKAP13	0.00109978635508492	0.768666666666667	1.19144988261027	0.833	0.536	1
RELB	0.00114369179469602	0.609	1.40681699247388	0.25	0.032	1
ZNF24	0.00114369179469602	0.609	1.40681699247388	0.25	0.032	1
GALNT2	0.00114369179469602	0.609	1.40681699247388	0.25	0.032	1
WDR82	0.00114369179469602	0.609	1.40681699247388	0.25	0.032	1
GTF2F1	0.00114369179469602	0.609	1.40681699247388	0.25	0.032	1
NDUFB7	0.00114369179469602	0.609	1.40681699247388	0.25	0.032	1
CAB39	0.00114369179469602	0.609	1.40681699247388	0.25	0.032	1
AHSA1	0.00114369179469602	0.609	1.40681699247388	0.25	0.032	1
SHMT2	0.00114369179469602	0.609	1.40681699247388	0.25	0.032	1
ZSWIM6	0.00116576521452941	0.726	1.66787307089326	0.667	0.248	1
GMCL1	0.00126618434961824	0.608	1.32192809488736	0.25	0.032	1
FOSB	0.00126892887678152	0.608	1.47393118833241	0.25	0.032	1
MEIS2	0.00126892887678152	0.608	1.33306865249256	0.25	0.032	1
TRAPPC11	0.00140152947227452	0.637333333333333	1.65553799482236	0.333	0.064	1
FBP1	0.00158765687747171	0.226666666666667	-0.871843648509318	0.917	0.96	1
CYP3A4;CYP3A7-CYP3A51P;CYP3A7-2	0.0016459596524045	0.224666666666667	-1.21865899349929	0.917	0.984	1
KLHL8	0.00165532324702793	0.234333333333333	-1.8736617899483	0.25	0.728	1
FDPS	0.00175513736399484	0.634666666666667	1.40178140257658	0.333	0.064	1
TMEM184C	0.00192822308570547	0.633333333333333	1.33306865249256	0.333	0.064	1
DYNC1H1	0.00192822308570547	0.633333333333333	1.33306865249256	0.333	0.064	1
SUCLG1	0.00215366127119528	0.264	-2.73984810269933	0	0.472	1
CEMIP2	0.00216261477771135	0.632	1.13951214926185	0.333	0.064	1
SLC27A2	0.00217257055959976	0.238333333333333	-1.45083304603801	0.5	0.8	1
EIF4A2	0.00221289514955859	0.657333333333333	1.44745897697122	0.417	0.104	1
AP2A1	0.00230454578033945	0.660333333333333	1.80109593158592	0.417	0.112	1
MIA2	0.00234752229349897	0.250666666666667	-1.90110824301451	0.167	0.624	1
CXCL10	0.00247954854849025	0.608	2.69211135838195	0.25	0.04	1
Slc22a19-1	0.00249213132040293	0.237333333333333	-1.15952983007993	0.583	0.896	1
STAB2	0.0026348493160213	0.607333333333333	1.80363663381149	0.25	0.04	1
NECTIN2	0.00271042337675844	0.633666666666667	1.58682524473835	0.333	0.072	1
SH3RF1	0.00271835177018755	0.607	1.94341647163363	0.25	0.04	1
GSE1	0.00273062409292517	0.702	1.3890422907459	0.583	0.232	1
OXNAD1	0.00279496725518197	0.606666666666667	1.63005039024969	0.25	0.04	1
UGCG	0.00279786018068801	0.633333333333333	1.55639334852439	0.333	0.072	1
TF	0.00282897007265551	0.240666666666667	-1.27723272203677	0.667	0.92	1
PCMTD1	0.0028392982763181	0.255333333333333	-1.95791459863299	0.167	0.616	1
SERPINA1	0.00293221716542016	0.241666666666667	-1.40377267318303	0.5	0.872	1
GOT1	0.00296910096350647	0.243	-1.37851162325373	0.583	0.856	1
RNF213	0.00297559006510052	0.606	1.80363663381149	0.25	0.04	1
SFPQ	0.0030734925117951	0.655666666666667	2.52546148897249	0.417	0.112	1
RPL14	0.00309655627733632	0.695666666666667	1.32708980000314	0.583	0.216	1
RAPGEF5	0.00316974181116799	0.631666666666667	1.80058169346218	0.333	0.072	1
TDO2	0.00323669087303377	0.242666666666667	-1.06401798820106	0.917	0.976	1
RAD17	0.00326720435380374	0.605	1.32192809488736	0.25	0.04	1
ZNF251	0.00326720435380374	0.605	1.32192809488736	0.25	0.04	1
TGS1	0.00326720435380374	0.605	1.32192809488736	0.25	0.04	1
SLC35D1	0.00326720435380374	0.605	1.32192809488736	0.25	0.04	1
EHHADH	0.00326720435380374	0.605	1.32192809488736	0.25	0.04	1
Ggta1	0.00326720435380374	0.605	1.32192809488736	0.25	0.04	1
CLTB	0.00326720435380374	0.605	1.32192809488736	0.25	0.04	1
TECPR2	0.00326720435380374	0.605	1.32192809488736	0.25	0.04	1
NRDE2	0.00326720435380374	0.605	1.32192809488736	0.25	0.04	1
SGPP1	0.00326720435380374	0.605	1.32192809488736	0.25	0.04	1
TMOD3	0.00326720435380374	0.605	1.32192809488736	0.25	0.04	1
PKM	0.00326720435380374	0.605	1.32192809488736	0.25	0.04	1
TMEM94	0.00326720435380374	0.605	1.32192809488736	0.25	0.04	1
YWHAQ	0.00326720435380374	0.605	1.32192809488736	0.25	0.04	1
COL4A2	0.00340548539251885	0.630666666666667	1.50089823593268	0.333	0.072	1
CEP83	0.00341650747660603	0.630666666666667	1.33306865249256	0.333	0.072	1
LPXN	0.00356302364912219	0.604	1.16580889297008	0.25	0.04	1
RNMT	0.00356302364912219	0.604	1.24175774620338	0.25	0.04	1
ZNF362	0.00356302364912219	0.604	1.24175774620338	0.25	0.04	1
NXN	0.00356302364912219	0.604	1.24175774620338	0.25	0.04	1
RIC8B	0.00356302364912219	0.604	1.24175774620338	0.25	0.04	1
PPID	0.00371568014727961	0.629333333333333	1.26748031086499	0.333	0.072	1
RCAN2	0.0039027182706201	0.603	1.02494635713023	0.25	0.04	1
WWC2	0.0039027182706201	0.603	1.09365910721424	0.25	0.04	1
SHMT1	0.00400480549765984	0.249666666666667	-1.02434986141575	0.5	0.96	1
KRT18	0.00402521847581226	0.632666666666667	1.74402035170016	0.333	0.08	1
HIPK2	0.00424001763680047	0.735	1.25761328140565	0.75	0.528	1
QRICH1	0.00424213052080433	0.673	1.35035650321388	0.5	0.168	1
TLL1	0.00426983126239396	0.602	-0.767957408629833	0.25	0.04	1
PECAM1	0.00426983126239396	0.602	0.959358015502654	0.25	0.04	1
TMBIM6	0.00430528160012182	0.264	-1.64154602908752	0.167	0.64	1
EGFR	0.00435354544786301	0.26	-1.00625899047168	0.25	0.776	1
RSBN1	0.00439641504204322	0.631333333333333	1.96774580099537	0.333	0.08	1
GLS	0.00454863395284218	0.607	2.2069923280427	0.25	0.048	1
IL1RAPL2	0.00454888983702117	0.607	2.7801776609875	0.25	0.048	1
FKBP2	0.00477905950396486	0.63	1.52123690311077	0.333	0.08	1
HSD17B12	0.00484026064582616	0.266333333333333	-1.17178534346784	0.167	0.664	1
RBP4	0.0050172204054219	0.254666666666667	-0.904730801802572	0.917	0.984	1
FMNL2	0.00505299113867532	0.629333333333333	1.53380264430981	0.333	0.08	1
CPS1	0.0051096921204031	0.255333333333333	-1.0876317921818	0.75	0.968	1
HSPA1A;HSPA1B	0.00517122881805695	0.659666666666667	3.42679721274132	0.417	0.144	1
CYP2D6;LOC107987479;LOC107987478	0.00520025327002201	0.272	-1.90110824301451	0.167	0.584	1
APOE	0.00525347397066109	0.258666666666667	-1.75030023266782	0.5	0.792	1
RAP1A	0.00551527454505487	0.604666666666667	2.1310434748094	0.25	0.048	1
SLC39A14	0.0057273250768774	0.266666666666667	-1.56055718805288	0.333	0.704	1
mikado.WCK01-AAH20201022-F8-rsc00076G222	0.00581894131445492	0.264333333333333	-1.58073378726597	0.417	0.744	1
HSD17B6	0.0059183487058181	0.267666666666667	-1.5376567859428	0.25	0.68	1
APOC1	0.00593363099395418	0.264	-1.21249279721401	0.5	0.864	1
CHST11	0.0059834243217522	0.603666666666667	2.09060254878091	0.25	0.048	1
MAT2A	0.0062988932417152	0.603	2.01936532486693	0.25	0.048	1
TFPI2	0.00649588018550268	0.602666666666667	1.53380264430981	0.25	0.048	1
mikado.WCK01-AAH20201022-F8-rsc00348G2	0.00650407082076466	0.265333333333333	-2.53733297646189	0.333	0.72	1
AHSG	0.00653640008565201	0.278	-2.05484847699562	0.167	0.568	1
Uox	0.00662786317258789	0.296	-2.73984810269933	0	0.408	1
ALB-1	0.00674294527688973	0.262666666666667	-0.810697609358797	1	1	1
TEAD4	0.00683631764757954	0.602	1.47393118833241	0.25	0.048	1
SEL1L	0.00707812875250391	0.3	-2.53605290024021	0	0.4	1
PELI1	0.0072233876592582	0.601333333333333	1.52123690311077	0.25	0.048	1
SHLD2	0.00729006656280421	0.3	-2.61353165291793	0	0.4	1
DIAPH1	0.00729649370480442	0.65	1.75403910752515	0.417	0.136	1
Phrf1	0.0074248841060188	0.601	1.24175774620338	0.25	0.048	1
POLR3GL	0.0074248841060188	0.601	1.24175774620338	0.25	0.048	1
UNC119B	0.0074248841060188	0.601	1.24175774620338	0.25	0.048	1
P4HB	0.00782914112424881	0.304	-2.47508488294878	0	0.392	1
GYS2	0.00785700198156193	0.267666666666667	-0.784335498619593	0.833	0.968	1
Sfi1	0.0080022022684322	0.6	1.16580889297008	0.25	0.048	1
TUBB4B	0.0080022022684322	0.6	1.16580889297008	0.25	0.048	1
CYP27A1	0.00807372245113078	0.304	-2.53605290024021	0	0.392	1
GOT2	0.00820080991236849	0.272333333333333	-1.15645545527876	0.583	0.856	1
LUC7L3	0.00828688764859687	0.664666666666667	1.24260564222596	0.5	0.184	1
NAV1	0.00846249993202725	0.599333333333333	1.34066465746895	0.25	0.048	1
ACSL5	0.00859415788002806	0.271	-0.868755466721747	0.75	0.968	1
LOC114093048	0.00862889142233011	0.275333333333333	-1.05405912695082	0.5	0.88	1
LOC107139913	0.00863477096586173	0.275333333333333	-1.20237162392717	0.417	0.784	1
STIP1	0.00864472027099349	0.604	3.04119168732011	0.25	0.056	1
ANKRD28	0.00875170644463324	0.278666666666667	-1.11882968294915	0.25	0.776	1
TPP2	0.00910304878429317	0.308	-2.59454854955035	0	0.384	1
PLEKHA5	0.00912602666780351	0.297	-1.93288580414146	0.083	0.48	1
PCK1	0.00919143809206298	0.272333333333333	-0.621190883180748	0.917	0.976	1
MOB4-1	0.00924987870382891	0.667	1.81988655386622	0.5	0.2	1
SARNP	0.009281373763691	0.623666666666667	1.34066465746895	0.333	0.088	1
DYNC1LI1	0.00944396251746617	0.627	1.89842901686032	0.333	0.096	1
RPS8	0.00951194125830364	0.308	-2.70487196445635	0	0.384	1
BAZ1B	0.00979942248492069	0.644333333333333	1.29808135293299	0.417	0.136	1
Ube2d2	0.00995216997802817	0.622666666666667	1.20474455551702	0.333	0.088	1
DDIT3	0.0103717521332994	0.684333333333333	2.59461267075488	0.583	0.288	1
TNRC6A	0.010374728156557	0.285	-1.22650852980868	0.417	0.736	1
AK2	0.0104551606395896	0.295	-1.36257007938471	0.25	0.624	1
SETBP1	0.0105111874982308	0.601333333333333	2.37376702640698	0.25	0.056	1
SLC25A13	0.0107155870934576	0.278666666666667	-0.823361173829168	0.667	0.952	1
Pzp	0.0107382678340159	0.283666666666667	-1.56234419805914	0.417	0.712	1
Sptssa	0.0109390686919528	0.277666666666667	-0.599895647697668	1	1	1
PAFAH2	0.0113002426224327	0.316	-2.41142624572646	0	0.368	1
PHYHD1	0.0117458724968034	0.304333333333333	-2.01305615282545	0.083	0.464	1
NR1I2	0.0119345786721884	0.283	-1.00832835975915	0.667	0.856	1
NCSTN	0.0121141898487347	0.599333333333333	1.47393118833241	0.25	0.056	1
CD55	0.0121141898487347	0.599333333333333	1.47393118833241	0.25	0.056	1
RNF145	0.0121141898487347	0.599333333333333	1.47393118833241	0.25	0.056	1
GNA13	0.0121141898487347	0.599333333333333	1.94341647163363	0.25	0.056	1
ARNT	0.0124098062444126	0.295	-1.59863743761823	0.25	0.6	1
DNAJB4	0.0125352671136146	0.642333333333333	2.45403163089471	0.417	0.144	1
RETREG1	0.013029150100891	0.32	-2.53605290024021	0	0.36	1
ZBTB48	0.0130300982837402	0.598333333333333	1.40178140257658	0.25	0.056	1
CDYL	0.0130630743325203	0.621333333333333	1.34066465746895	0.333	0.096	1
FNIP2	0.0131072492219401	0.287333333333333	-0.988575884551802	0.583	0.888	1
mikado.WCK01-AAH20201022-F8-rsc01100G3	0.0132744082171615	0.296	-1.06120015643674	0.5	0.752	1
TCF4	0.0137004930076989	0.597666666666667	1.48183638641776	0.25	0.056	1
AMBP	0.0138077347120954	0.290666666666667	-0.896065346722941	0.667	0.848	1
BNIP3	0.0140019098850531	0.597333333333333	1.33306865249256	0.25	0.056	1
RBM17	0.0140028229295537	0.305333333333333	-1.54843662469604	0.167	0.536	1
SLC4A7	0.0140112577928502	0.597333333333333	1.52123690311077	0.25	0.056	1
SMAD2;SMAD3	0.0143658208837978	0.597	1.16580889297008	0.25	0.056	1
HELLS	0.0143658208837978	0.597	1.16580889297008	0.25	0.056	1
NHEJ1	0.0143658208837978	0.597	1.16580889297008	0.25	0.056	1
BAHD1	0.0143658208837978	0.597	1.16580889297008	0.25	0.056	1
PACSIN2	0.0143658208837978	0.597	1.16580889297008	0.25	0.056	1
PPP2CA	0.0143658208837978	0.597	1.16580889297008	0.25	0.056	1
KAZN	0.0144772791248227	0.641666666666667	1.35035650321388	0.417	0.152	1
FTL	0.0147310089191368	0.311	-2.25646175191031	0.083	0.448	1
EVA1A	0.014828874260594	0.304	-1.76765479823735	0.167	0.52	1
SNX2	0.0150411999271588	0.328	-2.20163386116965	0	0.344	1
SERPINA1-2	0.0150993155420463	0.313	-1.94928024239213	0.083	0.448	1
PFKFB1	0.0151950195707531	0.302	-1.52033244211844	0.25	0.592	1
SLC38A4	0.0152486246240867	0.287666666666667	-1.06782149267023	0.833	0.928	1
SNAPC4	0.0153367020122112	0.596	1.09365910721424	0.25	0.056	1
PAAF1	0.0153845382259441	0.618666666666667	1.14462356307945	0.333	0.096	1
SLCO1B3;SLCO1B3-SLCO1B7;SLCO1B7;SLCO1B1	0.0154202869846905	0.288	-0.454854422252245	0.75	0.984	1
FMO5-1	0.0158151866149619	0.290333333333333	-1.27351588970212	0.583	0.856	1
RPRD2	0.0162313904661868	0.639333333333333	1.26669857416697	0.417	0.152	1
FOXO1	0.016538481198547	0.639	1.39263108623056	0.417	0.152	1
MYCBP2	0.0166719281763314	0.307	-1.37533737545859	0.167	0.568	1
A2M	0.0169805751758487	0.292333333333333	-1.10214769416579	0.75	0.856	1
COBLL1	0.0170847438663543	0.304666666666667	-1.27958558209764	0.167	0.576	1
DCXR	0.0171332861443666	0.332	-2.22650852980868	0	0.336	1
Cyp4a32-1	0.0178646214633041	0.305333333333333	-1.31212895536196	0.333	0.64	1
MAP4K3	0.0181400670599644	0.311333333333333	-1.26988807687486	0.167	0.568	1
HSPA8	0.0182907886505461	0.647666666666667	3.26662072320827	0.417	0.192	1
AMDHD1	0.0184988042028617	0.319	-1.98152057939234	0.083	0.432	1
GPD2	0.0186762966386215	0.597333333333333	1.58682524473835	0.25	0.064	1
PPM1B	0.0188510602427435	0.31	-1.37533737545859	0.25	0.584	1
CRYZ	0.0191305557095855	0.309	-1.49715611975235	0.25	0.576	1
RBPJ	0.0196410124349923	0.336	-2.32192809488736	0	0.328	1
JKAMP	0.0199490378798682	0.336	-2.41142624572646	0	0.328	1
mikado.WCK01-AAH20201022-F8-rsc00161G227	0.0199734470787899	0.336	-2.4541758931858	0	0.328	1
CROT	0.020374107358425	0.3	-0.581692317890924	0.333	0.824	1
PKP4	0.0207499276318319	0.595666666666667	1.8712666858778	0.25	0.064	1
SEC14L1	0.0207499276318319	0.595666666666667	1.40178140257658	0.25	0.064	1
PRRC2A	0.0207499276318319	0.595666666666667	1.40178140257658	0.25	0.064	1
BAG6	0.0207499276318319	0.595666666666667	1.40178140257658	0.25	0.064	1
ASGR1	0.0207916351200395	0.318	-1.48800077083407	0.167	0.512	1
PZP	0.0209607038445876	0.302	-1.03550853566205	0.5	0.816	1
AUH	0.0211299367973073	0.316666666666667	-1.62058641045188	0.167	0.504	1
mikado.WCK01-AAH20201022-F8-rsc00032G973	0.0212035827205316	0.308	-1.19148114480876	0.333	0.656	1
SRSF11	0.0217580215832634	0.316333333333333	-1.32357594776884	0.167	0.552	1
QKI	0.0225334913527582	0.649333333333333	2.07400058144378	0.5	0.216	1
SLC28A3	0.0227092256676895	0.594333333333333	1.59946207041627	0.25	0.064	1
ADH1C;ADH1B;ADH1A	0.0233554756002977	0.315	-1.77279056236578	0.25	0.56	1
LOC107155245	0.0235297071362631	0.311	-1.32230035525348	0.333	0.648	1
DNAJB1	0.0236641247156516	0.619333333333333	2.61079790119543	0.333	0.12	1
DEPTOR	0.023806243150748	0.344	-2.20163386116965	0	0.312	1
mikado.WCK01-AAH20201022-F8-rsc00999G2	0.0239547376591234	0.344	-2.27500704749987	0	0.312	1
ACAA2	0.0240223436431787	0.311333333333333	-1.29524903069896	0.333	0.64	1
LCLAT1	0.0240881597958233	0.344	-2.25096157353322	0	0.312	1
APOC4	0.0241132673880145	0.308	-1.14205820800937	0.417	0.728	1
C8B	0.024124941461792	0.329333333333333	-1.83040284654021	0.083	0.416	1
ECHDC2	0.0243058781246646	0.307666666666667	-0.79978781351233	0.667	0.848	1
BAAT	0.0245683796186301	0.314666666666667	-1.32281563415921	0.333	0.616	1
IMPA2	0.0247124042935241	0.593	1.09365910721424	0.25	0.064	1
ANO10	0.0247124042935241	0.593	1.09365910721424	0.25	0.064	1
C3orf38	0.0247124042935241	0.593	1.09365910721424	0.25	0.064	1
Larp1b	0.0248253575937575	0.311666666666667	-1.00561907250116	0.5	0.736	1
STK24	0.0248709793105464	0.615333333333333	1.28516954487724	0.333	0.112	1
MIER1	0.0248709793105464	0.615333333333333	1.28516954487724	0.333	0.112	1
DDX3X	0.0250061285444474	0.63	1	0.417	0.152	1
HAGH	0.0250277334622452	0.320666666666667	-1.21412480535285	0.167	0.544	1
TTC28	0.0251404038649279	0.618	1.967263213588	0.333	0.12	1
CMBL	0.0254338553425908	0.307	-0.73768676140986	0.75	0.888	1
SLC25A15	0.0258755026624818	0.311333333333333	-1.22379924255069	0.417	0.712	1
AKAP9-1	0.0260415689202014	0.648333333333333	1.25558560005867	0.5	0.232	1
BAG3	0.026177961634805	0.592	0.896622260154692	0.25	0.064	1
DNAJC8	0.026177961634805	0.592	1.02494635713023	0.25	0.064	1
MIS12	0.026177961634805	0.592	1.02494635713023	0.25	0.064	1
PRRC2B	0.026177961634805	0.592	0.959358015502654	0.25	0.064	1
HSD17B13	0.0267259645610084	0.313666666666667	-1.61990519770251	0.417	0.616	1
DCAF6	0.0267913827150261	0.315666666666667	-1.02384674195437	0.417	0.704	1
OSBPL9-1	0.0269594941009021	0.333333333333333	-1.75779909758337	0.083	0.408	1
CSNK1G3	0.0274687701908121	0.633666666666667	1.4327085256059	0.417	0.176	1
ZCCHC2	0.0278933035270564	0.591	0.959358015502654	0.25	0.064	1
ATF1	0.0278933035270564	0.591	0.896622260154692	0.25	0.064	1
CTH	0.0283970263229989	0.321	-2.01231326143885	0.25	0.536	1
Akr1c6-6	0.0288229056800615	0.318	-1.04264433740849	0.333	0.696	1
MICU2	0.0292424337814026	0.352	-2.20163386116965	0	0.296	1
PPP4R3A	0.0293272323907742	0.315333333333333	-0.77720112844509	0.75	0.872	1
