p_val	auc	avg_log2FC	pct.1	pct.2	p_val_adj
APOE	2.98609638710433e-13	0.368857943140968	-0.969408367980707	0.276	0.514	6.03669245617011e-09
LOC107984203-5	3.02881838071885e-13	0.364035585090097	-0.850461183826418	0.331	0.586	6.12305923846123e-09
HSPA1A;HSPA1B	7.0689219752037e-13	0.637254346075774	0.496768726687356	0.693	0.427	1.42905326650718e-08
SYN3	1.78554790467237e-12	0.613224771214406	1.33892195570583	0.417	0.207	3.60966364408565e-08
LOC107984203-2	1.90757862213265e-12	0.361818604492929	-1.02562149908979	0.521	0.706	3.85636094250336e-08
NOSTRIN	6.33253655223879e-12	0.361710873977978	-0.58126471503322	0.794	0.891	1.28018558940059e-07
FMO2	9.52899321790187e-12	0.375267908780604	-1.05381624361461	0.31	0.529	1.92638126893104e-07
PRICKLE2	9.54990774014948e-12	0.635116745858045	0.818212255079867	0.788	0.641	1.93060934874862e-07
RAMP2	4.22709667537913e-11	0.388464896862207	-1.02534263393967	0.209	0.421	8.54549863894646e-07
SRSF12	4.4121215459039e-11	0.585580554075048	1.13225312518631	0.267	0.1	8.91954491719931e-07
ITM2B	5.28160534626601e-11	0.372696551489516	-0.772663503786335	0.509	0.68	1.06772933680114e-06
HSPA1A;HSPA1B-1	5.41337503772635e-11	0.628919406234762	0.319209376209907	0.773	0.53	1.09436789762676e-06
Gm1110	6.6022610705057e-11	0.370042978805439	-0.548986454895078	0.681	0.852	1.33471309801343e-06
BIRC3	9.61461201069114e-11	0.60965832416679	0.797667510846383	0.466	0.251	1.94368996408132e-06
ACTB	1.59989124460443e-10	0.384595103364594	-0.921956185267996	0.316	0.508	3.23434014009232e-06
DDX3X	1.86309521354711e-10	0.623022578047923	0.661035835099476	0.721	0.543	3.76643328370685e-06
CD300LG	1.9263599008531e-10	0.378136942494585	-0.738974935162483	0.448	0.63	3.89432917556462e-06
JAK1	2.01124845435028e-10	0.625769706179196	0.668490502101811	0.813	0.689	4.06593987531453e-06
HSPH1	2.14243343472519e-10	0.610993615549482	0.866621393954245	0.491	0.292	4.33114343164044e-06
NUAK1	2.84026492727954e-10	0.408528287765215	-1.03170334225971	0.101	0.285	5.74187957698831e-06
DDIT3	2.9893065177533e-10	0.61927752514657	1.05422520038121	0.623	0.445	6.04318205629008e-06
GATA4	5.12565870773477e-10	0.388634997675289	-0.935336178478417	0.282	0.49	1.03620316435566e-05
EHD3	6.70066298515135e-10	0.381349012848281	-0.747162037759478	0.479	0.649	1.3546060290782e-05
RPL39	1.25006865150145e-09	0.400474014265788	-0.81515714470374	0.187	0.383	2.52713878587533e-05
Fth1	1.30193275681745e-09	0.391314085481329	-0.87688191939506	0.307	0.495	2.63198726118216e-05
SULT2A1-2	1.71241017496255e-09	0.387948924395859	-0.765704725196288	0.383	0.564	3.46180840970429e-05
SKAP2	1.84552853602247e-09	0.383248471927696	-0.598332123618437	0.546	0.713	3.73092048842303e-05
TNFRSF10C;TNFRSF10D;TNFRSF10B;TNFRSF10A	1.92174772764524e-09	0.604371023893494	0.866198973453599	0.482	0.292	3.88500520620761e-05
FGA	1.94376311170538e-09	0.404769059796106	-1.04703383491973	0.166	0.344	3.9295115066236e-05
COL4A1	2.21353582786792e-09	0.615042014900831	0.613213420541177	0.666	0.501	4.47488402961778e-05
DDX24	3.85144930577441e-09	0.405466473129742	-0.974958030586029	0.178	0.355	7.78608991655356e-05
PLPP1	4.32315141653202e-09	0.38203225111416	-0.505881037139622	0.696	0.856	8.73968290366113e-05
IAH1	4.50411886865343e-09	0.583275688057789	0.917789525248972	0.307	0.142	9.10552670486977e-05
FCHSD2	4.68986819760163e-09	0.38890715897622	-0.757475038280625	0.42	0.597	9.48103754827145e-05
HP;HPR	4.92460841237628e-09	0.394401415238765	-0.910647618248402	0.322	0.497	9.95558836645988e-05
ANKRD17	5.02302100431461e-09	0.615030674846626	0.726431222983124	0.748	0.638	0.000101545392623224
HSPA6	7.05880988232119e-09	0.60284578660286	0.723062983859769	0.506	0.316	0.000142700900581005
PDE10A	1.00828288772941e-08	0.59256319245206	1.03463694883257	0.39	0.227	0.000203834468583377
TOP1	1.22674184947879e-08	0.610270687093884	0.718848671655529	0.69	0.542	0.000247998132290631
EEF1A1	1.54296266125622e-08	0.393491375888777	-0.660397995666286	0.445	0.61	0.000311925331599558
RPS12	2.2385099395079e-08	0.398350589115816	-0.718667815686178	0.337	0.516	0.000452537169370918
SUCLG1	2.62065729535473e-08	0.416412460451561	-0.934205193190638	0.135	0.299	0.000529792078828912
TF	3.14832293984469e-08	0.399994896975608	-0.852390997081387	0.328	0.495	0.000636464965519002
LOC101963542	3.32617687429488e-08	0.409254051234365	-0.800381955238554	0.199	0.375	0.000672419916907454
PPP2R5A	3.38169355436876e-08	0.606675889910754	0.503907892812177	0.696	0.536	0.000683643168951189
HBQ1	3.68996408518971e-08	0.581620040143792	0.884053040062308	0.325	0.172	0.000745963139461952
USHBP1	3.8787332808852e-08	0.419944887336561	-0.856063817346001	0.12	0.279	0.000784124720063751
NFKB1	4.00516342389351e-08	0.603245523513602	0.773538745201755	0.607	0.438	0.000809683837774312
LOC114089654	4.10222587162663e-08	0.393409160495787	-0.695579967102286	0.521	0.662	0.00082930598220804
COX7C	4.36068360796429e-08	0.412789313132917	-0.700115588045636	0.172	0.348	0.000881555798186061
HSPA4	4.62682979278891e-08	0.597289160042185	0.34624179501317	0.515	0.323	0.000935359910910206
DDX5	4.62828190578098e-08	0.39237721556309	-0.490774142810519	0.629	0.78	0.000935653470072682
SDCBP	4.8531603956658e-08	0.607741855006067	0.555852489037149	0.755	0.625	0.000981114905587799
HNRNPU	4.89437190732562e-08	0.604490094462652	0.446487142022258	0.656	0.505	0.000989446224784947
DNAJB1	5.68324317570618e-08	0.606420738691131	0.293442658897314	0.724	0.543	0.00114892444040076
RBMS1	5.80132193964944e-08	0.392419740766361	-0.426014006349394	0.62	0.776	0.00117279524331953
ETS1	6.55840532885831e-08	0.392788292528038	-0.519249695505638	0.687	0.787	0.001325847221282
APOC3	7.15860203656809e-08	0.402475533833052	-0.790660479878268	0.334	0.503	0.00144718298771261
AZIN1	7.22323496054809e-08	0.584089336947031	0.831089731661242	0.362	0.203	0.0014602491796244
CCSER1	7.7398819903503e-08	0.607920460859803	0.497625567822294	0.893	0.817	0.00156469454316922
DENND4A	9.76410967895535e-08	0.58924055656986	0.815532856243001	0.423	0.266	0.00197391241269761
CST3	1.02460948020088e-07	0.408528287765215	-0.805150588018791	0.255	0.42	0.0020713505251741
LOC107139913	1.07799698617571e-07	0.423712620346325	-0.884737191095501	0.117	0.266	0.00217927870725282
FTL	1.3098516894437e-07	0.408726738713811	-0.725749370719044	0.258	0.434	0.00264799617537938
SVIL	1.51040920668082e-07	0.592645407845049	0.902819700811125	0.485	0.325	0.00305344325222594
IDO2	1.54949630724363e-07	0.57455235136024	0.884053040062308	0.294	0.15	0.00313246173472373
RPL13	1.6425020028345e-07	0.415706542077271	-0.716745055299907	0.187	0.351	0.00332048204893023
PDE4B	1.71558363302148e-07	0.591811913860948	0.775407838784725	0.469	0.318	0.00346822387251623
ARL15	1.76577057529231e-07	0.395030788247168	-0.430670241791356	0.776	0.871	0.00356968179501094
CHST11	1.77155127536645e-07	0.588889014889491	0.917183943315924	0.433	0.285	0.00358136805828081
UBR1	1.89679933796527e-07	0.593850288604379	0.632831556313566	0.531	0.364	0.00383456954163059
UNC13B	2.24279194197741e-07	0.591114500527313	0.741876578596621	0.485	0.325	0.00453402818990153
mikado.WCK01-AAH20201022-F8-rsc00275G281	2.61088030751698e-07	0.600506900422984	0.674428285203307	0.699	0.573	0.00527815562967634
TMEM26	3.21112390928585e-07	0.402835580554075	-0.663005889068346	0.445	0.595	0.00649160809501227
CLEC4G	3.2757831391917e-07	0.399172743045712	-0.490373229421404	0.638	0.758	0.00662232319418995
IER3	4.35656223126612e-07	0.567192656180897	0.478352226002637	0.258	0.12	0.00880722620672759
RPS24	4.80927370116372e-07	0.421827336334668	-0.826418691025723	0.166	0.318	0.00972242771427258
S100A16	5.09847658074237e-07	0.422592789993536	-0.813203842942428	0.163	0.312	0.0103070802556288
mikado.WCK01-AAH20201022-F8-rsc00038G277	5.40120861098245e-07	0.417949037796401	-0.681854948410489	0.209	0.37	0.0109190833279621
RPL23	6.88531485512346e-07	0.420041277797308	-0.799915715624465	0.196	0.349	0.0139193525111176
ECM2	7.02121223422732e-07	0.40891101459465	-0.617487741977322	0.362	0.523	0.014194082652714
NRP1	7.11962772584701e-07	0.40604481589422	-0.558681102501668	0.436	0.603	0.0143930394105723
BORCS5-1	7.13907952596402e-07	0.428121066418697	-0.774149205514729	0.126	0.27	0.0144323631696889
mikado.WCK01-AAH20201022-F8-rsc00087G167	7.86668535723834e-07	0.41840547497817	-0.772689341875698	0.218	0.372	0.015903291118193
LOC114082240-1	8.70035512641333e-07	0.428690904142522	-0.766704297207357	0.129	0.27	0.0175886379235572
RAPGEF5	8.77084940601878e-07	0.597907192996383	0.371100913473508	0.819	0.669	0.0177311491592076
BST2	8.99587026476831e-07	0.422623975142601	-0.710042379364021	0.178	0.331	0.0181860513272556
SEC24A	9.74157348249254e-07	0.58768129911661	0.815041215443049	0.5	0.351	0.0196935649522069
CXCL2;CXCL3;CXCL1	1.00037955187854e-06	0.566957350056133	1.07840428075041	0.267	0.135	0.0202236730207766
GSTP1	1.01121647716338e-06	0.429314607123822	-0.824781259529272	0.129	0.266	0.0204427523023348
PLA2R1	1.08577174183219e-06	0.408752253835773	-0.580837938807987	0.396	0.571	0.0219499615328796
DNAJA4	1.16856509994725e-06	0.578161323611127	0.929959423560296	0.377	0.227	0.0236237120605336
TSPAN14	1.22907145102386e-06	0.414201149881496	-0.623661396640673	0.298	0.457	0.0248469084538983
P4HA1	1.32906383042477e-06	0.586422553099804	0.713957831294946	0.494	0.348	0.0268683543958671
IGFBP4	1.41224182091726e-06	0.423599219804271	-0.757811007570049	0.187	0.331	0.0285498806516634
mikado.WCK01-AAH20201022-F8-rsc00089G342	1.44382485070376e-06	0.589402152342288	0.752052616971779	0.552	0.436	0.0291883631818273
SLC17A5	1.68410713070552e-06	0.430097070863999	-0.710905072816187	0.132	0.272	0.0340459097543427
NR2F2	1.72377271801851e-06	0.414260685166075	-0.593066424024075	0.319	0.481	0.0348477892674623
ESAM	2.32999585115973e-06	0.421634555413175	-0.617292748632691	0.227	0.381	0.0471031961270451
PTPN12	2.43138734952768e-06	0.593609312452513	0.367748014997544	0.853	0.782	0.0491529266580516
HSPA5	2.65993891669366e-06	0.58182416111949	1.12570426672101	0.454	0.327	0.053773325139879
ZSWIM6	2.94475257431002e-06	0.593850288604379	0.27806403426777	0.905	0.823	0.0595311180422514
FKBP1A	3.1161998521205e-06	0.425008221539299	-0.663565232603606	0.199	0.348	0.062997096210468
TSC22D2	3.12283287474747e-06	0.584693194833471	0.534913029728813	0.528	0.379	0.0631311893958949
RGL1	3.24722266596352e-06	0.592010364809544	0.431562121549762	0.804	0.621	0.0656458534151184
DST	3.32529758526947e-06	0.41061485773902	-0.499540989826057	0.494	0.647	0.0672242159838075
GLS	3.42309217911869e-06	0.586774094780173	0.584004827396705	0.58	0.451	0.0692012314930634
RPL18A	3.49540923209459e-06	0.433578467505075	-0.734696130296955	0.126	0.259	0.0706631930360243
ARIH1	3.55923803531279e-06	0.588897519930145	0.534370424311745	0.656	0.527	0.0719535561218833
PMP22	3.60741836915103e-06	0.430763299048569	-0.750177790527629	0.15	0.285	0.0729275697507572
SELE-2	3.66596129291238e-06	0.56443702300897	0.652618894514331	0.273	0.144	0.0741110734975168
AKAP7	4.08493240426896e-06	0.433745733304605	-0.717334969635517	0.129	0.261	0.0825809934847013
RAP1B	4.44963342237392e-06	0.587842894889038	0.460372714155387	0.672	0.534	0.0899537892667113
RPL29	4.45575688245829e-06	0.433666352925167	-0.799969858852544	0.135	0.262	0.0900775811357768
AFAP1L1	4.49766344206611e-06	0.429314607123822	-0.705374619008469	0.169	0.309	0.0909247641448085
PLCB4	4.79302483895587e-06	0.41173752310536	-0.611880362123734	0.506	0.632	0.0968957901443319
RAPGEF2	4.95249811113986e-06	0.591148520689929	0.561471521443133	0.834	0.782	0.100119701814803
ERBIN	5.26332316786592e-06	0.589396482315185	0.367323295339907	0.773	0.652	0.106403341161577
ERO1A	5.31852509613741e-06	0.575246929680324	0.983022372229789	0.39	0.259	0.107519303343514
DNAJB4	5.45125156878967e-06	0.570753433201411	0.530729596364006	0.35	0.205	0.110202501714652
GPIHBP1	5.51863631504443e-06	0.42422008777202	-0.715980439411437	0.239	0.375	0.111564751744938
CCNL1	6.74268915401869e-06	0.584976696188608	0.484678945022658	0.617	0.466	0.136310203937642
EXOC2	6.77693347068716e-06	0.423233503056145	-0.60802124995421	0.264	0.405	0.137002487043412
RHEB	6.98531620864283e-06	0.578864406971865	0.536098407759462	0.479	0.338	0.141215152473923
RABEP1	7.55204072519255e-06	0.428912035199528	-0.668119386025429	0.193	0.331	0.152672055300493
KDR	7.65651208705402e-06	0.41005352505585	-0.355573791273236	0.847	0.869	0.154784048351884
ID3	8.77520739039001e-06	0.422544594763163	-0.708076386975418	0.288	0.423	0.177399592604124
RARRES2	9.10793078947804e-06	0.430788814170532	-0.614733230446865	0.181	0.318	0.184125928840088
HACD3	9.35854850435858e-06	0.422830931131851	-0.60846296251159	0.288	0.433	0.189192416564113
EFNB2	1.06063810157385e-05	0.418762686685642	-0.553435782033444	0.38	0.523	0.214418598614169
UBE2D3;UBE2D2	1.27993590655905e-05	0.580517219872311	0.513472360226679	0.558	0.421	0.258751842869977
FNIP1	1.39359895364676e-05	0.586076681446537	0.389985807857805	0.807	0.771	0.281729964469229
RPL10A	1.4587542164741e-05	0.433513262193393	-0.671836339245837	0.172	0.303	0.294901752402405
WWTR1	1.46461895790681e-05	0.575955683068165	0.748007074748617	0.451	0.331	0.296087368530441
SOX18	1.48525110198484e-05	0.432183640837803	-0.718550771767852	0.187	0.316	0.300258362777254
NOD1	1.5215527695346e-05	0.421640225440278	-0.476990085488016	0.353	0.503	0.307597107889114
RUNX1T1	1.75374581764445e-05	0.422465214383725	-0.587601698434513	0.328	0.479	0.354537254495002
SRSF5	1.79639299317804e-05	0.574935078189674	0.523029595441041	0.475	0.331	0.363158807500873
MEIS1	1.86978405193659e-05	0.433380016556479	-0.628502504603727	0.178	0.311	0.377995543939501
SH3GL1	1.91784685514399e-05	0.572400576074754	0.534268023105536	0.426	0.29	0.387711920235908
SEPTIN11	1.97361476020261e-05	0.572462946372884	0.868210679055416	0.411	0.299	0.398985959922559
APOC2	1.98396956803613e-05	0.420180193461325	-0.577038108326205	0.417	0.566	0.401079287874184
TIMP3	1.99011301491752e-05	0.574461630926596	0.67542572604752	0.445	0.327	0.402321247095726
MORF4L2	1.99087507553527e-05	0.576304389734983	0.502277151612923	0.494	0.364	0.40247530527021
FCGRT	2.07823107546063e-05	0.429898619915403	-0.644637490146554	0.233	0.362	0.42013519421512
CD47	2.09600106292634e-05	0.427077781431795	-0.591573274245869	0.276	0.407	0.423727574881189
mikado.WCK01-AAH20201022-F8-rsc00381G276	2.14260395072001e-05	0.571190025288321	0.976713945071266	0.399	0.277	0.433148814677557
GSAP	2.18256011581615e-05	0.435523286801311	-0.691081007036457	0.169	0.292	0.441226353013393
RPSA	2.19472278846676e-05	0.438707007019494	-0.605595101670535	0.138	0.261	0.443685158916439
SIK3	2.22152973144156e-05	0.579003322635882	0.616573687677155	0.564	0.453	0.449104450508226
SERPING1	2.38586041333279e-05	0.437615526802218	-0.714509673131982	0.153	0.272	0.482325541159357
COL4A2	2.52775996495858e-05	0.57370184729483	0.480184585010542	0.46	0.327	0.511011954516026
PICALM	2.57564598802059e-05	0.580797886213896	0.603308086380485	0.66	0.545	0.520692592938243
ARHGAP29	2.58610297094549e-05	0.419139743487974	-0.402995938519957	0.521	0.654	0.522806576606341
ESM1	2.61342764497807e-05	0.567399612170146	0.711709476933725	0.356	0.237	0.528330532708766
SH3RF3	2.9125406686937e-05	0.575995373257884	0.81311218014119	0.5	0.392	0.588799221583119
MYL6	3.03939985170744e-05	0.428223126906547	-0.517886075625266	0.276	0.42	0.614445074021176
N4BP1	3.06768321222314e-05	0.435517616774208	-0.692657291748583	0.184	0.305	0.62016283818303
RPL38	3.80580512296077e-05	0.425433473572004	-0.517711493863875	0.353	0.495	0.769381563657748
CAPN2	4.28099300480884e-05	0.439741786965742	-0.565831878238216	0.15	0.272	0.865445545852155
YAF2	4.57687839352855e-05	0.436611932005035	-0.575820685281447	0.184	0.309	0.925261736035731
LUZP1	4.69707087400622e-05	0.579771611308302	0.321876324795986	0.727	0.649	0.949559847889098
STAT3	4.85188452833632e-05	0.578175498678884	0.483331359861625	0.647	0.523	0.980856976248471
TEK	4.97603527800189e-05	0.419998752594037	-0.334997120594326	0.638	0.745	1
B2M	5.04836972713189e-05	0.578535545399907	0.388805707944503	0.693	0.593	1
HYAL2	5.05247647433612e-05	0.43556297699103	-0.669964124037179	0.209	0.323	1
RPL34	5.13947376433634e-05	0.427831895036458	-0.565561780755333	0.331	0.457	1
ABHD17B	5.29402269919709e-05	0.56641019244072	0.691304572236976	0.377	0.261	1
LOC100996747	5.32789443027718e-05	0.429493212977558	-0.51314923612622	0.294	0.434	1
RPL37A-1	5.49916127667528e-05	0.433691868047129	-0.589317696914642	0.233	0.357	1
FRMD4A	5.63563342423785e-05	0.436532551625597	-0.574245242363636	0.196	0.318	1
SRSF11	5.81095251770581e-05	0.4241803975823	-0.420079775816886	0.485	0.604	1
UBB;UBC	5.89934852071677e-05	0.57885306691766	0.449284063594068	0.706	0.601	1
WSB1	5.94810128424382e-05	0.570141070274316	0.536294278910687	0.454	0.329	1
FAU	6.27878712885946e-05	0.438565256341925	-0.67103775263492	0.178	0.298	1
DPP8	6.46882288078393e-05	0.437646711951283	-0.685168081469808	0.193	0.309	1
PTPN13	6.47612925235117e-05	0.428594513681775	-0.511742319519789	0.328	0.458	1
TMSB10	6.64214052103602e-05	0.441074243334883	-0.794752020915176	0.156	0.268	1
SYNM	6.97265070165481e-05	0.432418946962566	-0.518980172985805	0.267	0.396	1
RPL17	6.99404360176461e-05	0.442639170815237	-0.571939667662596	0.141	0.257	1
RPS15A	6.99793096973696e-05	0.432824353900412	-0.448975989773159	0.255	0.392	1
ATF3	7.04443856883247e-05	0.564275427236542	0.384795043806074	0.374	0.238	1
CALCRL	7.15267138061071e-05	0.421719605819716	-0.319574230687991	0.635	0.745	1
AMBP	7.19573053185348e-05	0.440510075638162	-0.66763156692518	0.166	0.279	1
ARL5B	7.31888133697073e-05	0.570920699000941	0.296004363636784	0.494	0.344	1
XBP1	7.77041028535857e-05	0.569046755043489	0.501344437496964	0.46	0.329	1
CMTM8	7.82565329490493e-05	0.421467289613644	-0.361875199277041	0.666	0.802	1
NFAT5	7.85118734226208e-05	0.572922218568205	0.42133058085842	0.555	0.425	1
mikado.WCK01-AAH20201022-F8-rsc00348G2	7.91372912473959e-05	0.425430638558452	-0.712409137355297	0.442	0.54	1
SLC9A3R2	7.99458813222288e-05	0.438531236179309	-0.591697900269511	0.187	0.309	1
RPL11	8.15901601629763e-05	0.431455042355102	-0.6398263430275	0.301	0.418	1
PRKCE	8.66673470031547e-05	0.578461835047572	0.52301133166368	0.822	0.776	1
PPIA	9.05780444098702e-05	0.431290611569123	-0.54066017067703	0.313	0.438	1
RPL24	9.34199763566016e-05	0.435497771679349	-0.522887907215675	0.239	0.364	1
EIF2AK2	9.45784589732698e-05	0.442463399975052	-0.591739343685451	0.153	0.268	1
RPL35	9.52199084633242e-05	0.442715716181123	-0.655762351142962	0.153	0.264	1
CYP4B1	9.7054956026076e-05	0.424427043761269	-0.446444619981946	0.586	0.682	1
VMP1	0.000102778192707344	0.567932594717803	0.572996375370149	0.454	0.336	1
PHYHD1	0.000105021048944637	0.436464511300364	-0.518668750437727	0.23	0.357	1
MAN1A1	0.000107042794819181	0.566892144744452	0.854106566380071	0.426	0.318	1
RNF144B	0.000109761115716126	0.437779957588197	-0.459884848849	0.212	0.336	1
PDLIM1	0.000112296454296593	0.570197770545343	0.429059000798107	0.512	0.397	1
SGSM3	0.000113628270186628	0.558540194822131	0.817337383972524	0.307	0.203	1
EMCN	0.000119713915577465	0.424874975902385	-0.339097970698401	0.552	0.68	1
NKTR	0.000121173564504768	0.436541056666251	-0.476165639818666	0.236	0.362	1
TBC1D20	0.000124449018240758	0.441128108592359	-0.577338086839572	0.181	0.296	1
CDK11A;CDK11B	0.000131010414104621	0.563362552873003	0.679721165194734	0.383	0.272	1
WASF3	0.000144694198302542	0.436410646042888	-0.558097082137143	0.258	0.375	1
ANKRD42	0.000151291174601398	0.557720875905787	0.706636494606462	0.313	0.205	1
CDS2	0.000154732680694356	0.440373994987696	-0.52617893396445	0.199	0.318	1
STX3	0.000159188921838187	0.568284136398172	0.510208301021096	0.494	0.383	1
TSPAN15	0.000159865097486531	0.567289046641643	0.355563802274076	0.488	0.359	1
RPS27	0.000160500466302656	0.431911479536872	-0.477544620828954	0.359	0.481	1
CD2AP-1	0.000173405227257436	0.434542372112539	-0.458766704058828	0.294	0.425	1
CYYR1	0.000174729528718059	0.435404216232154	-0.466489914332974	0.276	0.401	1
ACSL5	0.000181122500758037	0.43973895195219	-0.516821999470454	0.215	0.333	1
BST1	0.000181892535481036	0.432872549130785	-0.459439941203904	0.356	0.473	1
mikado.WCK01-AAH20201022-F8-rsc00005G120	0.000183313758312343	0.437587176666704	-0.513146627289053	0.245	0.372	1
ATP5MC3	0.00018718127607334	0.446449429028271	-0.585091261785819	0.144	0.25	1
SYPL1-1	0.000190541294952907	0.445652790220337	-0.604939620619315	0.153	0.259	1
MECOM	0.000191018396905904	0.445922116507717	-0.770445009334874	0.147	0.255	1
EPS15	0.000217730218659648	0.432736468480319	-0.484668432069778	0.374	0.492	1
RPS8	0.000223018892786728	0.43466994772235	-0.476327594625902	0.328	0.445	1
TNS2	0.000223413084974179	0.43975879704705	-0.51048150244213	0.233	0.349	1
UPP1	0.000236564980161788	0.434491341868614	-0.483067985448387	0.334	0.455	1
RPL32	0.000245206199573911	0.442446389893744	-0.561413721809331	0.199	0.311	1
AKAP12	0.000256550126084386	0.571992334123357	0.771016932542189	0.73	0.64	1
CMIP	0.000259303302034738	0.556053887937584	0.5362465263365	0.319	0.211	1
SH3RF1	0.000260566652505293	0.569004229840219	0.682193222899511	0.577	0.488	1
TRIM24	0.000266689105863977	0.429646303709332	-0.329768470527016	0.518	0.652	1
LDB2	0.000268242494087251	0.573696177267727	0.305599217135149	0.988	0.98	1
CEMIP2	0.000269769898412206	0.570002154610299	0.708112793972283	0.592	0.53	1
IRF8	0.000271636522307112	0.551381785604935	0.583551704653509	0.264	0.163	1
KRIT1	0.000273827315900881	0.446299173310048	-0.623650191651333	0.163	0.266	1
MORF4L1-3	0.000281728164978241	0.440929657643764	-0.514222814238601	0.233	0.346	1
TGFBR3	0.000282939317401166	0.432827188913963	-0.416961888107768	0.408	0.523	1
SEC62	0.000283059869486367	0.442721386208226	-0.633202238029307	0.209	0.314	1
ARHGAP35	0.000283303392513882	0.436022249186351	-0.4152689566035	0.316	0.44	1
G3BP1	0.000286006057506294	0.56146592880714	0.487010330298905	0.417	0.303	1
ZRANB2	0.000324803790230741	0.446645044963315	-0.563486977850914	0.166	0.27	1
CORO1C-1	0.000325784385406787	0.550840298016624	0.503687721049817	0.264	0.165	1
LMO2	0.000326794736728685	0.444133222956806	-0.463599492280239	0.193	0.305	1
CBLB	0.000332569479336916	0.562843745393103	0.716219490206453	0.442	0.338	1
KCNMB2	0.000333304750212794	0.429269246907	-0.322278611626425	0.586	0.695	1
ETF1	0.000333882272935428	0.560139142465101	0.402784097967299	0.408	0.285	1
Parp11	0.000334525318251527	0.445542224691834	-0.506108728080743	0.178	0.287	1
SNTB2	0.000344082443189967	0.434851388589637	-0.451680983160124	0.374	0.482	1
mikado.WCK01-AAH20201022-F8-rsc00035G122	0.000352442623574307	0.436597756937278	-0.56353099899213	0.331	0.442	1
SP4	0.000360353701486964	0.55315650408809	0.455869116867433	0.298	0.192	1
HSPD1-1	0.000371916901033431	0.560320583332388	0.563262454408188	0.402	0.298	1
PHACTR1	0.000378495235694231	0.559560799700623	0.987336684888099	0.377	0.29	1
FXYD6	0.000389909274785869	0.436050599321865	-0.39591089809417	0.356	0.482	1
TMOD3	0.00039648941819069	0.437624031842872	-0.349961131644412	0.319	0.445	1
ITGB1	0.000398160368574675	0.435069684633093	-0.482184852463799	0.396	0.506	1
ORM2;ORM1	0.000403504598665578	0.443401789460554	-0.546232996548895	0.218	0.325	1
FBXO11	0.000412605966139297	0.563033691301044	0.559503790930478	0.475	0.377	1
RIN2	0.000415037308721051	0.433147545445267	-0.441780152568014	0.463	0.584	1
IL4R	0.000417339070556229	0.551427145821757	0.470992053650011	0.282	0.179	1
SGK1	0.000443630497499178	0.440680176451243	-0.54112105617882	0.273	0.379	1
SQSTM1	0.000460449449679453	0.556238163818423	0.607104048165442	0.35	0.246	1
SHLD2	0.000465669720639843	0.448793985235249	-0.576136730448701	0.16	0.259	1
ZNF438	0.000465822765580064	0.439245659594253	-0.486944096415988	0.304	0.41	1
FGB	0.000473996480511856	0.448465123663291	-0.670636971502071	0.166	0.261	1
PGM5	0.000480474473663206	0.436044929294762	-0.263634440658823	0.368	0.505	1
ZCCHC7	0.000496532769756658	0.436246215256909	-0.397127297172449	0.371	0.494	1
RBPMS	0.000505944541467827	0.566242926641189	0.529966638448431	0.601	0.508	1
RPS4X	0.000509980977794233	0.449414853202998	-0.512417353877213	0.156	0.257	1
KDM6B	0.000509993810390917	0.558109272762324	0.390256928315338	0.39	0.281	1
