p_val	auc	avg_log2FC	pct.1	pct.2	p_val_adj
TTC27	2.51444510498119e-25	0.625026607151367	1.7034602175556	0.304	0.056	5.08320222422998e-21
CKLF;CKLF-CMTM1	4.60375504230597e-25	0.391093355360348	-1.60409187290643	0.051	0.266	9.30695119352574e-21
SLC25A26	6.17458780933625e-25	0.352259622257875	-1.36635694826951	0.202	0.482	1.24825467153542e-20
RBP4	6.96114612684883e-25	0.337890172033104	-1.23028735968555	0.333	0.61	1.40726530100376e-20
ATP8A1	7.06759051635701e-25	0.351867266055629	-1.15324022534804	0.199	0.493	1.42878409878673e-20
PDE3B	2.59297443027292e-24	0.346166187473194	-1.1281080802305	0.256	0.553	5.24195710823974e-20
APOC3	2.84563327464047e-24	0.357619176210824	-1.38540889797545	0.188	0.452	5.75273222801318e-20
MTHFD2	3.17190250264586e-24	0.631799914221721	1.55055507007286	0.353	0.093	6.41231809934886e-20
IRF4	3.49903614916234e-24	0.630899242291869	1.91706532384974	0.347	0.091	7.07365147914658e-20
CD3G	3.83250679114765e-24	0.377567391546074	-1.45343477290217	0.097	0.338	7.74779572898409e-20
SYNE1	1.24806696328679e-23	0.375588137181707	-1.58328205539474	0.112	0.351	2.52309217298058e-19
ARHGDIB	1.56403858657126e-23	0.387400123901959	-1.87664115848125	0.074	0.293	3.16186040661246e-19
BNIP3L	2.37076345605382e-23	0.390343589662129	-1.58375260568728	0.066	0.282	4.79273540275841e-19
STK38	3.11526997593454e-23	0.351274760535638	-1.10485429714088	0.251	0.534	6.29782978334927e-19
NUCB2	3.45726691581877e-23	0.390731180404429	-1.62336786595756	0.066	0.282	6.98921079701922e-19
HECA	6.79215780607648e-23	0.3690118024558	-1.2935481822623	0.149	0.404	1.37310262207642e-18
BATF	6.87245249271217e-23	0.636813178085238	1.7468503866836	0.401	0.146	1.38933499592669e-18
AKT3	9.22887851197794e-23	0.348520324686671	-1.14834268797828	0.288	0.575	1.86571007998146e-18
NFKBID	9.35569218937897e-23	0.61710800120725	1.85272790738446	0.291	0.062	1.89134673300485e-18
BICDL1	1.39358354589133e-22	0.627480819023716	1.93847838337248	0.348	0.103	2.81726849637391e-18
CD5	1.68559849972316e-22	0.370873508808158	-1.41569420508518	0.151	0.394	3.40760592704034e-18
CFLAR	1.85784609830158e-22	0.646332978571315	1.50725013282069	0.482	0.233	3.75582167232647e-18
GBP7;GBP4	2.09333433001249e-22	0.395549060410147	-1.44650083920888	0.06	0.268	4.23188468155325e-18
GMFG	2.64053807416354e-22	0.381621209473734	-1.50973540590861	0.106	0.336	5.33811177072902e-18
ENO1	3.14897810489163e-22	0.368632154146744	-1.9331097060345	0.171	0.406	6.36597413684892e-18
Ifi214;Ifi209	3.76367742480082e-22	0.38982574301463	-1.59440820536832	0.08	0.295	7.60865028197733e-18
SEC23B	3.92509937747259e-22	0.632927739742348	1.56825984369222	0.393	0.136	7.93498090149859e-18
PHTF2	6.80523202673518e-22	0.36151096850031	-1.10408236889831	0.211	0.482	1.37574570652478e-17
HUWE1	8.35494840655981e-22	0.659539656569187	0.9115957289617	0.692	0.452	1.68903636987013e-17
mikado.WCK01-AAH20201022-F8-rsc00275G164	9.73379520873773e-22	0.34612012136038	-1.16295947879056	0.378	0.635	1.96778403939842e-17
MLLT3	9.9737505691862e-22	0.387625689006084	-1.45567656059226	0.089	0.313	2.01629341506668e-17
LNPEP	1.23319428991777e-21	0.37098787984687	-1.35076291821113	0.166	0.408	2.49302557649777e-17
HBQ1	1.29589323163691e-21	0.624405508871698	1.56332236614674	0.347	0.107	2.61977775707719e-17
TOX	1.40227065782682e-21	0.663263069273903	1.02126824524931	0.78	0.625	2.8348303618627e-17
GSTP1	1.51139075880442e-21	0.386102330309914	-2.1802829382039	0.102	0.318	3.05542755799901e-17
SENP7	1.79305230268776e-21	0.384742585738567	-1.28769200435574	0.103	0.332	3.62483453511358e-17
ALCAM	1.98234272910992e-21	0.644112274236335	1.81480624792324	0.487	0.247	4.00750406116861e-17
STK4	2.06587568646198e-21	0.348885676615888	-1.03087247330907	0.359	0.621	4.17637428775153e-17
TTR	3.82572479141446e-21	0.400563912760313	-1.69734981257094	0.06	0.254	7.73408523832346e-17
FOXN3	5.82712082546917e-21	0.360362492653249	-1.20136327350407	0.251	0.509	1.17801074607685e-16
Sh2d2a	8.6476669092311e-21	0.364624402331898	-1.25645474577576	0.225	0.476	1.74821234237016e-16
GRAMD1B-1	2.05052253274073e-20	0.625431671246803	1.65206797137308	0.373	0.134	4.14533635218866e-16
SGSM3	2.47149202501171e-20	0.640463520404111	1.41451710758045	0.498	0.247	4.99636827776367e-16
FBXW11	2.63115130496893e-20	0.644444267945928	1.10079224314316	0.547	0.295	5.31913547812518e-16
PTPRC	2.87991233835368e-20	0.341152923609677	-0.593834499951364	0.724	0.887	5.82203078321579e-16
PICALM	3.10118619150942e-20	0.653709910568202	0.730643416494981	0.71	0.47	6.26935800475544e-16
CHCHD3	3.63402650240915e-20	0.632000063539466	1.55243259292419	0.422	0.19	7.34654797727035e-16
FILIP1L	4.09844407722307e-20	0.615270122154623	2.17439345246455	0.313	0.095	8.28541454651416e-16
CNOT6L	6.59535092171649e-20	0.364228869156355	-1.14091751050292	0.253	0.509	1.33331614233421e-15
PRKCQ	8.54202850823732e-20	0.384812479151113	-1.22163660801881	0.129	0.355	1.72685648322526e-15
mikado.WCK01-AAH20201022-F8-rsc00083G981	1.50174516748843e-19	0.343645259161597	-0.88945964634311	0.951	0.994	3.03592803059461e-15
IQGAP2	2.01019706506184e-19	0.39912156688323	-1.33947959717468	0.079	0.28	4.06381438672901e-15
HP;HPR	2.74688183252501e-19	0.360151223928963	-1.05229382775524	0.333	0.575	5.55309631263256e-15
ZNF292	2.90108339095913e-19	0.360772322208632	-1.17032110333041	0.33	0.555	5.86483018316298e-15
FGL2	3.20151262574831e-19	0.396718186583642	-1.51354685853013	0.091	0.293	6.47217792421279e-15
RFC1	4.58446922513811e-19	0.387455720934666	-1.27311561406855	0.131	0.348	9.2679629855392e-15
RCC1	1.34242692263385e-18	0.623789176051975	1.32013868210221	0.404	0.173	2.71385026679659e-14
HBS1L	1.37501435031473e-18	0.643127412514098	0.998578658188689	0.615	0.388	2.77972901059625e-14
SLC23A2	1.42501625830969e-18	0.635213572029927	0.946858943879869	0.516	0.262	2.88081286779886e-14
PECAM1	2.11394853850147e-18	0.376279128873922	-1.20106695035878	0.208	0.441	4.27355836543457e-14
SLA	2.12307684036668e-18	0.620216669578892	1.4429622104552	0.381	0.155	4.29201214048528e-14
TESPA1	5.21783871124054e-18	0.630023986148396	1.17932947333108	0.478	0.245	1.05483827386439e-13
FRYL	6.73533962596256e-18	0.640304671739234	1.5008415088833	0.607	0.41	1.36161625878459e-13
UMAD1	7.19243554660345e-18	0.630354391371341	1.60144903568688	0.475	0.264	1.45402277010135e-13
PPP3CC	7.48469493027139e-18	0.381689514399631	-1.07011370832714	0.185	0.416	1.51310592710366e-13
IAH1	9.96159438535227e-18	0.621760678601496	1.35679474626612	0.408	0.186	2.01383592094282e-13
DOCK8	1.03255405265323e-17	0.368694105126046	-1.00436665382805	0.307	0.538	2.08741127284377e-13
TARS1	1.07766578096948e-17	0.621431861865201	1.10902592258851	0.413	0.179	2.17860914280791e-13
ZNF827	1.30068971332815e-17	0.625884389941703	1.60955064690718	0.441	0.229	2.62947432446418e-13
mikado.WCK01-AAH20201022-F8-rsc00190G443	1.60285478143807e-17	0.356994900957857	-0.747111041783744	0.53	0.742	3.2403312261552e-13
VMP1	1.998829380903e-17	0.6342160024145	1.0640272820077	0.553	0.334	4.0408334764335e-13
DDX5	2.39090535013384e-17	0.354240465108891	-0.608641163707087	0.826	0.915	4.83345425583058e-13
SYNE2	2.42907305220331e-17	0.390314996902451	-1.01571775626518	0.145	0.365	4.91061408233422e-13
ZSWIM6	2.92111484082097e-17	0.640609661175798	0.872913053701537	0.68	0.46	5.90532576220367e-13
LCK	3.36535279797858e-17	0.394669038806729	-0.963773779160321	0.128	0.34	6.8033972163935e-13
VOPP1	3.53470286812838e-17	0.608866932473433	1.48135918395804	0.327	0.12	7.14575531820833e-13
MSI2	5.33771770268341e-17	0.639465950788684	0.930659654178089	0.683	0.485	1.07907301077448e-12
PIK3R1	5.36502844679648e-17	0.385705208647721	-1.3111902750237	0.18	0.404	1.08459415080438e-12
CCDC18	5.6665181258487e-17	0.598251076199705	1.70894833589671	0.268	0.074	1.14554330432157e-12
ZNF407	6.00142222670342e-17	0.63333756929773	1.19648053303866	0.561	0.355	1.21324751735036e-12
BTBD9	6.28009336961971e-17	0.633472590662875	0.965648670362561	0.575	0.342	1.26958367560232e-12
HNRNPC	7.27799331764231e-17	0.635582100932442	0.796936934304695	0.626	0.402	1.47131912909457e-12
SAMSN1	8.21980107645472e-17	0.636018934760853	1.28690222921041	0.609	0.408	1.66171498561609e-12
CDC42	1.17972681979959e-16	0.371767826791416	-0.948493634650567	0.331	0.548	2.38493573890685e-12
DGKA	1.29635244784973e-16	0.397188378631678	-1.13214918879886	0.129	0.33	2.62070610857302e-12
PDCD4	1.57753091103964e-16	0.39700411418042	-1.13214918879886	0.131	0.334	3.18913648975773e-12
RNF19A	1.91368205352523e-16	0.632384477308468	1.44728600766415	0.57	0.39	3.8686996394066e-12
KDM6B	1.93060711496714e-16	0.599652121423919	1.38394694333781	0.285	0.089	3.90291534361758e-12
SIK3	2.37613584863572e-16	0.636206376185408	1.08944194461003	0.655	0.474	4.80359623160197e-12
TAGAP	3.12026588472641e-16	0.595433100884787	1.77207735117394	0.262	0.078	6.3079295125629e-12
VGLL4	3.13467055329366e-16	0.618601178657093	1.87221864339232	0.419	0.221	6.33704999053846e-12
CD96	4.48751508257742e-16	0.408261719060251	-1.45182535812484	0.091	0.272	9.0719604909385e-12
LPXN	5.14443018020974e-16	0.388950486871158	-0.981899611734666	0.186	0.406	1.0399980052312e-11
FYN	5.50968938794568e-16	0.363054977522914	-0.716582990089941	0.592	0.763	1.1138388066671e-11
DDX10	5.67245242298978e-16	0.608820866360618	1.15656017849136	0.356	0.146	1.14674298183161e-11
NR4A2	5.72335385544601e-16	0.617173129159849	1.02049561337579	0.43	0.196	1.15703321541696e-11
RPS6KA1	5.88820649985456e-16	0.620809175098883	1.14337600995908	0.464	0.241	1.1903598260106e-11
LYST	6.0938316211169e-16	0.628249646561721	1.25815978556756	0.538	0.355	1.23192900052499e-11
FOSL2	6.53815687365607e-16	0.606447667307356	1.09362003043294	0.342	0.13	1.32175379357831e-11
NSD3	7.20677876427152e-16	0.637064158975744	1.13304459629793	0.738	0.625	1.45692239498513e-11
Epsti1	8.63394540435767e-16	0.40707511953362	-0.873028617967038	0.097	0.287	1.74543840294495e-11
CYTH1	9.1409712030226e-16	0.379340142646101	-0.931805664808747	0.284	0.505	1.84793873840305e-11
MAN1A1	9.73596664869399e-16	0.611703969628135	1.48373637828014	0.381	0.175	1.96822301769998e-11
INPP4B	9.96366011661414e-16	0.636395406096612	1.10016765954195	0.735	0.608	2.01425352917471e-11
APBB1IP	1.0733635574537e-15	0.371494607087827	-1.05367680175996	0.398	0.606	2.1699117677484e-11
NEDD9	1.17929904381269e-15	0.622705828157514	1.32226502931538	0.482	0.293	2.38407094697173e-11
GIMAP4	1.26788161259718e-15	0.41318285069814	-1.20208679159391	0.08	0.252	2.56314946802646e-11
NAA25	1.30826452197773e-15	0.610185376391911	1.02868358110981	0.379	0.165	2.64478755763017e-11
CD37	1.7962335445809e-15	0.410137721792448	-0.99366333745178	0.092	0.272	3.63126573372475e-11
SYTL3	2.18670048790703e-15	0.627660318015027	1.30568087183704	0.564	0.392	4.42063370635285e-11
BCL2	2.22097187740052e-15	0.629460073388083	1.02618616323014	0.613	0.404	4.48991674735289e-11
ZFP36L2	3.1541251792294e-15	0.380938160214763	-0.75675719278575	0.285	0.513	6.37637946233015e-11
mikado.WCK01-AAH20201022-F8-rsc00348G2	3.69910306880045e-15	0.408077454608994	-1.50801101694096	0.106	0.287	7.47810676388699e-11
MAP2K3	4.33659510687022e-15	0.59336330278144	1.25664602837641	0.271	0.087	8.76686066804883e-11
PRKN	5.2893361528402e-15	0.407731164519562	-1.09857490440667	0.109	0.293	1.06929219665817e-10
MDFIC	6.37454808317088e-15	0.614595015328896	1.22119928300157	0.436	0.231	1.28867864049382e-10
FYB1	6.84519671445774e-15	0.386304068114308	-0.890851654428132	0.251	0.464	1.38382496779478e-10
RYBP	8.37896934471808e-15	0.602441503979159	1.11379039127216	0.337	0.14	1.69389244272821e-10
CASP8	8.65719241649255e-15	0.408390386478802	-1.07275772857476	0.111	0.293	1.75013801891813e-10
TNIP3-2	1.01535971748538e-14	0.601968134957826	1.50828611986048	0.333	0.142	2.05265120486844e-10
UBE2B	1.27908724488335e-14	0.404792464219338	-1.10415309072922	0.131	0.32	2.58580277425618e-10
EIF3A	1.46094666986282e-14	0.607659682620368	1.06670329741028	0.39	0.184	2.95344978779468e-10
SNX29	1.46320555748116e-14	0.409303766301844	-1.1281994533683	0.111	0.291	2.9580163550039e-10
LY9	1.49080588867396e-14	0.399089797150255	-1.04380542217141	0.166	0.361	3.01381318454329e-10
PACS1	2.27335645170858e-14	0.392410210792178	-1.02743145012053	0.219	0.423	4.59581740277407e-10
CDK6	2.28528290126496e-14	0.615279653074516	1.40224614961723	0.464	0.268	4.61992791319724e-10
WWP1	2.32613294902637e-14	0.383527393452258	-0.781107302831258	0.305	0.526	4.70251036975171e-10
GIMAP1-GIMAP5;GIMAP5	2.39323596141463e-14	0.406987752767938	-1.07136315561155	0.128	0.307	4.83816581959582e-10
AZIN1	3.20220864686082e-14	0.609275173542166	1.13868486187485	0.411	0.216	6.47358500049384e-10
RBKS	3.70638507800199e-14	0.588143535653583	1.85040049076731	0.254	0.085	7.49282807368883e-10
UGCG	3.8008911897172e-14	0.396904039521548	-1.43992606775895	0.196	0.381	7.68388162913229e-10
mikado.WCK01-AAH20201022-F8-rsc00238G101	4.340107028864e-14	0.589598589423856	1.36070702656669	0.267	0.089	8.77396036955145e-10
SETBP1	6.50317119116163e-14	0.623465124775626	1.23242259624103	0.618	0.46	1.31468108800523e-09
ELL2	8.71448429081415e-14	0.594605499340778	1.40305418845825	0.304	0.124	1.76172014423099e-09
SP100	9.01401332795992e-14	0.405153050688609	-0.901680478441845	0.146	0.338	1.82227293438038e-09
LOC114082428	1.0752193755713e-13	0.5885088875828	1.62989269307424	0.265	0.095	2.17366348965494e-09
mikado.WCK01-AAH20201022-F8-rsc01357G1	1.29983387390763e-13	0.407389639890077	-1.0775498284513	0.143	0.32	2.62774415949167e-09
Clec2h;Clec2e;Clec2f;Clec2d;Clec2g;Clec2i	1.47395575436262e-13	0.613619684526552	1.01589928936001	0.488	0.307	2.97974895301948e-09
VPS13A	1.67188548082511e-13	0.38281416294696	-0.766522320860193	0.385	0.59	3.37988368803604e-09
LSM14A	1.94905335535218e-13	0.385366860991533	-0.842806229206837	0.359	0.544	3.94020626317998e-09
MCOLN2	1.96579481501619e-13	0.597240798691087	1.80828145999073	0.33	0.151	3.97405079803673e-09
GAPDH-1	2.59791438848863e-13	0.401048401188188	-1.93438891301097	0.197	0.369	5.25194372776862e-09
FGA	3.55337536030925e-13	0.400336759169539	-1.06534438862156	0.202	0.39	7.18350362840119e-09
COMMD1	3.69937261090944e-13	0.41449970612997	-1.11436081437058	0.116	0.282	7.47865167021453e-09
WDR43	4.702306819355e-13	0.604258732705352	0.984425533113305	0.411	0.216	9.50618346600807e-09
PHC3	5.00534903534344e-13	0.416280399663241	-1.0262032324953	0.109	0.274	1.01188136098503e-08
BRAF	7.13404081188197e-13	0.609121090337236	0.954567042793017	0.476	0.285	1.44221769053006e-08
RERE	7.15901201768729e-13	0.619023716105666	0.772305882999214	0.656	0.478	1.44726586949566e-08
SORL1	7.99230166070057e-13	0.413859546010516	-0.87703853184263	0.123	0.297	1.61572370372723e-08
MBNL1	8.16365994839411e-13	0.377295760329134	-0.584894476046953	0.727	0.845	1.65036549516735e-08
APOE	8.54447739167683e-13	0.389258653281019	-0.898722093628661	0.347	0.532	1.72735154950139e-08
LIMS4;LIMS1	1.06075584212926e-12	0.605270598700618	1.13541156630671	0.431	0.252	2.1444240104485e-08
DDX19B	1.07117897255724e-12	0.596019252458183	1.00794419485192	0.35	0.161	2.16549541092171e-08
ERBIN	1.35878195904707e-12	0.39174940034629	-0.770368814927724	0.316	0.511	2.74691360840956e-08
SUCO	1.56787438201755e-12	0.59901831525106	1.06548172184241	0.381	0.196	3.16961485068669e-08
mikado.WCK01-AAH20201022-F8-rsc00098G572	2.10050630245436e-12	0.583862564135148	1.09061365693197	0.265	0.099	4.24638354104174e-08
WIPF1	2.22263791803463e-12	0.416809365717281	-0.96702673282798	0.12	0.285	4.4932848150988e-08
HNRNPH1	2.81395748796353e-12	0.610534843454641	0.736879541893184	0.555	0.353	5.68869645766707e-08
BCL2L1	3.03693999590808e-12	0.581659333153305	1.26400091333648	0.251	0.095	6.13947789572778e-08
FTL	3.15624787946339e-12	0.415185932362238	-1.01658215598333	0.134	0.297	6.38067071312318e-08
GFI1	3.25404010998489e-12	0.582903118199292	1.18247531221446	0.26	0.101	6.57836748634545e-08
DDX21	3.37711855120878e-12	0.596452909313297	1.02066806438549	0.368	0.188	6.82718286312367e-08
RBM39	3.56727833224991e-12	0.381217733864947	-0.558497014643979	0.752	0.862	7.21160987647642e-08
DNMT3A	3.81131507263434e-12	0.587771829777771	1.10717972314863	0.299	0.126	7.70495455083758e-08
NARS1	4.10308425347245e-12	0.584934792623068	1.04784415666941	0.279	0.111	8.29479512681991e-08
EPRS1	4.3476727242885e-12	0.592067097676044	0.993213482397472	0.334	0.159	8.78925517942163e-08
CIR1	5.12573950188435e-12	0.41802455800359	-0.932896302176147	0.122	0.285	1.03621949770094e-07
RBMS1	6.96129222676093e-12	0.42051689355551	-0.841009960242867	0.111	0.272	1.40729483656199e-07
LARP4	7.18324609674322e-12	0.598611662668975	0.82320838459712	0.407	0.221	1.45216503091761e-07
FNDC3A	7.52502747997396e-12	0.610204438231697	1.30505502002096	0.555	0.412	1.52125955535154e-07
RUNX2	8.68074587995257e-12	0.599553635251696	0.988309661361463	0.416	0.235	1.75489958709121e-07
APPL1	8.71093279945968e-12	0.410056708973361	-0.9449483740699	0.179	0.351	1.76100217473877e-07
FBXO11	8.74533267541999e-12	0.607750226359348	1.0594154937614	0.521	0.367	1.76795645366291e-07
KLHL5	8.78546712712788e-12	0.417155655806713	-1.10541906645805	0.134	0.293	1.77607003442017e-07
ASAP1	9.42911426159816e-12	0.389790796308357	-0.892105051129431	0.431	0.604	1.90618973912468e-07
GRK5	1.09021809011764e-11	0.396251171508903	-0.916482695955352	0.316	0.507	2.20398489098183e-07
NFKBIZ	1.13126546816439e-11	0.591592140168062	0.953535105922032	0.345	0.167	2.28696627044113e-07
LOC107138133	1.17670152096647e-11	0.584113545025654	1.03296912625985	0.285	0.12	2.37881979478581e-07
MAPRE2	1.18352221992098e-11	0.602738550982479	0.954440007248406	0.459	0.289	2.39260851979226e-07
ARHGAP15	1.28199359420477e-11	0.384586914046987	-0.463277911134641	0.621	0.814	2.59167825004437e-07
SMAD3	1.28790612244823e-11	0.410722284879196	-0.72457601450605	0.173	0.357	2.60363101714134e-07
SMIM10L1	1.3051640928006e-11	0.415349546487062	-1.03869702907935	0.149	0.311	2.6385197300057e-07
HSP90AA1	1.32884517221875e-11	0.400073070385843	-1.14474102439039	0.273	0.46	2.68639340015743e-07
FBXO42	1.37827999279082e-11	0.602087271456483	0.899886541834356	0.462	0.28	2.78633083342592e-07
MAML2	1.39131175581222e-11	0.586909281527489	1.52491472132464	0.304	0.142	2.81267584554998e-07
AATF	1.97310991902723e-11	0.582890410306101	1.16248158080495	0.279	0.122	3.98883901230544e-07
TOP1	2.03258770304725e-11	0.605905993360126	0.70668429059745	0.541	0.346	4.10907930048032e-07
AMBP	2.03570982944024e-11	0.423417470176163	-1.10566902445077	0.111	0.258	4.11539099119638e-07
SRSF11	2.23924129005182e-11	0.396055787651105	-0.78947870354783	0.362	0.534	4.52685019196876e-07
GSAP	2.33156735358662e-11	0.413942147316252	-0.826147318450827	0.163	0.334	4.7134965620107e-07
GNG2	2.79123444155444e-11	0.392889933760107	-0.612725583330191	0.408	0.604	5.64275954704646e-07
ELMO1	3.33606664731016e-11	0.390959922481852	-0.623359740782362	0.482	0.647	6.74419233420223e-07
PPP1R16B	4.10485885603083e-11	0.602605118103982	0.734651871053523	0.507	0.324	8.29838266335194e-07
ADAM17	4.37380855581235e-11	0.594456181595794	0.843094592612288	0.399	0.225	8.84209137643025e-07
GIT2	4.38949475216058e-11	0.413173319778247	-0.839755254625147	0.18	0.348	8.87380259096783e-07
ITGA1	4.98322081222656e-11	0.425312534748145	-0.983324840043756	0.108	0.256	1.00740791939972e-06
DOCK11	6.85679222295301e-11	0.413201912537925	-0.760504949569227	0.186	0.357	1.38616911579218e-06
FANCC	6.86332695004994e-11	0.411281432179563	-1.09121751335227	0.205	0.369	1.3874901762221e-06
COX4I1	9.61340138279415e-11	0.594211554651883	1.20624495965896	0.407	0.247	1.94344522354567e-06
BTN3A1;BTN3A3	1.5175160569602e-10	0.414655377821549	-0.815908053404478	0.193	0.355	3.06781046075073e-06
AFG3L2	1.6224571457836e-10	0.584671103839372	0.948503971291377	0.327	0.161	3.27995936591612e-06
