p_val	auc	avg_log2FC	pct.1	pct.2	p_val_adj
ABTB2	7.36732589881527e-33	0.741864457831325	1.15684183691417	0.94	0.772	1.48937860370449e-28
PARD3	1.34205520614957e-32	0.74264156626506	0.830893879699226	0.991	0.91	2.71309880475197e-28
NFKBIA	4.01154424178862e-32	0.738433734939759	1.3099859474042	0.913	0.658	8.10973783919988e-28
HEXB	1.00353142002211e-31	0.695521084337349	1.75719975076123	0.533	0.166	2.0287391187167e-27
PTBP3	2.13256215828086e-30	0.724078313253012	1.25003955139717	0.798	0.446	4.31118765918059e-26
GNL3	2.76630097385802e-30	0.724030120481928	1.22467072272251	0.804	0.496	5.59235404875138e-26
VEPH1	1.59254239694553e-29	0.651644578313253	1.85689860099313	0.352	0.054	3.21948370966508e-25
ATP13A3	1.69536427768275e-29	0.717921686746988	1.18983589730119	0.771	0.408	3.42734842376344e-25
TRAF3	3.75268929427693e-29	0.703283132530121	1.34100495817432	0.645	0.276	7.58643667731023e-25
BIRC3	4.35366200327006e-29	0.70005421686747	1.69898217803131	0.608	0.236	8.80136310581076e-25
C3	6.02408396639658e-29	0.70439156626506	1.30097542620217	0.666	0.294	1.21782881464673e-24
LOC106144993	8.22255469680584e-29	0.651774096385542	1.85970409310606	0.358	0.06	1.66227165750627e-24
CXCL2;CXCL3;CXCL1	1.17369272663535e-28	0.726512048192771	1.20552796073808	0.943	0.76	2.37273721616601e-24
OCLN	1.29235130786001e-28	0.715960843373494	1.30533445217562	0.762	0.422	2.61261740396979e-24
PAH	1.66363293795862e-28	0.289186746987952	-2.41985219786486	0.292	0.634	3.36320034737715e-24
TNS3	2.16033247643997e-28	0.722490963855422	1.07449168607036	0.886	0.616	4.36732813437104e-24
NFKBIE	2.78775632869148e-28	0.677707831325301	1.55338432581123	0.488	0.146	5.6357281940827e-24
CACYBP	6.39790493710796e-28	0.285921686746988	-1.55318493959421	0.386	0.714	1.29340046208575e-23
JUN	7.17561557830974e-28	0.276551204819277	-0.997319788177256	0.928	0.958	1.4506224453111e-23
B4GALT5	8.47675087447883e-28	0.695334337349398	1.79830354844192	0.596	0.252	1.71365995678464e-23
ALB	9.44778556595942e-28	0.289328313253012	-1.38099688664332	0.361	0.7	1.90996433001436e-23
NMT2	1.08106351854433e-27	0.709259036144578	1.35381441143564	0.726	0.414	2.18547800908921e-23
ALDOB	1.42525845415271e-27	0.296852409638554	-1.62274320970209	0.253	0.606	2.88130249091512e-23
mikado.WCK01-AAH20201022-F8-rsc00263G78	2.15804569965654e-26	0.645295180722892	1.80744054448209	0.352	0.066	4.36270518642566e-22
ABLIM3	9.74721941228251e-26	0.701731927710843	1.22924722084996	0.756	0.462	1.97049787638703e-21
IL7	1.06714677451455e-25	0.684951807228916	1.69142280328433	0.569	0.252	2.15734391935861e-21
CYP3A4;CYP3A7-CYP3A51P;CYP3A7-3	2.1913284417923e-25	0.289665662650602	-1.16497083201737	0.611	0.874	4.42998957792731e-21
IGFBP1	3.13972902623817e-25	0.300472891566265	-1.40370012801156	0.322	0.662	6.34727619944308e-21
mikado.WCK01-AAH20201022-F8-rsc00009G213	6.14969555704381e-25	0.669740963855422	1.93620044241723	0.482	0.174	1.24322245381198e-20
DDX5	9.14231287075873e-25	0.296569277108434	-1.24087990546061	0.512	0.758	1.84820996995259e-20
HGSNAT	9.93883724084685e-25	0.707536144578313	0.914954545320976	0.928	0.748	2.0092353366096e-20
SEC24A	1.80963306203715e-24	0.706984939759036	0.727181689370745	0.949	0.842	3.65835419821429e-20
GALNT1	1.85055832788113e-24	0.694246987951807	1.22081618238302	0.714	0.372	3.7410887156445e-20
APOC4	2.12374766797474e-24	0.316301204819277	-1.63341488774224	0.205	0.534	4.29336828557774e-20
TDO2	2.64235873258616e-24	0.322075301204819	-2.085509326862	0.163	0.492	5.34179241379618e-20
DIPK1A	3.74345862699122e-24	0.307575301204819	-1.19565568091104	0.304	0.652	7.56777596032546e-20
CACNA2D1	5.97831104260424e-24	0.701876506024096	1.17967802761155	0.843	0.588	1.20857536037287e-19
ITGAV	1.35764459836615e-23	0.678786144578313	1.62071027471445	0.572	0.268	2.74461432005701e-19
SEPTIN11	5.87346443784225e-23	0.675825301204819	1.33119554357949	0.578	0.278	1.18737957075419e-18
CYP3A4;CYP3A7-CYP3A51P;CYP3A7	1.12563036260265e-22	0.312421686746988	-1.89610756195615	0.346	0.628	2.27557434103753e-18
PTX3	1.65063752323808e-22	0.667599397590361	1.4674245145742	0.527	0.212	3.3369288169781e-18
SLC2A2	1.80909557358419e-22	0.312469879518072	-1.48090386248451	0.377	0.648	3.65726761155779e-18
DMXL2	1.85250161886012e-22	0.63483734939759	1.74613853596099	0.343	0.08	3.74501727268761e-18
ERBIN	1.93465203302912e-22	0.696774096385542	1.03765551004693	0.901	0.666	3.91109254997168e-18
DNAJB1	1.94877818643188e-22	0.301536144578313	-1.16124434717958	0.768	0.866	3.93964998169069e-18
DUSP1	4.49058583417365e-22	0.306394578313253	-1.64044297191477	0.608	0.776	9.07816832236545e-18
FNDC3B	4.72789619120632e-22	0.696539156626506	0.755117792885938	0.976	0.918	9.55791494014269e-18
APOA1	4.98032943460134e-22	0.304936746987952	-0.907279674647743	0.69	0.888	1.00682339849901e-17
SERPINA1	5.31636660503447e-22	0.313819277108434	-1.31866134021214	0.413	0.692	1.07475667287377e-17
SSH2	5.85639063387201e-22	0.682385542168675	1.29135573334611	0.669	0.38	1.18392793054357e-17
SRSF12	6.45559944849964e-22	0.646515060240964	1.58023549452538	0.41	0.126	1.30506398450869e-17
HIVEP1	8.83763219433006e-22	0.657045180722892	1.56033354041907	0.47	0.178	1.78661572440577e-17
NEURL3	1.04601977686416e-21	0.661018072289157	1.52721971552995	0.497	0.2	2.11463358090859e-17
GPR39	1.25929474273492e-21	0.692150602409639	0.847212588545114	0.855	0.624	2.54579025191291e-17
TJP2	1.46267107579749e-21	0.684969879518072	1.08425935729513	0.765	0.486	2.95693584683221e-17
CYLD	1.83980539801389e-21	0.651210843373494	1.41980740196369	0.446	0.15	3.71935059262487e-17
JAK1	2.03474080202144e-21	0.688132530120482	1.00054026777846	0.81	0.61	4.11343200536654e-17
NUP35	2.73508942554678e-21	0.63669578313253	1.4357423928004	0.37	0.1	5.52925678268538e-17
FOXO1	5.39052335195894e-21	0.675924698795181	1.37347393404514	0.642	0.37	1.08974820083202e-16
GYS2	5.64288485255172e-21	0.334816265060241	-1.79307162820525	0.187	0.484	1.14076560179186e-16
mikado.WCK01-AAH20201022-F8-rsc00348G2	6.00510336653929e-21	0.318207831325301	-1.95623446480135	0.383	0.636	1.21399169657958e-16
FOS	8.45221859626879e-21	0.338674698795181	-2.13564840099157	0.16	0.46	1.7087005114217e-16
CCDC88A	1.15227693949009e-20	0.620566265060241	1.55851399398085	0.301	0.062	2.32944306087317e-16
SLC25A47	1.82693458411778e-20	0.338840361445783	-1.34903762385073	0.163	0.482	3.6933309552525e-16
USP28	2.12278001147169e-20	0.682981927710843	0.961991346717023	0.786	0.502	4.29141207119117e-16
SOD2	2.34412276720297e-20	0.67155421686747	1.35805887436314	0.605	0.34	4.73887858617753e-16
UBB	2.46614454897974e-20	0.311114457831325	-0.890759554722051	0.952	0.976	4.98555782021744e-16
DNAJB4	2.86655419340465e-20	0.338810240963855	-1.37484511589901	0.166	0.484	5.79502595738684e-16
PTPN2	2.88348901263689e-20	0.681575301204819	0.9073602993538	0.795	0.546	5.82926138794675e-16
SLC25A13	2.95873202840232e-20	0.316397590361446	-0.978483086943719	0.575	0.802	5.98137266861813e-16
HPX	3.37875475548164e-20	0.686984939759036	0.742910038220513	0.943	0.862	6.83049061368169e-16
DSG2	7.69869611828451e-20	0.654786144578313	1.15067080309899	0.515	0.216	1.5563684072724e-15
ELF3	8.05166112531835e-20	0.63814156626506	1.71014846324402	0.398	0.126	1.62772381309436e-15
ETV6	8.75285393705102e-20	0.681725903614458	1.03922242835483	0.789	0.606	1.76947695191423e-15
HSP90AB1	1.12585246293951e-19	0.321575301204819	-0.997149955409152	0.44	0.716	2.27602333907851e-15
TTR	1.53995267913409e-19	0.323397590361446	-1.13133211499866	0.446	0.704	3.11316833613747e-15
SDC4	1.582039706727e-19	0.678475903614458	0.913534001669379	0.798	0.57	3.19825147111931e-15
mikado.WCK01-AAH20201022-F8-rsc00154G427	1.61246834251241e-19	0.619650602409639	1.3861424002401	0.31	0.072	3.25976600122309e-15
NDEL1	1.98054214532133e-19	0.33608734939759	-1.29347391597943	0.241	0.538	4.00386400098161e-15
TXNIP	2.54804494027048e-19	0.323346385542169	-1.78025923326963	0.449	0.67	5.1511276512508e-15
CHORDC1-1	2.68430873608099e-19	0.32333734939759	-1.23007000262379	0.494	0.708	5.42659854086132e-15
HAMP	2.86792290978954e-19	0.677852409638554	1.48248923738068	0.75	0.522	5.79779295443054e-15
STRN3	2.87303899107922e-19	0.681364457831325	0.684012300653714	0.937	0.736	5.80813562436576e-15
NFKB2	3.54360729750475e-19	0.614602409638554	1.52965025606832	0.289	0.064	7.1637565126356e-15
MAGI3	3.97012081668931e-19	0.680873493975904	0.863529555449876	0.907	0.666	8.02599624301911e-15
LOC114082496	8.39367220885536e-19	0.323807228915663	-1.332505654014	0.542	0.734	1.6968647737422e-14
SLFN5-1	8.96681086215125e-19	0.660888554216867	1.23652965367278	0.584	0.306	1.8127304838925e-14
HSPA1A;HSPA1B-1	1.20650830431454e-18	0.320975903614458	-1.10263557182964	0.705	0.814	2.43907718800227e-14
SLC9A8	1.54849376790753e-18	0.645515060240964	1.19764314400396	0.476	0.2	3.13043500120187e-14
LASP1	1.79346692288589e-18	0.629009036144578	1.33416324871942	0.37	0.118	3.62567273130612e-14
HBQ1	2.08140847964774e-18	0.646222891566265	1.18512771233751	0.485	0.206	4.20777538245587e-14
MRNIP	2.13980310053744e-18	0.626578313253012	1.32922827512362	0.358	0.11	4.3258259480465e-14
SKIL	3.25244999884493e-18	0.647090361445783	1.07302969367352	0.497	0.216	6.57515291766491e-14
TMEM131	4.65100739880168e-18	0.674310240963855	0.677889940586359	0.889	0.656	9.40247655741747e-14
HSD17B11	4.87355562101096e-18	0.366734939759036	-1.7585152235434	0.09	0.348	9.85238004343576e-14
APOC2	5.34097173071252e-18	0.328277108433735	-1.25531635842724	0.614	0.79	1.07973084508084e-13
DIP2C	6.06621396707846e-18	0.670653614457831	0.821130065405141	0.789	0.538	1.22634581558458e-13
FMO5-1	6.10124658646093e-18	0.346183734939759	-1.71267371416944	0.223	0.49	1.23342800991894e-13
TOP1	6.25492380120529e-18	0.670906626506024	0.993614356340594	0.768	0.592	1.26449539565166e-13
UBE2H	7.67461908811414e-18	0.674882530120482	0.730277631973969	0.955	0.906	1.55150099485315e-13
CPNE8	8.03002739401984e-18	0.657593373493976	1.14002370414364	0.596	0.324	1.62335033797505e-13
ZFP36	8.83076674128322e-18	0.668846385542169	0.915803838011771	0.759	0.514	1.78522780441782e-13
USP9X	1.07785867757944e-17	0.668822289156627	1.21158495188315	0.771	0.59	2.17899910259459e-13
HSD17B6	1.52700254479472e-17	0.373237951807229	-1.77300341726683	0.075	0.322	3.08698834455701e-13
REL	1.8995689832046e-17	0.663454819277108	0.953082595950695	0.72	0.472	3.84016865644642e-13
HSPA4	2.18947008886223e-17	0.330713855421687	-0.976983883967874	0.572	0.796	4.42623273164388e-13
HNRNPA2B1	2.54653717916887e-17	0.328855421686747	-0.742865046619835	0.822	0.94	5.14807956140778e-13
CUX1	2.59278606666386e-17	0.664527108433735	0.835407416763748	0.765	0.51	5.24157631236766e-13
MOB4-1	3.73208885403504e-17	0.329168674698795	-1.00137400198985	0.747	0.826	7.54479082731725e-13
WNK1	4.41917216701228e-17	0.661225903614458	0.817053102197242	0.711	0.446	8.93379845283203e-13
CDYL	7.6844836297811e-17	0.636524096385542	1.19711529307361	0.452	0.194	1.55349521059655e-12
SVIL	1.09716592030548e-16	0.643192771084337	1.13449670771021	0.509	0.24	2.21803062448956e-12
UBB;UBC	1.54981774180288e-16	0.331343373493976	-0.733922753510278	0.961	0.966	3.13311154682869e-12
RNF138-1	1.69558863881622e-16	0.617620481927711	1.35009440246193	0.34	0.11	3.42780199223087e-12
SMAD1	1.83191299115109e-16	0.656117469879518	0.956122928313442	0.66	0.42	3.70339530291104e-12
HPN	2.28033177295372e-16	0.344352409638554	-0.849901743305178	0.413	0.674	4.60991871220324e-12
DNAJA1	2.4675174050752e-16	0.340180722891566	-1.03269833199283	0.434	0.676	4.98833318610002e-12
PON1	2.73258891328096e-16	0.374093373493976	-1.45642635071386	0.099	0.344	5.52420174708879e-12
ARG1	3.10255851829876e-16	0.34955421686747	-1.17318778845131	0.268	0.546	6.27213230059276e-12
NFRKB	3.41257727744724e-16	0.633563253012048	1.12178480713302	0.452	0.194	6.89886622408735e-12
NUP153	3.48638093850939e-16	0.651584337349398	0.843286885331314	0.66	0.38	7.04806770529059e-12
ACTB	5.56735979309447e-16	0.366909638554217	-1.55699506833737	0.148	0.396	1.12549745577198e-11
C4BPA-1	8.5884716901784e-16	0.659003012048193	0.816966593531229	0.801	0.608	1.73624543688646e-11
PABPC1;PABPC3	9.38648635825727e-16	0.659081325301205	0.66954642102276	0.834	0.588	1.89757208218529e-11
SLCO1B3;SLCO1B3-SLCO1B7;SLCO1B7;SLCO1B1	1.15562410207327e-15	0.343069277108434	-1.43090548143583	0.455	0.664	2.33620968475132e-11
APOE	1.49451857402074e-15	0.34703313253012	-1.11802718871207	0.389	0.652	3.02131874924033e-11
MAPK6	1.55801430061655e-15	0.655536144578313	0.702741502000136	0.783	0.524	3.14968171012642e-11
ACADSB	1.5881511630076e-15	0.358340361445783	-1.33716352356244	0.241	0.484	3.21060639113617e-11
AMD1-1	1.64109216672909e-15	0.636885542168675	1.10280680698887	0.5	0.246	3.31763192425952e-11
UBE2E2	1.73638994518069e-15	0.655171686746988	0.924559614293294	0.726	0.498	3.51028591317728e-11
G6PC1	2.15447389007639e-15	0.352792168674699	-1.28670196440087	0.298	0.552	4.35548441617843e-11
NT5C2	2.68531080931747e-15	0.653394578313253	0.811973341517974	0.735	0.506	5.4286243321162e-11
GADD45B	3.08539661378904e-15	0.649039156626506	0.899838878647475	0.645	0.39	6.23743779443592e-11
mikado.WCK01-AAH20201022-F8-rsc00083G1137	3.49365831888527e-15	0.601379518072289	1.20950556248638	0.277	0.076	7.06277965745846e-11
CMBL	5.10115402430095e-15	0.366024096385542	-1.41643762155606	0.193	0.436	1.03124929755268e-10
SHB	5.27701094426936e-15	0.648840361445783	0.774465125544645	0.705	0.478	1.06680053249349e-10
HPS3	5.71886902698314e-15	0.631692771084337	1.51014153704714	0.464	0.226	1.15612656249491e-10
SORBS1	5.75084677885584e-15	0.655656626506024	0.653669608839058	0.88	0.712	1.1625911848135e-10
STAMBPL1	6.07855722051116e-15	0.637063253012048	0.929276366686902	0.527	0.262	1.22884112769854e-10
NUPR1	7.2365791240148e-15	0.642581325301205	0.943767071898728	0.587	0.33	1.46294683571083e-10
SAA2;SAA1	7.51297509937245e-15	0.596433734939759	2.06040436462709	0.256	0.066	1.51882304608913e-10
PTPRG	7.76414181118089e-15	0.654153614457831	0.780423842077959	0.792	0.598	1.56959890854833e-10
PZP	8.5877834567649e-15	0.376545180722892	-1.23267533896797	0.127	0.368	1.73610630361959e-10
mikado.WCK01-AAH20201022-F8-rsc00080G233	9.76453223490223e-15	0.608373493975904	1.16439886349714	0.322	0.106	1.97399783660783e-10
KMT5A-1	1.06297507087611e-14	0.594927710843373	1.17222678530136	0.253	0.064	2.14891040328314e-10
PDE4B	1.24542017692713e-14	0.625509036144578	1.08366621703233	0.437	0.19	2.51774142967589e-10
ARL5B	1.43079757115222e-14	0.349801204819277	-1.00539319088635	0.452	0.688	2.89250036984133e-10
RAB30	1.52856154431465e-14	0.615524096385542	0.966126985014453	0.373	0.138	3.09014001798649e-10
HSPA1A;HSPA1B	1.5756015071628e-14	0.34494578313253	-0.68285821316482	0.62	0.788	3.18523600688031e-10
NIBAN1	1.61255233858555e-14	0.625063253012048	1.02467544544174	0.431	0.194	3.25993580768455e-10
IFNGR2	2.42761204173832e-14	0.611879518072289	1.09630263559164	0.349	0.13	4.90766050357819e-10
SMOC1	2.58342107067672e-14	0.653746987951807	0.681945445099901	0.91	0.76	5.22264403648006e-10
MAST4	2.72134956096132e-14	0.641885542168675	0.786359018520309	0.62	0.35	5.5014802724394e-10
WWC1	2.79047456039164e-14	0.634993975903615	1.04996319749854	0.536	0.29	5.64122337128775e-10
RIMS2	3.11463517718569e-14	0.599861445783132	1.16219984770803	0.283	0.086	6.29654647419859e-10
SERPING1	3.23363380204484e-14	0.650722891566265	0.621945721825671	0.84	0.61	6.53711409421385e-10
SAMD4A	3.90146166685128e-14	0.639469879518072	0.959651517874917	0.593	0.356	7.88719490570654e-10
MEMO1	3.903034098189e-14	0.640168674698795	0.807793053874776	0.614	0.356	7.89037373289888e-10
CDH2	4.66386596143607e-14	0.650551204819277	0.783259246440141	0.804	0.63	9.42847142763916e-10
TSG101	4.92734007831219e-14	0.62119578313253	1.30809190716124	0.413	0.194	9.96111070231592e-10
ZFAND3	5.13525883166745e-14	0.651539156626506	0.630533139138552	0.907	0.822	1.03814392540989e-09
ASB13	5.54648080319867e-14	0.382596385542169	-1.31983078910121	0.12	0.348	1.12127655917464e-09
SPIRE1	6.57921402652141e-14	0.636659638554217	0.818075197467277	0.584	0.328	1.33005390760157e-09
ALDH2	7.64675438038409e-14	0.372900602409639	-1.1609490780016	0.19	0.432	1.54586786553845e-09
EHHADH-1	8.01633724086974e-14	0.384117469879518	-1.84256223321094	0.117	0.338	1.62058273661423e-09
DEPP1	8.13349921130758e-14	0.399722891566265	-1.95281494839543	0.054	0.25	1.64426820055794e-09
B2M	8.22111944737008e-14	0.636364457831325	0.869546575007273	0.587	0.352	1.66198150748034e-09
MED15	8.41228718829048e-14	0.640234939759036	0.816361729794539	0.654	0.41	1.7006279779848e-09
NET1	8.41868067401244e-14	0.373487951807229	-1.25831829045099	0.19	0.426	1.70192048505835e-09
APOC3	8.56170279477533e-14	0.356843373493976	-1.16134663995417	0.431	0.648	1.73083383699178e-09
CYB5A	1.14436896684063e-13	0.365617469879518	-1.17217996791372	0.286	0.506	2.31345630336502e-09
KIF16B	1.18404087590147e-13	0.602325301204819	1.20500166083036	0.304	0.106	2.3936570347224e-09
ATP8B1	1.21729907558563e-13	0.619069277108434	1.081283094303	0.416	0.19	2.4608918112039e-09
TPM1	1.52851104242283e-13	0.366352409638554	-1.07231615029462	0.274	0.512	3.090037923362e-09
GOLIM4	1.52992247410866e-13	0.616774096385542	1.02578457103232	0.404	0.178	3.09289127365807e-09
mikado.WCK01-AAH20201022-F8-rsc00083G1258	1.70746483656224e-13	0.34989156626506	-0.897976953474367	0.816	0.874	3.45181091359423e-09
Cyp2c65;Cyp2c66	2.31892230296259e-13	0.382996987951807	-1.47150004523804	0.136	0.362	4.68793332766917e-09
BMPR2	2.39559773755667e-13	0.372786144578313	-1.03479945818262	0.208	0.454	4.84294038624457e-09
GRHPR	2.48244579482978e-13	0.377774096385542	-1.24099896560314	0.181	0.406	5.01851241882788e-09
ADK	2.62178311305047e-13	0.354527108433735	-0.666424735039125	0.527	0.778	5.30019674134283e-09
KDM6B	2.64588617804107e-13	0.635584337349398	0.83384915652338	0.602	0.372	5.34892349752783e-09
IL1R1	3.38944872998988e-13	0.644978915662651	0.923790472756735	0.798	0.6	6.85210955254754e-09
SHMT1	4.38113445435722e-13	0.372882530120482	-1.26692322671718	0.238	0.454	8.85690141292856e-09
CDO1	4.72004935320335e-13	0.378563253012048	-1.2029526259496	0.178	0.412	9.54205177243589e-09
SELENOP	4.73506032302035e-13	0.391355421686747	-1.62487433942586	0.105	0.312	9.57239794901793e-09
KYNU	5.18216035918887e-13	0.646024096385542	0.510797297472466	0.877	0.726	1.04762553821362e-08
SETD5	5.43640404161136e-13	0.627933734939759	1.02830322859442	0.521	0.304	1.09902344105215e-08
UGP2	5.44189164257664e-13	0.36960843373494	-0.953575662908648	0.265	0.51	1.10013281446329e-08
ACAD11	5.69132824534346e-13	0.374225903614458	-1.12415897832126	0.226	0.456	1.15055891807863e-08
H1-4	5.71736094523921e-13	0.358795180722892	-1.28365062201701	0.494	0.646	1.15582168868956e-08
mikado.WCK01-AAH20201022-F8-rsc00032G973	5.84226196367999e-13	0.388987951807229	-1.16967971367503	0.12	0.336	1.18107167857755e-08
C8G	6.06791020867433e-13	0.383225903614458	-1.25488742615409	0.157	0.376	1.2266887277856e-08
FBP1	6.72106484087791e-13	0.363433734939759	-0.894293421458201	0.431	0.638	1.35873046823188e-08
TNFAIP3	7.30289745512207e-13	0.628045180722892	1.03046162676658	0.53	0.298	1.47635374952748e-08
ZC3H12C	7.91394021985346e-13	0.595219879518072	1.30444066815852	0.28	0.094	1.59988215484558e-08
ZFAND2A	9.14721436837129e-13	0.354475903614458	-0.705674135776423	0.783	0.884	1.84920085670994e-08
KNG1	9.91125132181208e-13	0.385713855421687	-1.21804392180818	0.148	0.364	2.00365856721753e-08
TTPAL	9.94224911693425e-13	0.375903614457831	-1.08248127177316	0.223	0.45	2.00992508147943e-08
Il15ra	1.14057502940676e-12	0.598719879518072	1.37526770005844	0.301	0.112	2.3057864794487e-08
RAB21	1.17515886099267e-12	0.611207831325301	1.06332225821839	0.389	0.176	2.37570115338279e-08
CNBP	1.3404447401937e-12	0.361780120481928	-0.804989638340956	0.548	0.726	2.70984308677558e-08
HSPD1-1	1.35114210115608e-12	0.361512048192771	-0.660727151606661	0.464	0.688	2.73146887169714e-08
AQP9	1.37562823324791e-12	0.377075301204819	-1.25094173135464	0.223	0.444	2.78097003633397e-08
Fth1	1.45181839532339e-12	0.366575301204819	-1.16568721519855	0.361	0.574	2.93499606798577e-08
PMEPA1	1.48924469256618e-12	0.619536144578313	0.932130037908924	0.464	0.234	3.0106570704918e-08
MTTP	1.67908731050274e-12	0.363018072289157	-0.946261603943343	0.485	0.684	3.39444290691234e-08
TRA2B	1.7042121061949e-12	0.363481927710843	-0.733309542680588	0.536	0.716	3.44523519388361e-08
NR1I2	1.97359651181225e-12	0.383885542168675	-1.21161515882205	0.172	0.39	3.98982270827964e-08
ZBTB16	1.9900713892916e-12	0.369951807228916	-0.873494339249585	0.313	0.552	4.0231283205919e-08
TPT1	2.00862356876382e-12	0.633650602409639	0.809323882756297	0.678	0.476	4.06063340661294e-08
CPS1	2.24040955879033e-12	0.373075301204819	-1.11820636468145	0.277	0.494	4.52921196405053e-08
NFAT5	2.38571131641464e-12	0.631915662650602	0.677075725075582	0.648	0.414	4.82295399726383e-08
CHD9	2.52698101989888e-12	0.637584337349398	0.765090646742045	0.735	0.57	5.10854482982758e-08
PECR	2.63053690931452e-12	0.366265060240964	-0.869118128770076	0.419	0.63	5.31789341587024e-08
UBASH3B	2.70245374656073e-12	0.615581325301205	1.02566121569924	0.44	0.216	5.46328049404718e-08
SERPINA1-2	2.99922742141644e-12	0.39566265060241	-1.24095276387891	0.105	0.31	6.06323815513548e-08
RORC	3.39498081476549e-12	0.39730421686747	-1.14410379983894	0.099	0.302	6.86329321512992e-08
MARCHF6	3.53328005116815e-12	0.366469879518072	-0.698889838365316	0.392	0.632	7.14287895144154e-08
HERPUD1	3.98110939713848e-12	0.38669578313253	-1.16604218176379	0.163	0.378	8.04821075725515e-08
DAO	4.31752531111512e-12	0.395129518072289	-1.28506537094054	0.114	0.316	8.72830916895033e-08
CHKA	4.41619420698333e-12	0.360289156626506	-0.701467320885275	0.738	0.848	8.9277782088375e-08
CLPX	4.54327687297971e-12	0.359629518072289	-0.740288640217855	0.75	0.868	9.18468852641579e-08
RPS6KC1	4.63100249201685e-12	0.603701807228916	1.02088924498421	0.352	0.15	9.36203463786126e-08
ACVR1B	5.05690220248084e-12	0.59921686746988	1.0422642433437	0.322	0.128	1.02230334925353e-07
OTUD4	5.37844226160365e-12	0.609864457831325	0.916019838572755	0.407	0.19	1.08730588760579e-07
PPARA	5.54224467920238e-12	0.37141265060241	-0.967307545671681	0.352	0.56	1.12042018434755e-07
ELMO1	8.6565798747014e-12	0.632879518072289	0.740854645909893	0.699	0.494	1.75001418746964e-07
ARHGAP42	9.39024355878131e-12	0.608647590361446	1.09529540353629	0.398	0.188	1.89833163784323e-07
MID1IP1	1.1052678158742e-11	0.384198795180723	-1.50191428175968	0.205	0.414	2.23440941657129e-07
SEPHS2	1.15222190701617e-11	0.390207831325301	-1.21781953789884	0.157	0.368	2.32933180722389e-07
SLC30A7	1.22915096558595e-11	0.590183734939759	1.00091894067497	0.277	0.098	2.48485159202856e-07
Slc22a19-1	1.2748708719292e-11	0.39130421686747	-1.1508080103467	0.154	0.36	2.57727895469206e-07
FLNB	1.29227920076352e-11	0.618448795180723	1.15181414772533	0.488	0.28	2.61247163226352e-07
CAT	1.46926501010124e-11	0.407650602409639	-1.57971260616637	0.072	0.252	2.97026614442066e-07
WDR43	1.69973523725733e-11	0.629397590361446	0.617146168829223	0.714	0.494	3.43618475563943e-07
RBPJ	1.70937996980896e-11	0.630644578313253	0.731151379669583	0.693	0.484	3.4556825469658e-07
SLC22A23	1.95877717714258e-11	0.623274096385542	0.847736548572872	0.578	0.356	3.95986394131144e-07
CNOT4	2.15070292099894e-11	0.607746987951807	0.91407976941677	0.41	0.2	4.34786102509146e-07
mikado.WCK01-AAH20201022-F8-rsc00426G3	2.61187450749369e-11	0.605524096385542	1.01586350737408	0.389	0.188	5.28016550434924e-07
MAP2K3	3.34232396277451e-11	0.624454819277108	0.904797768818662	0.614	0.436	6.75684212314494e-07
