p_val	auc	avg_log2FC	pct.1	pct.2	p_val_adj
C3orf49	5.45937304888346e-06	0.687391304347826	2.72910347639324	0.391	0.02	0.110366685556228
RAPGEF4	6.32727186581083e-06	0.673913043478261	3.67119489836523	0.348	0	0.127912128039232
GPR39	6.37433900456461e-06	0.236739130434783	-1.54335468280557	0.674	0.94	0.128863637316278
SLCO3A1	9.95375670977059e-06	0.745652173913044	2.06817150264158	0.717	0.34	0.201225145644722
GBP6	1.10824472400244e-05	0.697173913043478	1.93222188556514	0.457	0.06	0.224042753404332
PLEKHA4	1.11863671518196e-05	0.68695652173913	1.93352572211199	0.413	0.04	0.226143598341185
NAV2	1.24001612279651e-05	0.758260869565217	0.839518245496651	0.978	0.8	0.250681659384542
LOC107134769-1	1.28217002954688e-05	0.675869565217391	2.42285700373814	0.37	0.02	0.259203493173197
Epsti1	1.33024767687695e-05	0.736086956521739	1.69721941537345	0.674	0.28	0.268922870357444
IFI16	1.33386076181037e-05	0.743695652173913	1.05426436338251	0.87	0.54	0.269653291607584
CXCL10	1.52000825821732e-05	0.674782608695652	2.91730721155386	0.37	0.02	0.307284869481214
PARP8	1.74459615353413e-05	0.743260869565217	1.2113051722252	0.848	0.5	0.352687558398461
UBE2Q2	1.8559050467138e-05	0.287391304347826	-1.51357786748439	0.13	0.56	0.375189764243661
JAK2	1.94022182936597e-05	0.72304347826087	1.80366043849986	0.609	0.22	0.392235245024625
CD40	2.40852103952498e-05	0.67695652173913	1.99101121677275	0.391	0.04	0.48690661335037
PPP3CA	2.78117630282945e-05	0.259782608695652	-1.17283659686222	0.652	0.9	0.562242601380002
TM4SF4	3.40703303706655e-05	0.329130434782609	-2.603732304741	0.022	0.36	0.688765798773374
IRF1	3.56341948250717e-05	0.721304347826087	1.1963972128035	0.717	0.26	0.720380882583649
N4BP2L1	4.39590044759925e-05	0.705652173913043	1.78135971352466	0.565	0.16	0.888675234486665
LDB2	4.72214704252314e-05	0.259347826086957	-0.815509053806045	0.848	1	0.954629246116477
APOL6	4.81940555472449e-05	0.667391304347826	2.15088255355113	0.37	0.04	0.974291026943102
EIF2AK2	4.88530080879896e-05	0.705	1.25779775746765	0.587	0.16	0.987612411506798
EPHA6	5.22477959447895e-05	0.306739130434783	-1.93859945533586	0.109	0.48	1
ALB-1	5.87085380879806e-05	0.269347826086957	-1.17033773068011	0.565	0.86	1
NUB1	5.90404056097969e-05	0.672173913043478	2.42772275890996	0.391	0.06	1
mikado.WCK01-AAH20201022-F8-rsc00038G1088	6.91013510795958e-05	0.71195652173913	2.05260742620614	0.609	0.26	1
SAMD4A	7.10229877747716e-05	0.71695652173913	1.64339147885401	0.696	0.32	1
NDUFV2	0.000106728133402863	0.718478260869565	1.16532798733222	0.826	0.46	1
HBQ1	0.000109562618352112	0.670869565217391	1.88582898008069	0.413	0.08	1
HIPK2	0.000112465899732415	0.279130434782609	-1.0557829947062	0.565	0.82	1
PRKCA	0.000115324075808353	0.278260869565217	-1.09700031997906	0.543	0.88	1
KCNE3	0.000141899497381495	0.350217391304348	-2.14916644127551	0.022	0.32	1
LOC114084552;LOC114084555;LOC114107584	0.000146370558439116	0.677391304347826	1.73125194297181	0.457	0.12	1
B2M	0.000158902198454924	0.705217391304348	1.24726708997548	0.696	0.38	1
PABPC1;PABPC3	0.000193866186728072	0.290217391304348	-0.825766959171485	0.587	0.92	1
CXCL2;CXCL3;CXCL1	0.000213398519699788	0.646086956521739	2.58346825404083	0.326	0.04	1
PIK3AP1	0.000255077663244587	0.673695652173913	1.42285700373814	0.478	0.14	1
CASP5;CASP4	0.000256064586332848	0.688260869565217	1.35133852530707	0.565	0.22	1
RIPK2	0.000260676640227485	0.682608695652174	1.60572106088795	0.522	0.18	1
LOC114086011-13	0.000279001902479313	0.30695652173913	-1.56420394055436	0.261	0.6	1
SCTR	0.000290307539943393	0.330217391304348	-1.73597028882084	0.109	0.44	1
RNF19B	0.000290745517444827	0.631739130434783	1.8281134822244	0.283	0.02	1
Ifi47	0.000294631463501009	0.631521739130435	1.75256244921722	0.283	0.02	1
LOC114078893	0.000296981605634192	0.68	2.22597231161225	0.5	0.18	1
TNIP1	0.000302138424251034	0.692826086956522	1.1963972128035	0.63	0.28	1
RASA1	0.000311171460817525	0.294130434782609	-0.845242356714067	0.587	0.86	1
SGSM3	0.000313411815000188	0.704347826086957	1.18083577565276	0.783	0.48	1
ZC3H12C	0.000381127341828234	0.658695652173913	1.58496250072116	0.413	0.1	1
MAGI1	0.000395878017057152	0.292173913043478	-0.83408896636965	0.804	0.92	1
Gm4841;F830016B08Rik-1	0.000396412088892704	0.67304347826087	1.48393258048991	0.5	0.16	1
THSD4	0.00043271717772409	0.300434782608696	-1.30961654204266	0.457	0.74	1
EXT1	0.000446426603054623	0.704347826086957	0.904444658248036	0.891	0.66	1
Tlr13	0.000454943650760597	0.65	1.83789450301699	0.37	0.08	1
HS6ST2	0.000492688861862216	0.333695652173913	-1.38804698540053	0.13	0.46	1
CDH6	0.00053467553950775	0.351739130434783	-2.13292111108564	0.065	0.36	1
PLEKHO1	0.000540481633028198	0.341086956521739	-1.47465235557607	0.109	0.42	1
ANK3	0.000540835724436778	0.686304347826087	1.50262756792385	0.609	0.3	1
CCL23;CCL15-1	0.000548948596171964	0.690217391304348	1.25028370381034	0.674	0.34	1
IDO1-1	0.000551341801826841	0.62195652173913	2.26868607361038	0.261	0.02	1
MYO1B	0.000556773039997321	0.695434782608696	0.987249297976546	0.761	0.46	1
STX3	0.000559712710793509	0.691304347826087	1.00092214451263	0.739	0.38	1
PARP14	0.000579343125579283	0.66695652173913	1.42772275890996	0.478	0.16	1
MYO1D	0.000587820586164499	0.700652173913043	0.463758909872241	0.957	0.82	1
IRGM-1	0.00061462868520479	0.620652173913044	1.67283525674649	0.261	0.02	1
TNFSF15	0.000622761697569609	0.361739130434783	-2.26722220279723	0.043	0.32	1
WDR25	0.000649224779615344	0.65304347826087	1.37327497488758	0.413	0.1	1
ERBB4	0.000705787367655746	0.323695652173913	-2.49241325748635	0.239	0.54	1
CCL20	0.00070915977578002	0.619565217391304	2.39662546216496	0.261	0.02	1
TRIM56	0.000748081601187444	0.644782608695652	1.38332863955151	0.37	0.08	1
ETV6	0.00081761201011317	0.694347826086957	0.820429874496336	0.891	0.7	1
VWA5A	0.000839552943294423	0.634347826086957	1.55325364099382	0.326	0.06	1
MTMR2	0.000855090260682036	0.656739130434783	1.20645087746743	0.457	0.14	1
TENM3	0.000867241496658707	0.684565217391304	1.19924557511253	0.696	0.42	1
NR3C1	0.00086972218049492	0.326521739130435	-1.60795414334739	0.261	0.54	1
APC	0.000887056527805826	0.33	-1.12568500793635	0.239	0.56	1
LRCH3	0.0010138136621533	0.68	0.86957308932277	0.848	0.62	1
SETD5	0.00102237301436175	0.32304347826087	-0.996164742869671	0.348	0.66	1
ULK4	0.00107766564329666	0.644130434782609	1.64271526837016	0.391	0.1	1
IGSF3	0.00109287366038465	0.622173913043478	1.60572106088795	0.283	0.04	1
Sfi1	0.00109287366038465	0.622173913043478	1.74589871893621	0.283	0.04	1
TRIM33	0.00109690318078547	0.352173913043478	-1.4240262825061	0.109	0.4	1
ACAT1	0.00112854921402357	0.621739130434783	1.53017002788078	0.283	0.04	1
PRPF40B	0.00123399797232905	0.653478260869565	1.25779775746765	0.457	0.16	1
ATXN7	0.00128841590251837	0.658695652173913	1.24020369745291	0.5	0.2	1
ECPAS	0.00134559837711412	0.669782608695652	1.10711884496998	0.609	0.32	1
TAP1	0.0013645419443266	0.655	1.20046458240169	0.478	0.18	1
SASH1	0.00147834456801054	0.321521739130435	-1.20949597894262	0.413	0.68	1
STK3	0.00150962344875337	0.675652173913043	0.898630262303778	0.717	0.44	1
ABCC1	0.00152193653386393	0.642173913043478	1.44745897697122	0.391	0.12	1
MATR3	0.00156680892615253	0.333260869565217	-0.974564952623729	0.326	0.64	1
ABTB2	0.00158706619448322	0.649130434782609	1.0078195044593	0.457	0.14	1
EXOC6	0.00159431156152834	0.322826086956522	-0.979241439833203	0.435	0.72	1
Il15ra	0.00161998190542997	0.624130434782609	1.61854510124554	0.304	0.06	1
EML4	0.00165296704338285	0.318913043478261	-0.849215399060567	0.652	0.82	1
HES1	0.00166280239477573	0.343913043478261	-1.14718607714727	0.174	0.48	1
LPP	0.00167392979519824	0.68304347826087	0.890288628271389	0.826	0.7	1
mikado.WCK01-AAH20201022-F8-rsc00060G101	0.00176746590404683	0.359347826086957	-1.56117624785679	0.109	0.38	1
NFKBIE	0.00178103953406879	0.622826086956522	1.41307598294556	0.304	0.06	1
RAP1B	0.0018575562267884	0.670869565217391	1.03314228462263	0.652	0.44	1
SDC4	0.00193754551616686	0.652173913043478	1.32610377085856	0.478	0.2	1
TEAD1	0.00203793294588841	0.332173913043478	-0.851136614085518	0.5	0.76	1
VCAM1	0.00213211423851959	0.631521739130435	2.37125580725093	0.348	0.1	1
KATNA1	0.00213869637889322	0.633260869565217	1.22157756955489	0.37	0.1	1
EID3	0.00221017159404325	0.611304347826087	1.53017002788078	0.261	0.04	1
ARHGAP26	0.00231703133686923	0.674782608695652	0.943200159309831	0.761	0.64	1
NRG1	0.00233517330772793	0.675869565217391	1.17654345666238	0.783	0.54	1
SERINC5	0.00235029360572834	0.357826086956522	-1.20163386116965	0.13	0.42	1
BAZ1A	0.00236891272684604	0.668478260869565	0.905660152002258	0.696	0.5	1
LPIN2	0.00243141582498934	0.345217391304348	-0.996519431265038	0.261	0.56	1
PELI1	0.00245487710973355	0.671304347826087	0.953301966053209	0.717	0.48	1
DNAJA2	0.00245648160758336	0.610434782608696	1.36605064811967	0.261	0.04	1
ELL	0.00245648160758336	0.610434782608696	1.36605064811967	0.261	0.04	1
SGPP2	0.00248395810318221	0.633913043478261	1.89352337187069	0.37	0.12	1
NUP153	0.00255959578776562	0.664347826086957	0.94520752715962	0.652	0.4	1
PHACTR4	0.00270413107526095	0.342826086956522	-1.01318877175654	0.304	0.6	1
Ccdc15	0.00277774530428245	0.337826086956522	-1.05961485629722	0.326	0.64	1
ATP13A3	0.0027844617206497	0.34695652173913	-1.16846699723445	0.239	0.52	1
ZDHHC14	0.00291213622650212	0.614565217391304	1.61854510124554	0.283	0.06	1
SPIDR	0.00303081858305555	0.669565217391304	0.836919379599742	0.87	0.7	1
FAS	0.00306179852985896	0.613913043478261	1.55325364099382	0.283	0.06	1
RBM39	0.00331817045599311	0.33304347826087	-0.497618688804731	0.696	0.94	1
mikado.WCK01-AAH20201022-F8-rsc00348G2	0.00332020251649182	0.346739130434783	-0.833094823990698	0.239	0.54	1
SMAD1	0.00339426466497705	0.661739130434783	0.769607145848926	0.783	0.54	1
PTPRK	0.00348653879991648	0.334565217391304	-0.94265767191021	0.457	0.7	1
GNA13	0.00353037758299514	0.654130434782609	1.37529132048609	0.565	0.3	1
SCYL3	0.00353447071001491	0.61195652173913	1.41307598294556	0.283	0.06	1
VIRMA	0.00365111133465713	0.391304347826087	-1.40516725525478	0.043	0.26	1
STON2	0.00368970037421224	0.34695652173913	-1.11048597311146	0.326	0.58	1
ELF2	0.00373982727180193	0.645652173913044	1.10322072035877	0.5	0.24	1
KMT2A	0.00392252097589967	0.353260869565217	-0.996519431265038	0.239	0.52	1
URGCP	0.00392694066589981	0.391739130434783	-1.32716474325351	0.043	0.26	1
PPM1H	0.00397187518419805	0.372608695652174	-1.33169440173402	0.109	0.36	1
ATP9B	0.00398888080445644	0.339347826086957	-0.592218316723955	0.652	0.9	1
DDX5	0.00402951087666138	0.333260869565217	-0.6243863255765	0.761	0.88	1
DNAJC13	0.00425711655884668	0.649130434782609	0.893523371870689	0.609	0.34	1
SLC39A8	0.00448761269796721	0.63804347826087	1.26374702379883	0.457	0.18	1
CAMKMT	0.00453174607311112	0.347391304347826	-1.05961485629722	0.304	0.6	1
AUTS2	0.0045346110072695	0.340217391304348	-1.01522073693877	0.457	0.68	1
CHMP5	0.00464529222461835	0.613913043478261	1.38332863955151	0.304	0.08	1
CERS5	0.00468388717150509	0.620434782608696	1.02543504737627	0.348	0.1	1
LOC114081927-2	0.0047549914687998	0.345652173913043	-0.849117446448865	0.37	0.66	1
RPS6KB1	0.00501481850277007	0.382608695652174	-1.23480072510485	0.087	0.32	1
FGF12	0.00515197285261446	0.617391304347826	1.63630938072138	0.326	0.1	1
KLHL5	0.00516908556421244	0.644130434782609	1.07138463323677	0.543	0.28	1
PKM	0.0052867987010276	0.377173913043478	-1.05867590732761	0.109	0.36	1
SP100	0.00531023716594391	0.646086956521739	0.790504021057379	0.609	0.32	1
PDE10A	0.00539451392216122	0.656739130434783	0.893189685031943	0.761	0.5	1
FRAS1	0.00549981402241513	0.390652173913043	-1.59756253750079	0.065	0.28	1
CDH5	0.00574696999304024	0.377826086956522	-1.09854036820555	0.109	0.36	1
ACACA	0.0059778061075869	0.359130434782609	-0.984403144948981	0.239	0.52	1
APOA1	0.00603818458735257	0.363260869565217	-1.27378364692549	0.217	0.46	1
TDG	0.00608803989729491	0.364347826086957	-0.966005612676509	0.217	0.48	1
ALB	0.00615936759434235	0.381086956521739	-1.31711107858959	0.109	0.34	1
ZC3HAV1	0.00619448542115909	0.63	1.53307575905619	0.413	0.18	1
mikado.WCK01-AAH20201022-F8-rsc00083G981	0.00620724629539742	0.661304347826087	0.453130670450918	0.935	0.94	1
NFKBIZ	0.00635163948627525	0.655	0.540297985889905	0.848	0.66	1
CLDN10	0.0063564507259118	0.622391304347826	1.37327497488758	0.37	0.14	1
KAT6B	0.00640366681638179	0.360217391304348	-1.0276044613946	0.261	0.52	1
JMJD1C	0.00650489843462341	0.34304347826087	-0.64032262851314	0.826	0.88	1
CRIM1	0.00653951150261556	0.653913043478261	1.01856434675389	0.696	0.48	1
CAST	0.00662315697666003	0.35695652173913	-1.03869529004344	0.304	0.54	1
UBE2D3;UBE2D2	0.00675027309271822	0.646521739130435	0.738987591751418	0.696	0.48	1
AIG1	0.00680141805754914	0.637173913043478	0.960637567729226	0.5	0.24	1
CLK3	0.00682039918980426	0.630434782608696	0.94675797872302	0.457	0.2	1
MRC1	0.00684435159496195	0.382173913043478	-1.29784917642895	0.109	0.34	1
SLC23A1	0.00687282275388847	0.601086956521739	1.25779775746765	0.261	0.06	1
Vamp9	0.00687282275388847	0.601086956521739	1.25779775746765	0.261	0.06	1
BDP1	0.00687816891511088	0.358478260869565	-0.94139808868853	0.283	0.56	1
TGFBR2	0.00692479827099995	0.344130434782609	-0.654890682678984	0.609	0.84	1
HERC6	0.00711279544517278	0.617173913043478	1.42285700373814	0.348	0.12	1
LUC7L	0.00717676817646163	0.361739130434783	-0.832400051503931	0.261	0.54	1
TEK	0.00732841372699284	0.356521739130435	-1.15188082597255	0.326	0.56	1
ANKRD7-6	0.00738852333328075	0.349565217391304	-0.497618688804731	0.739	0.92	1
SLC38A10	0.0074713130751096	0.600434782608696	1.17340557017727	0.261	0.06	1
USP43	0.00770955672360385	0.622608695652174	1.15320885619045	0.391	0.16	1
MORF4L2	0.00775240825539918	0.632826086956522	0.854219373563867	0.5	0.22	1
SLC16A7	0.00784014995241859	0.383913043478261	-1.47124092092693	0.109	0.34	1
SNX30	0.00789476510980017	0.357826086956522	-0.842552767864822	0.37	0.62	1
APOE	0.00799138833672516	0.381304347826087	-1.22860090876992	0.13	0.36	1
TASOR	0.00817303347682768	0.384347826086957	-1.07610297908579	0.109	0.34	1
NEDD4L	0.00821091098813184	0.350652173913043	-1.24266112942971	0.522	0.68	1
SERPINA1	0.00826567436330373	0.381304347826087	-1.20163386116965	0.13	0.36	1
ITGA2	0.00847666717393322	0.350434782608696	-0.798669194191382	0.5	0.68	1
DCAF5	0.00852348556279924	0.37	-0.696398552919228	0.196	0.48	1
DHX9	0.00858176772695398	0.359130434782609	-0.750972452160085	0.37	0.64	1
GPR176	0.00861837556922481	0.640652173913044	1.06996255816757	0.565	0.32	1
TIFA	0.00882009440858461	0.612173913043478	1.5963223628857	0.326	0.12	1
TFPI2	0.008953140391754	0.631304347826087	1.38332863955151	0.457	0.24	1
ZNF292	0.00901541960164125	0.365434782608696	-1.07877711338412	0.261	0.5	1
MINDY2	0.00910895140535993	0.631304347826087	1.0207585601668	0.5	0.26	1
MAPKAPK2	0.00937097970244859	0.602173913043478	1.16759994849607	0.283	0.08	1
SFMBT2	0.009415729979581	0.619130434782609	1.0404409260285	0.391	0.16	1
COX20	0.00957577693369153	0.616086956521739	1.15320885619045	0.37	0.14	1
GRIP1	0.00966244226256205	0.606521739130435	1.35908109330483	0.304	0.1	1
NOTCH2	0.00985558589924541	0.618913043478261	1.20046458240169	0.391	0.16	1
LIPH	0.00985558589924541	0.618913043478261	1.29479196494985	0.391	0.16	1
ANKRD12	0.00987426598292556	0.649565217391304	0.538606865029417	0.935	0.8	1
HSPA9	0.00992885542614311	0.381521739130435	-1.09854036820555	0.152	0.38	1
RFX3-2	0.00993158200723907	0.35695652173913	-0.602387134442247	0.587	0.76	1
EPCAM	0.00995365171191576	0.393478260869565	-1.09729720135492	0.087	0.3	1
NFIB	0.0101232519838724	0.358478260869565	-0.875133036492464	0.5	0.7	1
LAP3	0.0103675598266144	0.605434782608696	1.23132554610646	0.304	0.1	1
EIF5	0.0103779088066684	0.617391304347826	0.980569470051099	0.391	0.16	1
MRTFA	0.0104083996830944	0.640869565217391	0.652076696579693	0.717	0.46	1
KRT18	0.0104190193556719	0.385217391304348	-1.04409258418317	0.13	0.36	1
AP2B1	0.0104766831203227	0.634130434782609	0.67283525674649	0.674	0.42	1
ATG12-1	0.0106563747212914	0.40195652173913	-1.20163386116965	0.065	0.26	1
RB1CC1	0.0106708777241723	0.627391304347826	0.93222188556514	0.478	0.24	1
NEDD9	0.0106747202919119	0.363260869565217	-0.616671360448494	0.348	0.6	1
C9orf85	0.0106882134438183	0.395	-1.07610297908579	0.087	0.3	1
FAM241A	0.0107202225577001	0.633913043478261	1.07570408269364	0.543	0.32	1
SRGAP1	0.0107941920054526	0.360434782608696	-0.79665002655473	0.391	0.66	1
GOLM1	0.0108482686190564	0.38	-1.08233493279731	0.174	0.4	1
SLC25A13	0.011318166009838	0.380217391304348	-1.24345403686428	0.174	0.4	1
PRRC2A	0.0114561284552683	0.390217391304348	-0.928615366763235	0.109	0.34	1
TMCC3	0.0114990123699868	0.626086956521739	1.21577454257194	0.457	0.24	1
HSD17B12	0.0115403860036376	0.38695652173913	-0.868210127444459	0.13	0.36	1
FAM135A	0.011560467829259	0.402608695652174	-1.12363134916838	0.065	0.26	1
PPIL4	0.0116076387590629	0.599347826086956	1.01559685505102	0.283	0.08	1
MAF	0.0118383839736343	0.359782608695652	-0.594645054118495	0.37	0.7	1
DIP2C	0.0120087746279438	0.359347826086957	-0.691018701908576	0.565	0.76	1
STAB1	0.0120301347270607	0.365434782608696	-0.989714771062711	0.304	0.56	1
AGFG1	0.0121280420210615	0.625652173913044	0.837894503016987	0.5	0.26	1
LDLRAD3	0.0127999895406992	0.611086956521739	0.852813922852726	0.37	0.14	1
REV3L	0.0136347345886576	0.368695652173913	-0.842552767864822	0.326	0.58	1
ARHGAP44	0.013779186900783	0.405434782608696	-0.945294107909865	0.065	0.26	1
FN1	0.0138761790354182	0.400869565217391	-1.29893106252457	0.087	0.28	1
KDM1B	0.0140175978634778	0.38304347826087	-0.63394935188033	0.174	0.42	1
SLFN5-1	0.0140689953465643	0.621739130434783	1.62109628677487	0.435	0.24	1
ENO1	0.0142529029582123	0.386086956521739	-0.928615366763235	0.152	0.38	1
ABI1	0.0144874806268065	0.634782608695652	0.66736012668034	0.717	0.5	1
RPS6KC1	0.0145981489273799	0.63304347826087	0.665099607966885	0.717	0.48	1
KLF12	0.0146480493854942	0.401739130434783	-1.16768652924631	0.087	0.28	1
RGS17	0.0146480493854942	0.401739130434783	-1.23480072510485	0.087	0.28	1
SEC22B	0.0146480493854942	0.401739130434783	-1.16768652924631	0.087	0.28	1
RNF145	0.014879572915463	0.380217391304348	-1.04551465925237	0.217	0.44	1
DOCK9	0.0151120750445143	0.629347826086956	0.876368650831622	0.565	0.36	1
mikado.WCK01-AAH20201022-F8-rsc00974G4	0.0152653073327339	0.603695652173913	1.03358260052438	0.326	0.12	1
MYL12A	0.0152793656717579	0.388695652173913	-0.868210127444459	0.152	0.38	1
SLC16A9	0.015358665304367	0.373478260869565	-1.4967618967133	0.283	0.5	1
MKKS	0.0154459453117725	0.402608695652174	-1.09729720135492	0.087	0.28	1
IAH1	0.0155550091996918	0.615652173913043	1.055753981523	0.413	0.2	1
NDFIP1	0.0157472235455562	0.38	-0.960625761665856	0.239	0.46	1
ADGRG6	0.0159323913245773	0.628913043478261	0.923897020914208	0.565	0.32	1
mikado.WCK01-AAH20201022-F8-rsc00073G178	0.015966230174688	0.616521739130435	0.93222188556514	0.435	0.2	1
ETS1	0.0160700918474223	0.361086956521739	-0.52632485835224	0.652	0.82	1
mikado.WCK01-AAH20201022-F8-rsc01103G3	0.0161284653935053	0.619347826086956	0.93222188556514	0.457	0.24	1
MYRIP	0.0166404187349576	0.386739130434783	-1.00369448355774	0.174	0.4	1
ITSN1	0.0167228339309831	0.602173913043478	0.918105383104445	0.326	0.12	1
SMC5	0.0167788075143287	0.373478260869565	-0.685384110532508	0.391	0.64	1
PARD3B	0.0168504330517919	0.362391304347826	-0.528674879450665	0.717	0.88	1
RPL9	0.0168751242938681	0.608260869565217	0.980569470051099	0.37	0.16	1
DAAM1	0.0168787042621762	0.625652173913044	0.876368650831622	0.543	0.32	1
WBP4	0.0170460915707855	0.403478260869565	-1.02329661991114	0.087	0.28	1
DHX36	0.0171869153965276	0.376304347826087	-0.872326235916691	0.304	0.52	1
LOC114082795	0.0174142271957149	0.591304347826087	1.08787275602533	0.261	0.08	1
PDE7B	0.0178897284695163	0.381086956521739	-1.12984317810164	0.239	0.46	1
DTNA	0.0179323765723962	0.369130434782609	-0.807102017325448	0.457	0.68	1
GPBP1	0.0180403597446826	0.377608695652174	-0.873829199945619	0.261	0.52	1
IPO5	0.0181073603825969	0.383913043478261	-0.649092838140872	0.196	0.46	1
ANKRD26;CCDC144A;LOC105375816	0.0181228344667426	0.404782608695652	-1.00898878322725	0.087	0.28	1
RBP4	0.0181365107634187	0.381521739130435	-1.0276044613946	0.239	0.46	1
mikado.WCK01-AAH20201022-F8-rsc00089G198	0.0182468162560922	0.39304347826087	-1.04409258418317	0.152	0.36	1
SRSF2	0.0188091249076115	0.375	-0.782681311887423	0.326	0.56	1
RUNX2	0.0188207428499224	0.598695652173913	1.22157756955489	0.304	0.12	1
CEP57	0.0190524341612258	0.590434782608696	1.00348056873496	0.261	0.08	1
ATG3	0.0190524341612258	0.590434782608696	1.00348056873496	0.261	0.08	1
CASP3-1	0.0190524341612258	0.590434782608696	1.00348056873496	0.261	0.08	1
IL13RA1	0.0191015354521177	0.405652173913043	-0.938599455335857	0.087	0.28	1
MICU2	0.0191050863285554	0.624565217391304	0.67283525674649	0.609	0.34	1
TARDBP	0.0191713375454846	0.599782608695652	0.828113482224401	0.326	0.12	1
PITPNC1	0.0192067155653001	0.388913043478261	-0.87148525947732	0.174	0.4	1
ADAM9	0.019475407513594	0.635652173913044	0.433768378098659	0.913	0.7	1
HNRNPC	0.0195302084517691	0.629347826086956	0.595379116666495	0.761	0.54	1
DDX24	0.0197707611487853	0.394565217391304	-0.928615366763235	0.152	0.36	1
IDO2	0.020030917588032	0.610434782608696	1.54379331174475	0.391	0.2	1
NOL8	0.0201157213033004	0.397608695652174	-0.867214822099091	0.13	0.34	1
MEIS2	0.0202008880444728	0.371739130434783	-0.894579042763819	0.391	0.62	1
RELB	0.0202922697795885	0.612173913043478	0.853648574331539	0.435	0.22	1
MSRB3	0.0207436838010254	0.61195652173913	1.10322072035877	0.413	0.22	1
IVNS1ABP-1	0.0208654715376115	0.39	-1.06836733030619	0.196	0.4	1
ANXA2	0.0209329500650224	0.619347826086956	0.854634358477094	0.5	0.3	1
TSC22D1	0.0210257450232402	0.382608695652174	-0.832400051503931	0.261	0.48	1
DENND4C	0.021125943118707	0.378260869565217	-0.839063781784942	0.348	0.54	1
TF	0.021327655031379	0.383695652173913	-1.32716474325351	0.261	0.46	1
RMDN1	0.0216106962836917	0.592391304347826	1.01559685505102	0.283	0.1	1
BMPER	0.0218158197950794	0.388478260869565	-0.87301111370828	0.196	0.42	1
DYM	0.0221283324600527	0.37304347826087	-0.583881425330825	0.457	0.74	1
NFAT5	0.0221681817509658	0.373695652173913	-0.697742971095812	0.435	0.66	1
SSBP2	0.0222308842821328	0.380217391304348	-0.676542816425893	0.304	0.54	1
FNBP4	0.0222628856100238	0.384130434782609	-0.631318136412896	0.239	0.5	1
PSMD14	0.0222727108148561	0.604782608695652	0.852813922852726	0.37	0.16	1
NRP2	0.022288081877507	0.380434782608696	-0.651436778609171	0.283	0.54	1
EIF4G3	0.0225329951148744	0.630652173913044	0.479253059550041	0.913	0.84	1
IPO11	0.0226076307244485	0.382173913043478	-0.834851530498028	0.304	0.52	1
UBAC2	0.0227163878927954	0.387173913043478	-0.696398552919228	0.217	0.46	1
GNAI3	0.0231283405138305	0.605652173913043	0.833990048561071	0.391	0.18	1
MFSD14A	0.023337230563979	0.404347826086957	-0.938599455335857	0.109	0.3	1
VAPA	0.0234099687355423	0.396086956521739	-0.867214822099091	0.152	0.36	1
FKBP15	0.0236970911782954	0.594782608695652	1.02543504737627	0.304	0.12	1
ITFG1	0.0237018247836997	0.387608695652174	-0.914057271073065	0.239	0.44	1
GRHL2	0.0237034221622236	0.410869565217391	-1.23480072510485	0.087	0.26	1
