cv_cor	pp_cor
SNRPA1	0.0169968315572235	0.0362299880576337
PCSK6	0.137511704389344	0.0841970548613887
TM2D3	0.0296242651627436	0.0220261473323367
TARS3	0.00991079857740243	0.0513078596548491
mikado.WCK01-AAH20201022-F8-rsc00005G154	-0.000936579683036075	0.0281628169416249
TJP1	0.00449443882656343	0.0391994564287858
APBA2	0.0412465258101046	-0.000495505855490207
MCEE	0.0236677916360273	0.0621108879206231
MPHOSPH10	-0.00670326978972196	0.0334298187239496
FAN1	0.0200759186741129	0.036580157158456
MTMR10	-0.013107144418882	0.0314896862427302
KLF13-1	0.0176667930615974	-0.0172251840144243
ABHD12	0.0082276269608332	0.0219426657360878
PYGB	0.0026663786178137	0.0165051716387486
ENTPD6	0.00475629420781163	0.00929805855776812
APMAP	0.0593779676760137	0.0598737368029771
SYNDIG1	0.00263622498643322	0.0116375992678329
CST3	0.167172266636636	0.13904153306892
NAPB	-0.0154792885854773	0.0320370054975277
GZF1	0.00485994183471185	0.032819635152949
NXT1	0.00433145477019444	0.0428117721617279
N4BP2L2	-0.012698406940862	0.0146646080786013
mikado.WCK01-AAH20201022-F8-rsc00005G205	0.00954435018352762	0.0168849680878341
FOXA2	0.0185494678208497	0.0336558729881451
mikado.WCK01-AAH20201022-F8-rsc00005G207	0.0235329942659177	0.00763681684929353
XRN2	0.00937211133684148	0.0334157571557497
KIZ	0.000210661422242175	0.011811436182487
RALGAPA2	-0.00199464640929507	0.0221542872022551
CRNKL1	8.56783102624004e-05	0.031401722722692
NAA20	0.00507249640218213	0.0491853528812614
RIN2	-0.0107233143564799	0.0145604428897737
DTD1	-0.00239709583832416	0.0420485351618341
SMIM26	-0.000785939881363286	0.0508546335276709
SEC23B	0.00892443473323469	0.0316267465067447
POLR3F	0.000116810047830678	0.0130866818279342
ZNF133	0.00924142407557212	0.0181015989767394
Kat14	-0.00313978234396457	0.049419740377192
MGME1	0.0232284357231609	0.0150836179326724
SNX5	0.0013939524496039	0.0558167860368827
mikado.WCK01-AAH20201022-F8-rsc00005G235	0.0510947611229948	-0.00136650166666893
RRBP1	0.0552926642784844	0.0723954786643966
DSTN	0.046562290617048	0.0740900377603905
BFSP1	0.0326058088637926	0.0281678702753274
SNRPB2	0.0231319797669244	0.0687253365753124
mikado.WCK01-AAH20201022-F8-rsc00005G246	-0.0394579493102786	0.0510910885557395
MACROD2	-0.0732651139851551	0.0726359164926548
FLRT3	-0.0496292666960568	0.0596859634734984
mikado.WCK01-AAH20201022-F8-rsc00005G249	-0.00164849906427484	0.0044802370672616
NDUFAF5	0.0114985188468258	0.0120511669882336
ESF1	0.0170839707061148	0.0401479738669198
TASP1	0.00996616255181112	0.00475178171455337
BTBD3	-0.016422518878334	0.0132392085532708
JAG1	-0.0271595800523779	0.0591862958488718
SLX4IP	0.000296227087585867	0.00310167201301752
MKKS	0.0130109031624007	0.0522765653166496
PLCB1	0.0121681401705819	0.0140369820944565
HAO1	-0.0112285629060601	0.0287379523084685
CRLS1	0.0604487801435798	0.0228006604095334
MCM8	-0.00441399758898008	0.000120134591570432
TRMT6	0.0199651388610962	0.00273767811543526
GPCPD1	0.0349946330066041	0.0202478890378323
CDS2	0.0121688641366552	0.0201902784650775
PCNA	0.000322139681866943	0.0342338255714061
TMEM230	0.0575758521347267	0.0580571446515276
RASSF2	-0.00693838773765293	0.0093116402399872
PRNP	-0.00621694948859995	0.0175273317778002
SMOX	0.0270032804430292	0.00776302229590127
Pank2	0.00232656942358075	0.0406260191693106
MAVS	0.0494386956757386	0.0131401216364035
AP5S1	0.0146981645697517	0.0244227921122362
CDC25B	0.00514381897376973	0.0203803517361919
CENPB	-0.00328282814273843	0.0418584517992762
HSPA12B	-0.00426680092264178	0.0254833095430043
SIGLEC1	0.0394829630201394	0.0318307699141493
ITPA	0.0258808934287613	0.062209257911559
DDRGK1	0.0275611633163593	0.0455330036128843
LZTS3	0.00613476979385435	0.0034272465064225
UBOX5	0.0115388787068021	0.00584445858310671
MRPS26	-0.00316305193162534	0.0720198846730101
PTPRA	0.0519465861587458	0.0156721345090521
VPS16	0.0339600763089339	0.0216832764438187
PCED1A	0.0257498892258273	0.0265359317925898
IDH3B	0.0111433112784408	0.0308915139243086
NOP56	0.0186853614557329	0.024633363660763
SNRPB	0.0294304068718129	0.0495864251494482
mikado.WCK01-AAH20201022-F8-rsc00005G345	-0.0266133401765085	0.0362677275180678
SIRPA;SIRPB1;SIRPG	0.013147812699603	0.0211230340088608
NSFL1C	0.0153212990797084	0.0586315971869739
FKBP1A	0.0792133557217814	0.0763317394438857
PSMF1	0.0200197698005362	0.0806780613779067
FAM110A	0.0173120294950099	0.00911036545668064
SRXN1	0.0142187786183333	0.0379092840458091
Tcf15	-0.0396901365976269	0.0248245676306121
TBC1D20	0.0156875498225532	0.0121582433449629
RBCK1	0.00892331170760825	0.0560196447456207
TRIB3	0.0696642199190019	-0.0180447403314291
ZCCHC3	0.0169860272732141	0.0277960824983477
DEFB121	0.0816771269619751	0.0181271027693177
HM13	0.017859296198917	0.0439076470575155
ID1	-0.0135632101911298	0.0409894217779424
BCL2L1	0.0339166146854478	-0.00463331062047446
TPX2	0.0166267605553445	0.0318204361733153
LOC114100424	0.0165329049029981	0.039474340281375
PDRG1	0.0126264882242943	0.0452888150786055
HCK	0.0391684829160347	0.00214917358213642
TM9SF4	-0.00599043048893708	0.0444778046113251
Tspyl3	-0.0258730589022215	0.0265992112720421
POFUT1	-0.00577951932345705	0.0246607120416244
KIF3B	-0.00681396182915943	0.0213214811777476
ASXL1	0.0109970883363655	0.0351588061531746
NOL4L	-0.00801247524841823	0.00295372131155755
COMMD7	-0.0103388726859261	0.0581599035321961
MAPRE1-1	0.0255174176023981	0.0230070095473362
Bpifb5	0.0066672467014733	-0.0141226251688766
CDK5RAP1	-0.00872477609991648	0.0177225443353059
SNTA1	0.0145380710816339	-8.65945941224142e-05
E2F1	-0.00889063736446454	0.00355323476581301
mikado.WCK01-AAH20201022-F8-rsc00005G445	0.00334234968880229	0.0135941042540354
ZNF341	0.00400634553699585	0.0319503163469839
CHMP4B	0.0400546127814734	0.014107766559963
RALY	0.0425839806175426	0.0445192023517637
EIF2S2	0.00913801614891416	0.0528406372976141
AHCY	0.0813079128689579	0.0727141842622262
ITCH	0.0406761645304712	0.0219696471302987
DYNLRB1	0.0250401572046011	0.0820639134151853
MAP1LC3A	0.0639287108850766	0.0840851202837248
PIGU	0.0311526013182308	0.0207618552254971
TP53INP2	0.0390255433385268	0.0150683629491962
NCOA6	-0.0144309240508457	0.0473697085638632
GGT7	0.0667107971889398	-0.0200296685943069
ACSS2	0.151165457766438	0.0903530939747359
GSS	-0.0163239299847261	0.0521524337430638
TRPC4AP	0.0092857970273067	0.0744310987268581
EDEM2	0.00820492063434654	0.0424039380465724
PROCR	-0.0110702958133209	0.0218410089448908
EIF6	0.0275993648429102	0.0509180038983362
CEP250	0.0101346037173751	0.0192562801374513
ERGIC3	0.00843768764707203	0.0694989579648282
RBM12	0.0149848849587079	0.0138990048475812
NFS1	-0.0106218733367349	0.00146874217270409
ROMO1	0.018714951854491	0.231687978141858
RBM39	0.0130281323263672	0.0592739857112704
PHF20	-0.0290803171675472	0.0342022909223154
SCAND1	-0.00357098230246896	0.136134475202704
CNBD2	-0.00281726908894901	0.0268027867244812
AAR2	0.00371886736692874	0.0411326722393839
DLGAP4	-0.0167663975326001	0.0285906661440449
mikado.WCK01-AAH20201022-F8-rsc00005G491	-0.044724589077376	0.0401045207321388
RAB5IF	0.0493215688927724	0.0777436312472044
NDRG3	-0.00771385667934284	0.0256105291473224
SOGA1	0.0185897948526637	0.0210698105046924
TLDC2	-0.00119085347593448	0.0178496298717485
SAMHD1	0.0146015536865271	0.0314749302746913
RPN2	0.0550248125371092	0.119481687919468
MANBAL	0.00437952772046845	0.0320865744831392
CTNNBL1	0.0176127808826668	0.0580826501788678
TTI1	0.00699202092980688	0.0141942405205962
RPRD1B	0.00783494018703545	0.0379284733614272
mikado.WCK01-AAH20201022-F8-rsc00005G523	0.00503033968182731	0.0152131545670697
RALGAPB	0.0151316846363545	0.0171586818418046
ACTR5	-0.0128387373192742	0.0266500881676738
TOP1	0.0190957254465572	0.0318518350434762
LPIN3	-0.00930294872892405	0.0127606925764639
CHD6	-0.0234360504236303	0.0247124712800117
SRSF6	0.0424941065866617	0.0283510485632248
IFT52	0.0256057893400065	0.0250191187149777
TOX2	0.012528652453784	0.00843386677973562
OSER1	0.0165367712066016	0.0406707306145198
HNF4A	0.0935030079771468	0.0593229466929414
TTPAL	0.0334452441210696	0.0616016801951601
HMGB1	-0.0297691093586245	0.0214602599674969
SERINC3	0.0373720957244472	0.0632416872355381
ADA	-0.00687692652377433	0.0239344989664998
PRELID3B	0.0170035050300221	0.0123066243127474
CTSZ	0.0647789602310019	0.106410450654439
NELFCD	0.0377132502515733	0.0338508528879422
GNAS	0.0362862492552106	0.128009652447581
mikado.WCK01-AAH20201022-F8-rsc00005G573	0.018625461452723	-0.0104221042862978
NPEPL1	0.0208236235714806	-0.0068726522736305
STX16	0.0113912861067964	0.0267868627177247
VAPB	0.00522246758794199	0.0175445522441885
ZBP1	0.0146842942693022	0.0152025580506838
PCK1	-0.11571866931714	0.115480124100393
FAM209A;FAM209B	0.0106629994416167	-0.00415109408569194
RTF2	0.00431274285780824	0.0320053990587235
FAM210B	0.00728603107522868	-0.000199162590581768
PFDN4	0.0169695027219947	0.0171346023030995
mikado.WCK01-AAH20201022-F8-rsc00005G623	-0.00517839044413031	-0.0115931686192845
ZFP64	0.013615223231296	0.00546743234769187
DPM1	0.0159128066059728	0.0728876808276262
ADNP	0.0127280620728229	0.0432083720296789
PTPN1	0.000267237005139222	0.0340358678252151
mikado.WCK01-AAH20201022-F8-rsc00005G652	0.00794497929629011	0.00838166666567485
mikado.WCK01-AAH20201022-F8-rsc00005G653	-0.016013558428492	0.0828205697931421
LOC106144883	0.0653713802645464	0.0579600392948415
CEBPB	0.0243603917261676	0.10447607112101
PEDS1-UBE2V1;PEDS1	0.0630013456707527	-0.00624042328468841
SLC9A8	-0.00863612238275962	0.0212058117719169
B4GALT5	-0.00948345929512236	0.0279286880428516
mikado.WCK01-AAH20201022-F8-rsc00005G684	-0.00182837073578106	0.0629901432323355
ZNFX1	-0.00517897108002752	0.000985220275276007
DDX27	0.0315478870638364	0.0155603445256205
STAU1	-0.000865898642900008	0.00976288545979495
CSE1L	0.0159343182634766	0.0580984346040834
ARFGEF2	-0.00356736559198969	0.0437105201507806
SULF2	0.0271864100172951	0.0273478452525281
NCOA3	-0.00375929027561394	0.0271494020062292
RPL21	0.0107739341986732	0.0162328524395992
TP53RK	0.0222778599701837	0.0508650692163893
ZNF334	0.00641442935693988	0.0190831430737288
ELMO2	0.0173104949161098	0.00382189767527533
SLC35C2	0.0302148542427213	0.0116397311514909
CD40	0.0192962366479942	0.0087468180007139
NCOA5	0.00643690267071694	0.0141294655182474
ZNF335	0.029309195699055	-0.000675896910328357
PLTP	0.0031295493886981	0.0408227653335837
CTSA	0.0493540245361646	0.0797499817759199
NEURL2	-0.0234802453486338	0.0859496991642432
ACOT8	0.00187762905517982	0.0269875632007557
UBE2C	0.00733543181772773	0.00694525807452596
DNTTIP1	0.0300880613215011	0.0335081836003763
WFDC9	0.0366334232522868	-0.0290739018706881
WFDC2	-0.072110200529125	0.0677640620168167
PIGT	0.0087503262625063	0.0338095918587205
DBNDD2	0.0117867922974861	0.0206251831394907
SYS1	0.00161232487305307	0.0734798082673738
SDC4	0.00250794447072145	0.0911632917793671
MATN4	-0.00991294989602328	0.0208415416920848
SLPI	-0.060086132796579	0.132319377913689
STK4	0.0196887626285289	0.0220266992289903
TOMM34	0.00705695054454435	0.0313991106927862
YWHAB	0.0150376871961636	0.0553692293001628
PPP1R3D	0.00998452131786237	0.00119263493284847
TAF4	0.0165412457307909	0.0186621090543886
LSM14B	0.0299546717761602	0.0116457702209925
PSMA7	0.0518012093108796	0.138303386496501
SS18L1	-0.0105857787590249	0.0335343741529457
MTG2	0.0228075083301044	0.0375154707232883
OSBPL2	0.0357749097913296	0.0392159784857318
ADRM1	0.0303201712578152	0.0851739473824463
LAMA5	-0.00360660170942022	0.0178359661098772
RPS21	0.237564292919869	0.214873824444591
OGFR	-0.00904283813188844	0.0532277593530842
TCFL5	0.0105889546976859	0.0119688516732939
DIDO1	0.0100047568857478	-0.00275986340342377
GID8	0.0290339941946309	0.0342360120474046
SLC17A9	0.00233269755826279	0.0161155217845136
ARFGAP1	0.0520867500834882	0.0119495277479857
COL20A1	-0.00985124627684859	0.0108504045602954
PPDPF	0.106782810352025	0.078810873154345
GMEB2	-0.000146112838337841	0.00545663161385924
RTEL1	-0.00338379846047447	0.0171680743653534
ARFRP1	0.0264257287015784	0.0188657664372757
ZGPAT	-0.00564740307055913	0.0114763167083801
LIME1	-0.00484631595346319	0.0761669144261807
SLC2A4RG	-0.0222093050042203	0.0585827195054557
ZBTB46	-0.00882321608225534	0.00473644890483135
TPD52L2	-0.000961268648271457	0.0660977021656243
UCKL1	0.0197079070070769	0.0347012138437641
PRPF6	0.028739570499002	0.0273335929218386
C20orf204	-0.00784168122104524	0.026375580933277
SOX18	-0.041215683220618	0.0667653963691807
TCEA2	0.0117863747975583	0.0261192865368047
RGS19	0.0146582852712707	0.0362090812442746
SRFBP1	0.0119533330156747	0.00877414912638688
SNX2	0.0372400592113845	0.0475825959747371
SNX24	0.0273174872720293	0.00886940943537678
CEP120	0.00416510160017399	0.0381933101738468
CSNK1G3	0.00717001582526213	0.0388753414471794
ZNF608	0.00485136162735547	0.00773870364611426
mikado.WCK01-AAH20201022-F8-rsc00006G17	0.0105724210296927	0.0244132128341775
GRAMD2B	-0.0124616884477373	0.0637394354640003
ALDH7A1	0.039879796870964	0.0404203866604551
PHAX	-0.00247751125631747	0.0343104600783802
TMED4	0.00194437470439833	0.0205573736173995
LMNB1	0.0337671154990648	0.0133133786587901
MARCHF3	0.0176000654169314	0.0165405731331651
C5orf63	0.0252547334025175	0.0239382155172546
SLC12A2	0.0147028660896981	0.00337782907117195
SLC27A6	-0.0386860316036852	0.0809206965669228
ISOC1	-0.00540334545260224	0.0882760139476776
LOC114103596	0.00505241786169337	0.0406823140504531
Hmgb1	0.00439305436723916	0.041077616574489
Gm4841;F830016B08Rik-1	0.0110549628168657	0.123651671202772
mikado.WCK01-AAH20201022-F8-rsc00006G53	0.0564381253682618	-0.00228564137603165
RBM22	0.0111226265815017	0.035283887948228
SYNPO	-0.0166029376094658	0.0265969501189003
RPS14	0.204311239692092	0.203763292228126
CD74	0.0383923360801285	0.0880249133641141
TCOF1	-0.000281814659242819	0.0413604249626761
CSF1R	0.0770330716563781	0.0196888088783348
HMGXB3	0.0157507367262727	0.0319157475722446
TIGD6	0.0304133919752211	-0.02738607551025
SLC26A2	0.00435195467837988	-0.00984846511301361
ARHGEF37	-0.000752122979010379	0.00860264945637353
CSNK1A1	0.0296957585313955	0.0535507874632675
GRPEL2	0.00812707810484432	0.0195500470609781
AFAP1L1	0.0164372506357788	0.00368194889556474
ABLIM3	0.0417412073929598	0.0332529004373591
ADRB2	0.00803465433431273	0.0203906488866494
FBXO38	0.0420433962234519	0.0176147261120001
SPINK9	0.00586951055952548	0.00522591288350984
TCERG1	0.0136447107264894	0.0213629149597339
RBM27	0.0255191973644808	0.00331664995768465
LARS1	0.0134943950751431	0.0237356796191949
GRXCR2	0.0210436036858572	-0.00825402468027867
PRELID2	0.0100597747130915	0.0133536357619167
mikado.WCK01-AAH20201022-F8-rsc00006G121	0.0369937114335785	-0.0273476866784272
NR3C1	0.0171540211033882	0.0258857693784908
ARHGAP26	0.00302784511237263	0.0266922003016483
mikado.WCK01-AAH20201022-F8-rsc00006G124	0.0380476455028232	-0.00147812255181348
NDFIP1	0.0211977914649493	0.110753194016998
GNPDA1	0.0158734221950281	0.0490555891426113
RNF14	0.0141889410218767	0.0061026043762031
PCDH12	0.020963092411313	7.53637926312715e-05
DELE1	0.0082093722203162	0.0722293037875747
PCDH1	0.0328663184323575	0.000783295535483489
ARAP3	0.0152377897487004	0.00181431030780563
HDAC3	-0.0107051425778416	0.0360590719156287
DIAPH1	0.000788788089821886	-0.00205646200285455
PCDHGC4;PCDHGC3	-0.00637181554202421	0.0240162983935957
TAF7	-0.00548028004050803	0.010289204771644
PCDHB15	0.014760614389452	-0.00599551198244497
PCDHB14	0.0132011390595215	0.00437495282979913
PCDHB11;PCDHB12	0.00290572516086852	0.0301772171309918
Pcdhb14	-0.00962738614178084	-0.00554185839270611
PCDHB5	0.0244244732287437	0.00325191097961408
PCDHB4	-0.00629806172229294	0.00683805630385506
PCDHAC1	0.0536077932776561	0.025258991002533
ANP32B	-0.0099136483343001	0.0492510314194614
HARS2	0.0027391119028253	0.0342188738681213
HARS1	0.00870198947383773	0.0348049101954727
IK	0.0345317210961553	0.0446633387866487
TMCO6	-0.0171253394352654	-0.00989786767803186
CD14	0.0181198160052117	0.0554184970415385
APBB3	0.0132762506141528	0.0177862402475846
SRA1	0.0181488532974138	0.0478149443991324
ANKHD1-EIF4EBP3;ANKHD1	0.00999647444568765	0.0422301390718162
PFDN1	0.0137482848917119	0.0896180302809828
IGIP	-0.00548302442636385	0.019566898389878
PURA	-0.00176033368194724	0.0486460873835347
CXXC5	-0.00441448570945512	0.032609210066402
Ube2d2	0.0313790107198577	0.0101447592005911
ECSCR	-0.0263837493861305	0.0558639326404589
SPATA24	-0.00236355854818863	0.0452279582965096
MZB1	-0.00708776443830731	0.0410831727217905
SLC23A1	0.0252990237604031	0.0252285910387064
PAIP2	0.0372012037245307	0.0513556801231469
MATR3	0.0249764980027123	0.0582348016451447
mikado.WCK01-AAH20201022-F8-rsc00006G233	0.0220595662961542	0.0116111959666366
SIL1	0.026976702317341	0.0306916552675431
CTNNA1	0.0385171122440184	0.068682892722994
HSPA9	0.0842994180123848	0.0846885352503181
ETF1	0.0371597615386827	-0.0069719432633162
KDM3B	0.017896159936206	0.0376403575280701
FAM53C	0.0151497601418707	0.0224266898899018
CDC23	0.00692221347952962	0.0280668526462675
BRD8	0.0272572780969026	-0.00852386941990703
NME5	0.0213923845620407	0.0294514856956425
FAM13B	0.0316640994090742	0.0102193440668551
REEP5	0.0293755987203427	0.0952359073466606
SRP19	0.0346713910985356	0.0759735997074234
mikado.WCK01-AAH20201022-F8-rsc00006G258	-0.0134377035852763	0.0212534368986483
APC	0.0279622633852191	0.0166608205351979
mikado.WCK01-AAH20201022-F8-rsc00006G261	0.023501393214096	7.88011712321868e-05
STARD4	0.0192644022129116	0.0311152449586338
WDR36	0.0134689032259433	0.0102542691496469
