p_val	auc	avg_log2FC	pct.1	pct.2	p_val_adj	cluster	gene
0	0.736169346609021	0.767963736190382	0.665	0.226	0	Lymphocytes 1	NIBAN1
0	0.734223881661778	0.703086204957998	0.832	0.448	0	Lymphocytes 1	CELF2
0	0.733256886210256	0.969278932081255	0.556	0.094	0	Lymphocytes 1	CCL5
0	0.732832490037587	0.733136305405255	0.58	0.116	0	Lymphocytes 1	KLRD1
0	0.731215469520004	0.86432751523539	0.589	0.148	0	Lymphocytes 1	NKG7
0	0.729203822042407	0.878562583966768	0.871	0.722	0	Lymphocytes 1	RPL35
0	0.728987613970327	0.61127222641537	0.558	0.105	0	Lymphocytes 1	LCK
0	0.725870741972056	0.824437336537578	0.859	0.629	0	Lymphocytes 1	RPL36
0	0.72508710238046	0.780854512845389	0.698	0.289	0	Lymphocytes 1	CCND3
0	0.723070575011661	0.718578975141092	0.611	0.198	0	Lymphocytes 1	UBAC2
0	0.722091004867598	0.862338116358298	0.903	0.779	0	Lymphocytes 1	RPS8
0	0.720947484508071	0.866312818195178	0.852	0.723	0	Lymphocytes 1	UBA52
0	0.719608533848809	0.620147791425185	0.702	0.289	0	Lymphocytes 1	DOCK2
0	0.719602367694291	0.841779668716094	0.872	0.721	0	Lymphocytes 1	RPL35A
0	0.719115382338732	0.693887951220063	0.542	0.109	0	Lymphocytes 1	LPXN
0	0.718505404888172	0.947324392250895	0.536	0.113	0	Lymphocytes 1	RGS1
0	0.717959003335029	0.803495012738753	0.845	0.639	0	Lymphocytes 1	RPS5
0	0.717784141764479	0.680364881127598	0.65	0.238	0	Lymphocytes 1	PRKCB
0	0.717195754669079	0.793762933283658	0.851	0.679	0	Lymphocytes 1	RPS10
0	0.716204447421313	0.708126315483553	0.51	0.084	0	Lymphocytes 1	GPR174
0	0.714701991199626	0.821811907329764	0.912	0.83	0	Lymphocytes 1	RPS11
0	0.714629617879771	0.961634665022511	0.526	0.113	0	Lymphocytes 1	mikado.WCK01-AAH20201022-F8-rsc00275G165
0	0.713327977694908	0.708922118320782	0.547	0.116	0	Lymphocytes 1	SYTL3
0	0.712261411339297	0.745594398569524	0.568	0.159	0	Lymphocytes 1	PDE3B
0	0.712172770145761	0.808976885426038	0.871	0.711	0	Lymphocytes 1	RPL18
0	0.712079072496121	0.762943192097617	0.551	0.144	0	Lymphocytes 1	SETBP1
0	0.711850521890583	0.725626415972946	0.627	0.19	0	Lymphocytes 1	AFF3
0	0.711847003633441	0.653558618894093	0.649	0.238	0	Lymphocytes 1	HCST
0	0.710496213006025	0.803348712365711	0.887	0.787	0	Lymphocytes 1	RPS14
0	0.709610506766976	0.751234381637035	0.622	0.222	0	Lymphocytes 1	ST8SIA4
0	0.709376234608528	0.62784285028399	0.61	0.214	0	Lymphocytes 1	SLC4A7
0	0.709323366239641	0.596326052869398	0.535	0.125	0	Lymphocytes 1	CYFIP2
0	0.708637087843984	0.656102200660417	0.663	0.295	0	Lymphocytes 1	SH3BGRL
0	0.708516334320505	0.75216384998951	0.852	0.649	0	Lymphocytes 1	RPL13
0	0.708448231222688	0.818357555033459	0.881	0.785	0	Lymphocytes 1	RPS27
0	0.708151210950038	0.553587998837041	0.76	0.357	0	Lymphocytes 1	APBB1IP
0	0.707781014788517	0.618115844865982	0.488	0.078	0	Lymphocytes 1	Klre1
0	0.706935694965645	0.59457834044658	0.623	0.236	0	Lymphocytes 1	CNTRL
0	0.706492803556736	0.6527985390186	0.546	0.146	0	Lymphocytes 1	STK17B
0	0.705924241849554	0.604654876061315	0.552	0.151	0	Lymphocytes 1	LOC114086011-6
0	0.705724969403408	0.563772869681135	0.676	0.293	0	Lymphocytes 1	STK4
0	0.704979873332206	0.786937907051463	0.925	0.89	0	Lymphocytes 1	RPS29
0	0.704774576435814	1.43600067054803	0.467	0.062	0	Lymphocytes 1	CCL4L2;CCL4L1;CCL4
0	0.704510059135927	0.776450034740071	0.897	0.796	0	Lymphocytes 1	RPS18-1
0	0.704184985685574	0.745772926133106	0.875	0.727	0	Lymphocytes 1	RPLP0
0	0.70408793244867	0.735720937258611	0.856	0.739	0	Lymphocytes 1	RPS16
0	0.703787218557101	0.602586922854317	0.709	0.352	0	Lymphocytes 1	SYNE1
0	0.703406965015102	0.51851993722076	0.825	0.432	0	Lymphocytes 1	LCP1
0	0.703316462772982	0.607501941773676	0.615	0.234	0	Lymphocytes 1	PPP3CC
0	0.703101577345745	0.737781521496852	0.878	0.765	0	Lymphocytes 1	RPLP2
0	0.702200552207982	0.677802436986604	0.888	0.719	0	Lymphocytes 1	RPS7
0	0.701538189957931	0.745783643646521	0.92	0.859	0	Lymphocytes 1	RPS20
0	0.700900619503329	0.55389841519885	0.725	0.341	0	Lymphocytes 1	DOCK8
0	0.700164915299452	0.56442050807262	0.467	0.07	0	Lymphocytes 1	GIMAP1-GIMAP5;GIMAP5
0	0.700010279394124	0.651155212980305	0.462	0.069	0	Lymphocytes 1	CD8A
0	0.697917134504613	0.7074662700442	0.507	0.124	0	Lymphocytes 1	GLCCI1
0	0.697898991230564	0.738655367906938	0.869	0.772	0	Lymphocytes 1	RPS15A
0	0.697427598868298	0.582103324910092	0.498	0.105	0	Lymphocytes 1	RASGRP1
0	0.696376455670621	0.737529565773384	0.56	0.18	0	Lymphocytes 1	TRPS1
0	0.696032863674013	0.712250122639421	0.893	0.797	0	Lymphocytes 1	RPL38
0	0.696009254551268	0.674261073367197	0.871	0.746	0	Lymphocytes 1	RPS24
0	0.695328570316234	0.551717916658	0.518	0.133	0	Lymphocytes 1	SEPTIN6
0	0.692457918272137	0.622445220743766	0.479	0.098	0	Lymphocytes 1	PTPN22
0	0.692288031443752	0.583477000244328	0.6	0.215	0	Lymphocytes 1	ITGA4
0	0.691837111664741	0.554580275389392	0.752	0.444	0	Lymphocytes 1	TNRC6B
0	0.691476811385108	0.667444240226584	0.798	0.561	0	Lymphocytes 1	RPL12-1
0	0.689952604318704	0.666825284728206	0.438	0.062	0	Lymphocytes 1	RUNX2
0	0.689160942076289	0.680139447025687	0.875	0.763	0	Lymphocytes 1	RPLP1-1
0	0.688618841661522	0.681227278873225	0.866	0.746	0	Lymphocytes 1	RPS23
0	0.688521516493215	0.550932798029318	0.815	0.516	0	Lymphocytes 1	ANKRD44
0	0.687123854360384	0.72706640203042	0.456	0.086	0	Lymphocytes 1	PPP2R2B
0	0.686959211769928	0.676430368618967	0.835	0.672	0	Lymphocytes 1	LOC100996747
0	0.68685028020936	0.572760762384913	0.535	0.173	0	Lymphocytes 1	PACS1
0	0.6868121218568	0.651633991355037	0.882	0.793	0	Lymphocytes 1	RPL13A
0	0.686514357190678	0.656058735759323	0.818	0.629	0	Lymphocytes 1	RPL18A
0	0.685654599814951	0.633587795943874	0.823	0.617	0	Lymphocytes 1	RPL8
0	0.685423023518471	0.635561825388737	0.823	0.634	0	Lymphocytes 1	RPS21
0	0.685403458841673	0.536561961221578	0.48	0.108	0	Lymphocytes 1	STK39
0	0.684940932778775	0.53243908656057	0.438	0.07	0	Lymphocytes 1	CD27
0	0.68475864831196	0.670824526171831	0.872	0.779	0	Lymphocytes 1	RPL23
0	0.684660237694487	0.665783321321791	0.86	0.72	0	Lymphocytes 1	RPL28-1
0	0.684541621244071	0.646056134027799	0.88	0.785	0	Lymphocytes 1	RPL34
0	0.683104585973248	0.490121627064319	0.634	0.266	0	Lymphocytes 1	CORO1A
0	0.682817702520404	0.560431533908811	0.556	0.201	0	Lymphocytes 1	ARHGEF3
0	0.681432949067676	0.518956140445313	0.44	0.079	0	Lymphocytes 1	PRKCQ
0	0.681250954656902	0.668402534419981	0.867	0.742	0	Lymphocytes 1	RPS19
0	0.680016961102923	0.666242558005633	0.88	0.813	0	Lymphocytes 1	RPL39
0	0.679954601894509	0.608213651548194	0.858	0.746	0	Lymphocytes 1	RPS25
0	0.67939849623519	0.533580441336808	0.406	0.048	0	Lymphocytes 1	CD5
0	0.678092632213204	0.478788808721789	0.495	0.141	0	Lymphocytes 1	LY9
0	0.677815205194792	0.493885217843501	0.475	0.114	0	Lymphocytes 1	CD3D
0	0.677544769114564	0.5345429903703	0.699	0.369	0	Lymphocytes 1	TNFAIP8
0	0.677451315676078	0.510425475990196	0.503	0.157	0	Lymphocytes 1	MSI2
0	0.677299445413981	0.584558912987734	0.831	0.654	0	Lymphocytes 1	RPL14
0	0.675850525063625	0.60238598323158	0.872	0.767	0	Lymphocytes 1	RPL11
0	0.675582536377048	0.490395730917693	0.82	0.55	0	Lymphocytes 1	AKAP13
0	0.675412087433866	0.444356221808508	0.718	0.402	0	Lymphocytes 1	MSN
0	0.675411990478504	0.563691711324015	0.821	0.615	0	Lymphocytes 1	RPL3
0	0.674016634636921	0.541810317908403	0.634	0.327	0	Lymphocytes 1	KAT6B
0	0.673576419389341	0.50857407513208	0.574	0.247	0	Lymphocytes 1	USP3
0	0.673327499262765	0.528744019314927	0.562	0.236	0	Lymphocytes 1	RASA2
0	0.673109981471018	0.587266911757005	0.831	0.685	0	Lymphocytes 1	RPL37A-1
0	0.673014667374581	0.447417636100746	0.609	0.25	0	Lymphocytes 1	RIPOR2
0	0.672464674801854	0.475593984323854	0.569	0.246	0	Lymphocytes 1	KMT2A
0	0.671009859492426	0.528181194981475	0.803	0.588	0	Lymphocytes 1	RPL22
0	0.670533237915683	0.503219664146844	0.514	0.189	0	Lymphocytes 1	PTPN2
0	0.669963004747348	0.586145088077799	0.869	0.77	0	Lymphocytes 1	RPL19
0	0.669414996818147	0.461513307577238	0.516	0.18	0	Lymphocytes 1	TRAF3IP3
0	0.669137036422179	0.518834612375585	0.39	0.053	0	Lymphocytes 1	KLRC4-KLRK1;KLRK1
0	0.668914240185786	0.56058428753415	0.498	0.17	0	Lymphocytes 1	IPCEF1
0	0.66886408989903	0.564681362682059	0.825	0.669	0	Lymphocytes 1	RPS13
0	0.668859443308809	0.542793769349677	0.585	0.261	0	Lymphocytes 1	ZC3HAV1
0	0.668852042818839	0.542199911227139	0.827	0.643	0	Lymphocytes 1	RPL6
0	0.668666835095103	0.559904847272932	0.792	0.584	0	Lymphocytes 1	RPL10A
0	0.667931355731756	0.463254709001135	0.572	0.251	0	Lymphocytes 1	LAPTM5
0	0.667503818843865	0.476102743486372	0.568	0.258	0	Lymphocytes 1	SP100
0	0.66695885930518	0.507036847226628	0.807	0.543	0	Lymphocytes 1	ELMO1
0	0.666675400911663	0.56612303659439	0.862	0.763	0	Lymphocytes 1	RPL23A
0	0.666133175856797	0.63286621232904	0.803	0.633	0	Lymphocytes 1	RPL17
0	0.665868390622453	0.476027617849074	0.433	0.099	0	Lymphocytes 1	CD160
0	0.665831786437664	0.439666061412831	0.459	0.113	0	Lymphocytes 1	CD96
0	0.665329036455192	0.575167075989144	0.45	0.128	0	Lymphocytes 1	MGAT5
0	0.664854728543354	0.508627590169465	0.811	0.623	0	Lymphocytes 1	RPL27A
0	0.664524665122883	0.53346759700988	0.795	0.624	0	Lymphocytes 1	Rpl31-ps12
0	0.664110263842267	0.536252161343251	0.749	0.514	0	Lymphocytes 1	RPS3A
0	0.663459348202712	0.435895057822838	0.635	0.316	0	Lymphocytes 1	ARHGAP26
0	0.663153209845057	0.477776176826446	0.404	0.081	0	Lymphocytes 1	SLAMF7
0	0.663146673565749	0.500635647245265	0.65	0.364	0	Lymphocytes 1	LRBA
0	0.662718045555942	0.607888376502942	0.465	0.152	0	Lymphocytes 1	SATB1
0	0.662393593811516	0.592961561240737	0.505	0.198	0	Lymphocytes 1	KLF12
0	0.661735422330093	0.447875233702634	0.46	0.139	0	Lymphocytes 1	HOPX
0	0.66173251066787	0.442381503432199	0.465	0.137	0	Lymphocytes 1	EMB
0	0.661720630891578	0.466745501902244	0.37	0.048	0	Lymphocytes 1	GBP7;GBP4-1
0	0.661644944828268	0.450393769116595	0.418	0.1	0	Lymphocytes 1	PDPK1
0	0.661488823882521	0.499282022836908	0.44	0.119	0	Lymphocytes 1	GRK5
0	0.661394576678343	0.439264157908831	0.419	0.096	0	Lymphocytes 1	CD3G
0	0.660738725449317	0.42151120416586	0.465	0.145	0	Lymphocytes 1	EVL
0	0.660399173421684	0.498313740478379	0.472	0.158	0	Lymphocytes 1	TRERF1
0	0.660240168014752	0.43785962244904	0.61	0.312	0	Lymphocytes 1	FNBP1
0	0.659794341907293	0.519066883444815	0.815	0.653	0	Lymphocytes 1	RPL27
0	0.659660297416644	0.565221088684173	0.393	0.077	0	Lymphocytes 1	TNFAIP3
0	0.659540651357379	0.523692218050944	0.834	0.695	0	Lymphocytes 1	RPL30
0	0.6590608183939	0.525665351794984	0.822	0.674	0	Lymphocytes 1	RPS27A
0	0.658963003786905	0.496849198941577	0.674	0.409	0	Lymphocytes 1	ELF1
0	0.658785746088697	0.613509399411997	0.397	0.081	0	Lymphocytes 1	GZMA
0	0.65812394486359	0.529351402794165	0.802	0.63	0	Lymphocytes 1	RPS3
0	0.657904616527578	0.350950440882784	0.571	0.236	0	Lymphocytes 1	CD44
0	0.657846534567087	0.455733125827475	0.444	0.135	0	Lymphocytes 1	AMN1
0	0.657486999305493	0.536551458854039	0.879	0.795	0	Lymphocytes 1	RPL9
0	0.656576398396747	0.895366201622654	0.378	0.068	0	Lymphocytes 1	LOC114094999
0	0.654889755564823	0.52574428139091	0.441	0.143	0	Lymphocytes 1	FANCC
0	0.654763706159648	0.398065056749665	0.514	0.208	0	Lymphocytes 1	ARHGAP30
0	0.654583751583703	0.457986136353145	0.38	0.071	0	Lymphocytes 1	TRAT1
0	0.652878447701005	0.505454542341972	0.779	0.599	0	Lymphocytes 1	mikado.WCK01-AAH20201022-F8-rsc00005G31
0	0.652807466202938	0.502307337367911	0.564	0.273	0	Lymphocytes 1	RASA1
0	0.652495919551281	0.407981101351276	0.485	0.19	0	Lymphocytes 1	FGFR1OP2
0	0.652477783799673	0.454664801657679	0.39	0.088	0	Lymphocytes 1	TTC39C
0	0.652131606531265	0.418160102122812	0.536	0.247	0	Lymphocytes 1	PPP2R5C
0	0.651614687344907	0.409645248267329	0.697	0.436	0	Lymphocytes 1	UTRN
0	0.651613112152752	0.415166276865414	0.46	0.162	0	Lymphocytes 1	PDCD4
0	0.651087382274678	0.411803850262578	0.455	0.161	0	Lymphocytes 1	GIT2
0	0.650983110473807	0.488024841092687	0.727	0.509	0	Lymphocytes 1	RPL29
0	0.650807061300495	0.473981635181364	0.476	0.186	0	Lymphocytes 1	FOXO1
0	0.650268961579858	0.423539893727985	0.34	0.04	0	Lymphocytes 1	BCL11B
0	0.650168144610611	0.501586022299219	0.373	0.076	0	Lymphocytes 1	FNDC1
0	0.649609390397554	0.430471200221799	0.643	0.376	0	Lymphocytes 1	ARHGDIB
0	0.64944861835155	0.469503938747346	0.45	0.161	0	Lymphocytes 1	RDM1
0	0.649352730528472	0.460983008657646	0.493	0.209	0	Lymphocytes 1	PHTF2
0	0.64924845447166	0.481420608215242	0.642	0.382	0	Lymphocytes 1	CHIC1
0	0.648743317987757	0.481386667279447	0.685	0.446	0	Lymphocytes 1	PFN1
0	0.648509464676078	0.507865001297167	0.838	0.753	0	Lymphocytes 1	FAU
0	0.648448136616391	0.393957528721676	0.458	0.161	0	Lymphocytes 1	ITGAL
0	0.647974514412455	0.531149641452885	0.447	0.165	0	Lymphocytes 1	RRAS2
0	0.64788994584861	0.4209095609874	0.5	0.203	0	Lymphocytes 1	LOC114078893
0	0.647704123989758	0.449214840455238	0.349	0.055	0	Lymphocytes 1	SYTL2
0	0.647432523115941	0.424934030045266	0.645	0.39	0	Lymphocytes 1	DHX8
0	0.647290729616579	0.398504202698927	0.515	0.233	0	Lymphocytes 1	SRSF7
0	0.646741871025191	0.39994269370354	0.469	0.18	0	Lymphocytes 1	mikado.WCK01-AAH20201022-F8-rsc00234G285
0	0.646438973128268	0.496725094137374	0.46	0.176	0	Lymphocytes 1	JAZF1
0	0.646400412896985	0.464938545611152	0.782	0.599	0	Lymphocytes 1	RPS6
0	0.645545818615891	0.501578674888323	0.415	0.122	0	Lymphocytes 1	mikado.WCK01-AAH20201022-F8-rsc00098G585
0	0.645495436168826	0.464209643119433	0.544	0.263	0	Lymphocytes 1	RUNX1
0	0.644530358223381	0.481138254600055	0.78	0.604	0	Lymphocytes 1	RPL7A-1
0	0.64317475219105	0.390651839679807	0.367	0.082	0	Lymphocytes 1	SEPTIN1
0	0.642537014236927	0.395399261751669	0.353	0.068	0	Lymphocytes 1	Nphp4
0	0.642365399794199	0.429183395251529	0.542	0.28	0	Lymphocytes 1	NFAT5
0	0.641770995246272	0.602885526621972	0.332	0.049	0	Lymphocytes 1	CCL3L1;CCL3L3;CCL3;CCL18-2
0	0.641513303425769	0.501756104126142	0.611	0.365	0	Lymphocytes 1	mikado.WCK01-AAH20201022-F8-rsc00275G281
0	0.641266557501067	0.422529550423276	0.925	0.893	0	Lymphocytes 1	EEF1A1
0	0.641121687924919	0.475237650370967	0.457	0.18	0	Lymphocytes 1	SAMHD1
0	0.64084203435093	0.456372795974593	0.557	0.306	0	Lymphocytes 1	RAP1A
0	0.640294722918572	0.438442131075915	0.304	0.024	0	Lymphocytes 1	SAMD3
0	0.639840049710931	0.406095183978845	0.543	0.28	0	Lymphocytes 1	GSAP
0	0.639548487501563	0.41122211818742	0.347	0.07	0	Lymphocytes 1	CD226
0	0.639259929682004	0.515030289130832	0.342	0.069	0	Lymphocytes 1	LOC114082890
0	0.638915231238787	0.388883227748743	0.471	0.199	0	Lymphocytes 1	CAB39
0	0.638157479798917	0.447292921221175	0.781	0.612	0	Lymphocytes 1	RPS4X
0	0.637538836590677	0.407700410398447	0.394	0.12	0	Lymphocytes 1	OSBPL3
0	0.637260188677527	0.369805818413294	0.379	0.106	0	Lymphocytes 1	RILPL2
0	0.636960733658431	0.432176973886764	0.415	0.144	0	Lymphocytes 1	SYNE2
0	0.636912594464362	0.430636647271127	0.806	0.667	0	Lymphocytes 1	RPL24
0	0.636601014299085	0.369780914166517	0.424	0.147	0	Lymphocytes 1	CARD11
0	0.636452347044709	0.407162750992968	0.334	0.063	0	Lymphocytes 1	SMAD3
0	0.636217390312297	0.390991620244797	0.629	0.385	0	Lymphocytes 1	RPSA
0	0.636153756523433	0.417772400834758	0.502	0.248	0	Lymphocytes 1	STIM1
0	0.636027595512322	0.38914472824309	0.64	0.399	0	Lymphocytes 1	RPL5
0	0.635993677361836	0.405339683722508	0.854	0.708	0	Lymphocytes 1	RPS9
0	0.635290709396189	0.449059449701854	0.68	0.459	0	Lymphocytes 1	ZFP36L2
0	0.634028042819903	0.337096547443832	0.464	0.196	0	Lymphocytes 1	BIN2
0	0.632941419824387	0.367596038957874	0.544	0.3	0	Lymphocytes 1	LSM14A
0	0.63274384348448	0.60633017237654	0.395	0.133	0	Lymphocytes 1	NR4A2
0	0.632473862177321	0.451805962718219	0.331	0.069	0	Lymphocytes 1	CD7
0	0.63231988392473	0.332712414299737	0.715	0.502	0	Lymphocytes 1	RBM39
0	0.632132312120551	0.371201236718157	0.536	0.274	0	Lymphocytes 1	ARHGAP25
0	0.631893966047854	0.374859113970819	0.288	0.024	0	Lymphocytes 1	CD2
0	0.631703908020001	0.350849552158416	0.366	0.104	0	Lymphocytes 1	ANXA6
0	0.631188691645851	0.393824611746358	0.434	0.18	0	Lymphocytes 1	CEP85L
0	0.630197349732772	0.384906715929526	0.379	0.122	0	Lymphocytes 1	SP4
0	0.630159664796822	0.367963861488641	0.421	0.167	0	Lymphocytes 1	MALT1
0	0.630118678732627	0.406768521865483	0.818	0.705	0	Lymphocytes 1	RPL32
0	0.629715245495418	0.390197846414223	0.488	0.221	0	Lymphocytes 1	NCALD
0	0.628780571425571	0.348699495518521	0.639	0.406	0	Lymphocytes 1	IFI16
0	0.62846418163283	0.411723257719264	0.588	0.362	0	Lymphocytes 1	ACTG1
0	0.628151409530479	0.425743325576155	0.387	0.131	0	Lymphocytes 1	TMEM156
0	0.627672663381237	0.342676760816319	0.351	0.09	0	Lymphocytes 1	CTSW
0	0.627546857735049	0.36040559230209	0.491	0.249	0	Lymphocytes 1	HECA
0	0.627278371030553	0.367835820636686	0.315	0.061	0	Lymphocytes 1	ZNF827
0	0.626737201751437	0.335076865604929	0.589	0.354	0	Lymphocytes 1	WNK1
0	0.626650407323276	0.363751296189939	0.635	0.41	0	Lymphocytes 1	RPL4
0	0.626555867065959	0.363531307076831	0.28	0.027	0	Lymphocytes 1	CD6
0	0.625839379138919	0.389317778781821	0.532	0.3	0	Lymphocytes 1	NAP1L1
0	0.62576871254495	0.362708527703473	0.486	0.24	0	Lymphocytes 1	LYST
0	0.625580286411655	0.336217956366339	0.601	0.382	0	Lymphocytes 1	PPP4R3B
0	0.625423885285289	0.340783886427677	0.439	0.195	0	Lymphocytes 1	ANKRD11
0	0.625102911886698	0.343930103749162	0.552	0.318	0	Lymphocytes 1	NSD3
0	0.624459666432174	0.345049933857796	0.293	0.045	0	Lymphocytes 1	SIT1
0	0.624354727898797	0.446492632214488	0.418	0.178	0	Lymphocytes 1	CDK6
0	0.624011732503515	0.397554523460985	0.478	0.228	0	Lymphocytes 1	MCTP2
0	0.623979001906197	0.393254689720935	0.774	0.629	0	Lymphocytes 1	RPL7
0	0.623883994633018	1.1265146601873	0.289	0.044	0	Lymphocytes 1	LOC114105480-2
0	0.623655428220925	0.401188249493149	0.326	0.083	0	Lymphocytes 1	mikado.WCK01-AAH20201022-F8-rsc00083G1139
0	0.623642747589075	0.358219739640328	0.442	0.203	0	Lymphocytes 1	LNPEP
0	0.623228145593497	0.401877458127583	0.559	0.336	0	Lymphocytes 1	ARID5B
0	0.622562793365425	0.372458339152767	0.304	0.06	0	Lymphocytes 1	PCED1B
0	0.622333268838286	0.339781494462454	0.4	0.162	0	Lymphocytes 1	TAF15
0	0.621303434128939	0.393966741000812	0.548	0.335	0	Lymphocytes 1	CDH18
0	0.621210784293606	0.338429502892594	0.362	0.122	0	Lymphocytes 1	GBP6
0	0.620633415700624	0.335766483097157	0.593	0.381	0	Lymphocytes 1	RSF1
0	0.620541035062262	0.424512669599404	0.285	0.044	0	Lymphocytes 1	CD69
0	0.620382739430024	0.329761977222267	0.679	0.48	0	Lymphocytes 1	MYCBP2
0	0.620304728641323	0.36187592272102	0.277	0.037	0	Lymphocytes 1	BATF
0	0.619618901105974	0.327279439736574	0.591	0.38	0	Lymphocytes 1	BPTF
0	0.619480266481065	0.330294695594071	0.296	0.058	0	Lymphocytes 1	Sh2d2a
0	0.619450107451247	0.366926276693331	0.526	0.31	0	Lymphocytes 1	KANSL1
0	0.619235051537798	0.289661374922404	0.688	0.463	0	Lymphocytes 1	PABPC1;PABPC3
0	0.61914737712732	0.291690161429339	0.958	0.733	0	Lymphocytes 1	mikado.WCK01-AAH20201022-F8-rsc00916G2
0	0.619142613863342	0.337474423534466	0.274	0.036	0	Lymphocytes 1	JAKMIP1
0	0.618934052924351	0.358969161990884	0.693	0.499	0	Lymphocytes 1	VPS13B
0	0.6183425364029	0.39842507389076	0.843	0.758	0	Lymphocytes 1	RPL10;RPL10L
0	0.617736621266993	0.345149017042714	0.509	0.293	0	Lymphocytes 1	GSK3B
0	0.617554590391422	0.347258967239862	0.58	0.372	0	Lymphocytes 1	CHD2
0	0.617369206299632	0.314577914280218	0.299	0.065	0	Lymphocytes 1	ACAP1
0	0.616961610414781	0.321853555765461	0.587	0.379	0	Lymphocytes 1	ITSN2
0	0.616898122829205	0.325782672450594	0.599	0.398	0	Lymphocytes 1	USP34
0	0.616763912983841	0.284741755089482	0.897	0.781	0	Lymphocytes 1	DDX5
0	0.616597808966976	0.356356938070495	0.324	0.092	0	Lymphocytes 1	ATP10A
0	0.616435324793881	0.309976862687627	0.277	0.044	0	Lymphocytes 1	ZAP70
0	0.616426864087924	0.314017083350715	0.517	0.283	0	Lymphocytes 1	RESF1
